"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2008&tab=annual_emissions&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Mon Nov 25 2019 16:57:02 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Anheuser-Busch Jacksonville","FL",423,0,180
"Anheuser-Busch St Louis","MO",309088,0,0
"Aniak","AK",2011,1,24
"Animas","NM",69275,0,199
"Anita","IA",33,0,1
"Ansley","NE",30,0,0
"Anson Abenaki Hydros","ME",104706,468,180
"Anson County Generation Facility","NC",54402,0,37
"Antelope Valley","ND",6872352,12968,12008
"Anthony","KS",1087,0,29
"Apache Station","AZ",2837626,2226,6132
"Apex Generating Station","NV",1043164,5,139
"Apogee Technology Inc","PA","--",0,0
"Arapahoe","CO",1063516,2371,2642
"Arapahoe Combustion Turbine Project","CO",123932,1,24
"Arcadia Electric","WI",854,0,9
"Arcanum","OH",19,0,0
"Arcanum Peaking","OH",5,0,1
"ArcelorMittal Burns Harbor","IN",133964,41,1989
"ArcelorMittal Indiana Harbor West","IN",143839,28,1307
"ArcelorMittal Warren","OH",105968,1084,181
"Arcelormittal Cleveland Inc","OH",40279,12,20
"Archbald Power Station","PA",19673,0,12
"Archer Daniels Midland Cedar Rapids","IA",2137609,32691,15974
"Archer Daniels Midland Clinton","IA",376721,9758,4670
"Archer Daniels Midland Decatur","IL",4072384,84990,2292
"Archer Daniels Midland Des Moines","IA",132137,1285,911
"Archer Daniels Midland Lincoln","NE","--",832,590
"Archer Daniels Midland Mankato","MN",113771,1147,814
"Archer Daniels Midland Peoria","IL",664849,3196,10
"Archer Daniels Midland Southport","NC",1754,"--","--"
"Argus Cogen Plant","CA",1463302,235,1463
"Argyle","WI",31,0,1
"Arlington Valley Energy Facility","AZ",400949,0,1
"Arlington Valley Energy Facility","AZ","--",2,31
"Armstrong","PA",10983,1,7
"Arnold","NE",12,0,0
"Arsenal Hill","LA",88299,0,71
"Arthur Kill Generating Station","NY",731116,4,500
"Arthur Von Rosenberg","TX",486984,2,1327
"Arvada","WY",3931,0,34
"Arvah B Hopkins","FL",466534,40,268
"Asbury","MO",1361464,9757,4382
"Asbury Park Press","NJ",3362,0,71
"Ascend Performance Materials Texas Inc.","TX",203419,1,404
"Ascutney","VT",506,0,1
"Ashdown","AR",537577,5058,2087
"Asheville","NC",2390907,554,778
"Ashland","KS",17,0,3
"Ashland Inc","MO",256199,5847,679
"Ashtabula","OH",177360,1,439
"Astoria Energy","NY",934186,5,73
"Astoria Gas Turbines","NY",82988,12,514
"Astoria Generating Station","NY",1444390,407,1063
"Atascosita","TX","--",1,1102
"Athens Generating Plant","NY",2238836,11,155
"Athens Regional Medical Center","GA",158,0,4
"Atlantic","IA",149,0,2
"Attala","MS",858346,4,57
"Attica","KS",7,"--","--"
"Auburn","NE",300,0,10
"Auburn State Street","NY",282,0,0
"Auburndale Peaker Energy Center","FL",14397,0,11
"Audrain Generating Station","MO",19905,0,4
"Augusta Electric Plant No 1","KS","--",0,11
"Augusta Electric Plant No 2","KS",243,0,31
"Auke Bay","AK",16143,0,3
"Aurora","IL",35740,0,14
"Aurora Energy LLC Chena","AK",316234,586,728
"Austin Downtown","MN",51,0,3
"Austin Gas Recovery","TX","--",0,109
"Austin Northeast","MN",46407,492,98
"Avenue A Generator Sets","IL",27,0,0
"Avon Energy Partners LLC","IL","--",0,144
"Avon Lake","OH",2657239,20501,5053
"Avon Park","FL",16535,2,60
"Axiall Natrium Plant","WV",862409,7909,561
"Axiall Plaquemine","LA",1052754,6,3340
"B Braun Medical","CA",26169,0,79
"B C Cobb","MI",2101609,10049,2461
"B E Morrow","MI",554,0,2
"B L England","NJ",1030734,3964,2497
"B L England","NJ","--",0,4
"BASF Freeport Works","TX",336450,0,0
"BCP","CO","--",0,237
"BJ Gas Recovery","GA","--",0,209
"BNWRD","IL",11,0,1
"BP Naperville Cogeneration Facility","IL",28,0,1
"Baconton Power Plant","GA",3890,0,3
"Badger Creek Limited","CA",178435,1,438
"Bailly","IN",2664643,7893,8838
"Baldwin City Plant No 1","KS",55,0,5
"Baldwin City Plant No 2","KS",188,0,18
"Baldwin Energy Complex","IL",13015920,23227,4467
"Balefill LFG Project","NJ","--",0,125
"Bancroft","IA",10,0,1
"Bank of America Plaza","GA",15,0,8
"Baptist Medical Center","FL",204013,0,90
"Bar Harbor","ME",563,0,6
"Barber Creek","WY",8838,0,37
"Barney M Davis","TX",439132,2,649
"Barre","MA","--",0,99
"Barre Peaker","CA",3026,0,0
"Barron","WI",14,0,3
"Barrow","AK",37613,0,87
"Barry","AL",10568289,34906,11015
"Basin Creek Plant","MT",23897,0,910
"Bassett Medical Center","NY",10,0,1
"Bastrop Energy Center","TX",844918,5,244
"Batavia Power Plant","NY",2480,0,3
"Batesville Generation Facility","MS",949043,5,250
"Battle Mountain","NV",160,0,6
"Bavarian LFGTE","KY","--",0,410
"Baxter Wilson","MS",1095727,7,3621
"Bay County Waste to Energy","FL",59467,91,269
"Bay Front","WI",255320,944,1251
"Bayboro","FL",19198,15,84
"Baylor University Cogen","TX",13412,0,8
"Bayonne Plant Holding LLC","NJ",173134,0,27
"Bayou Cogen Plant","TX",1225846,7,339
"Bayou Cove Peaking Power","LA",70921,0,16
"Bayswater Peaking Facility LLC","NY",25243,2,4
"Baytown","TX","--",0,326
"Baytown Energy Center","TX",1682928,8,196
"Bayview","VA",2726,"--","--"
"Bayville Central Facility","NJ",254,0,82
"Bear Canyon Power Plant","CA",2972,"--","--"
"Bear Mountain Limited","CA",184298,1,448
"Bear Valley Power Plant","CA",138,0,27
"Beatrice","NE",140666,1,16
"Beaver","OR",82728,5,243
"Beaver City","NE",8,0,1
"Beaver Creek Gas Plant","WY",17028,0,57
"Beaver Island","MI",113,0,2
"Belews Creek","NC",14018358,15650,2858
"Belle River","MI",8016679,21631,8347
"Belleville","KS",357,0,20
"Bellevue","IA",10,0,3
"Bellingham Cogeneration Facility","MA",121026,1,90
"Bellmeade Power Station","VA",203216,8,83
"Beloit","KS",388,0,11
"Beluga","AK",1346444,7,3772
"Ben French","SD",174170,478,379
"Benedum Plant","TX",3086,0,52
"Benndale","MS",24,0,2
"Bennett Mountain","ID",27996,0,19
"Benning","DC",55298,245,100
"Benson City of","MN",89,0,3
"Benson Power Biomass Plant","MN","--",167,"--"
"Beowawe Power","NV",2873,"--","--"
"Bergen Generating Station","NJ",2331042,13,446
"Berkshire Power","MA",430255,2,43
"Berlin","MD",536,0,10
"Berlin 5","VT",1920,1,14
"Berlin Landfill Gas","WI","--",0,183
"Bernice Lake","AK",71244,0,53
"Berry Cogen","CA",216311,1,568
"Berry Cogen Tanne Hills 18","CA",91626,0,216
"Berry Placerita Cogen","CA",198171,1,493
"Bethany","MO","--",0,2
"Bethany II","MO","--",0,0
"Bethel","AK",29876,13,324
"Bethlehem Energy Center","NY",1151226,4,71
"Bethlehem Power Plant","PA",596579,10,43
"Bethpage Power Plant","NY",226321,2,85
"Big Bend","FL",8811192,8722,15672
"Big Brown","TX",9082188,56106,5811
"Big Cajun 1","LA",44623,0,29
"Big Cajun 2","LA",12795009,33335,10964
"Big Sandy","KY",5482434,34320,11805
"Big Sandy Peaker Plant","WV",49903,0,36
"Big Stone","SD",3708089,12280,12566
"Binghamton Cogen","NY",1639,0,2
"Biodyne Peoria","IL","--",0,105
"Biola University","CA",8534,0,137
"Biomass One LP","OR","--",20,111
"Birchwood Power","VA",1423167,451,615
"Bird City","KS",9,"--","--"
"Biron Mill","WI",511230,5278,1010
"Black Dog","MN",1678368,3041,5807
"Black Hawk Station","TX",1013488,6,389
"Black Mountain Generating Station","AZ",53551,"--","--"
"Blackburn Landfill Co-Generation","NC","--",0,331
"Blackhawk","WI",361,0,9
"Blacksand Generating Facility","CA","--",0,48
"Blanco Compressor Station","NM","--",0,12
"Blewett","NC",531,0,7
"Block Island","RI",8822,4,98
"Bloomfield","IA",67,0,3
"Blooming Prairie","MN",24,0,3
"Bloomington Power Plant","UT",61,0,9
"Blossburg","PA",5656,0,18
"Blount Street","WI",244565,2686,511
"Blue Earth","MN",28,0,3
"Blue Lake","MN",13638,0,13
"Blue Spruce Energy Center","CO",251691,1,60
"Blue Valley","MO",447632,3475,277
"Bluebonnet","TX","--",0,157
"Bluegrass Generating Station","KY",34055,0,12
"Bluffton","IN",406,0,3
"Bluffview","NM",185069,1,70
"Blundell","UT",6533,"--","--"
"Blythe Energy Inc","CA",549951,3,70
"Boardman","OR",3861970,10265,7924
"Boise Cascade International Falls","MN",145020,1500,732
"Boise Cascade Pulp & Paper Mill","AL",205121,1324,470
"Bolivar","TN",461,1,15
"Bonanza","UT",3654427,899,6448
"Boomer Lake Station","OK",266,0,4
"Borger Plant","TX",7320,8,222
"Bosque County Peaking","TX",517452,3,136
"Bostic Delivery No 2","NC",24,0,1
"Bottle Rock Power","CA",2533,"--","--"
"Boulder Park","WA",10522,0,190
"Boulevard","GA",5900,0,7
"Bountiful City","UT",4068,0,86
"Bowater Newsprint Calhoun Operation","TN",308197,4665,259
"Bowen","GA",20004349,134400,21837
"Bowline Point","NY",158339,91,212
"Bowling Green","OH",65,0,3
"Bowling Green Generating Station","OH",116,0,0
"Bowling Green Peaking","OH",477,0,1
"Boydton Plank Road Cogen Plant","VA",4283,2,3
"Bradley Gas Recovery","CA","--",0,376
"Brady","NV",2119,"--","--"
"Brainerd Public Utilities","MN",1751,6,5
"Brame Energy Center","LA",3341980,7488,4872
"Brandon Shores","MD",7897357,36218,10517
"Brandon Station","TX",27124,0,50
"Brandy Branch","FL",546714,3,67
"Brandywine Power Facility","MD",234290,2,60
"Branford","CT",319,0,1
"Brayton Point","MA",7070466,27293,5041
"Breese","IL",387,0,5
"Bremo Bluff","VA",1208131,7885,2558
"Brent Run Generating Station","MI","--",0,173
"Brentwood","NY",48501,0,4
"Brickyard Energy Partners LLC","IL","--",0,342
"Bridgeport Energy Project","CT",754908,4,115
"Bridgeport Gas Processing Plant","TX",21040,0,444
"Bridgeport Station","CT",2800260,2698,1930
"Bridgewater Power LP","NH",383,29,49
"Bristol Myers Squibb New Brunswick","NJ",35700,0,105
"Broad River Energy Center","SC",346876,2,113
"Broadway (CA)","CA",58373,0,10
"Broadway (IN)","IN",19215,0,53
"Broken Bow","NE",243,0,6
"Bronx Zoo","NY",13728,1,27
"Brookhaven Facility","NY","--",0,119
"Brooklyn","IA",9,0,1
"Brooklyn City North Plant","IA",9,0,1
"Brooklyn Navy Yard Cogeneration","NY",1159951,11,68
"Brown Station Road Plant I","MD",11,0,247
"Brown Station Road Plant II","MD","--",0,198
"Brown University Central Heating","RI",22930,37,29
"Brownsville Peaking Power","TN",1587,0,2
"Brunner Island","PA",8833482,89836,13950
"Brunot Island","PA",3239,0,2
"Brunswick","NV",116,0,6
"Brunswick Cellulose","GA",183491,5466,1841
"Brunswick Landfill Gas","VA",2715,0,60
"Brush Generation Facility","CO",94339,0,11
"Bryan (OH)","OH",688,0,2
"Bryan (TX)","TX",1726,0,5
"Bryan Peaking","OH",53,0,3
"Buchanan Generation LLC","VA",17424,0,11
"Buck","NC",1300993,6670,1213
"Buckeye Florida LP","FL",38951,3791,2030
"Bucknell University","PA",30196,0,78
"Bucksport Generation LLC","ME",844335,4,189
"Bull Run","TN",3653174,25662,7822
"Bunge Milling Cogen","IL",208724,592,193
"Bunge North America East LLC","IN",74742,600,506
"Bunge Oil","IL",8698,0,23
"Buras","LA",1099,0,7
"Burlingame","KS",527,0,13
"Burlington (CO)","CO",5605,5,35
"Burlington (IA)","IA",1230645,3949,944
"Burlington (KS)","KS",155,0,10
"Burlington GT","VT",477,0,2
"Burney Forest Products","CA",3181,33,210
"Burney Mountain Power","CA","--",12,68
"Burton","SC","--",0,7
"Burwell","NE",40,0,1
"Bushnell","IL",79,0,3
"Butler Municipal Power Plant","MO",58,0,4
"Butler-Warner Generation Plant","NC",24084,0,57
"Buxton","NC",588,1,20
"Buzzard Point","DC",14558,13,80
"Buzzard Roost","SC",440,0,1
"C D McIntosh Jr","FL",2903474,6918,4421
"C E Newman","TX",107,0,0
"C P Kelco San Diego Plant","CA",70369,0,240
"C R Huntley Generating Station","NY",2419090,6216,1644
"C R Wing Cogen Plant","TX",177228,1,218
"C W Burdick","NE",8788,3,5
"CC Perry K","IN",465190,1,650
"CE Leathers","CA",8992,"--","--"
"CE Turbo LLC","CA",1850,"--","--"
"CEIP Substation Distributed Generation","HI",1191,1,21
"CES Placerita Power Plant","CA","--",0,44
"CF Industries Yazoo City Complex","MS",104906,1,295
"CH Resources Beaver Falls","NY","--",0,2
"CH Resources Beaver Falls","NY",7002,0,0
"CH Resources Syracuse","NY",11738,0,7
"CID Gas Recovery","IL","--",0,94
"CII Carbon LLC","LA",196094,3268,442
"CIP II/AR Bridgewater Holdings - NJCOE","NJ",23342,0,56
"CITGO Refinery Powerhouse","LA",618390,3,1447
"CP Crane Power, LLC","MD",1811419,22092,4607
"CPI USA NC Roxboro","NC",212508,1317,336
"CPI USA NC Southport","NC",594826,3751,971
"CSL Behring LLC","IL",23273,0,60
"CSL Gas Recovery","FL","--",1,134
"CSUCI Site Authority","CA",109358,0,265
"CT Resource Rec Authority Facility","CT",297909,24,981
"Cabot Holyoke","MA",2692,8,3
"Cadillac Renewable Energy","MI","--",47,202
"CalPeak Power Border Peaker Plant","CA",8403,0,1
"CalPeak Power Enterprise Peaker Plant","CA",7354,0,1
"CalPeak Power Panoche Peaker Plant","CA",3858,0,0
"CalPeak Power Vaca Dixon Peaker Plant","CA",4152,0,0
"Calcasieu","LA",212721,1,125
"Caledonia","MS",983744,5,125
"Calhoun Energy Center","AL",138714,2,48
"California Institute of Technology","CA",39313,0,125
"Calistoga Power Plant","CA",14262,"--","--"
"Calumet Energy Team LLC","IL",36135,0,32
"Calvert City","KY",182249,469,43
"Cambria Cogen","PA",844213,2433,968
"Cambridge","NE",49,0,1
"Cambridge CT","MN",48535,0,58
"Camden Plant Holdings LLC","NJ",56454,0,20
"Camden Resource Recovery Facility","NJ",144135,14,523
"Camden South Carolina","SC",25026,132,54
"Cameo","CO",538842,1629,540
"Campbell City","MO",33,0,2
"Campbell Village","NE",2,0,0
"Canaday","NE",14426,2,27
"Canadys Steam","SC",2113486,16298,3662
"Canal","MA",1476177,4164,725
"Cane Island","FL",576977,3,74
"Cane Run","KY",3370153,9166,5347
"Cannon Falls Energy Center","MN",26770,1,46
"Canton North Carolina","NC",1029252,6510,878
"Cape Canaveral","FL",793554,1433,2500
"Cape Fear","NC",1771316,10285,1862
"Cape Gas Turbine","ME",969,1,6
"Capitol District Energy Center","CT",10104,0,9
"Capitol Heat and Power","WI",19391,144,142
"Carbon","UT",1302678,4588,3034
"Cardinal","OH",9468060,29481,15561
"Cardinal Cogen","CA",231618,1,649
"Cargill Corn Milling Division","IA",569460,1676,564
"Cargill Corn Wet Milling Plant","TN",224401,1621,13
"Cargill Salt","MI",103026,157,134
"Caribou Generation Station","ME",14,"--","--"
"Carl Bailey","AR",11929,2,15
"Carlls Corner","NJ",13975,0,32
"Carlsbad","NM",763,0,4
"Carlyle","IL",279,0,4
"Carmi","IL",99,0,4
"Carr Street Generating Station","NY",14712,0,3
"Carrollton","MO",124,0,7
"Carson Cogeneration","CA",153923,1,11
"Carson Ice-Gen Project","CA",165413,2,25
"Carthage","MO",1372,0,24
"Carthage Energy LLC","NY",2486,0,3
"Carville Energy LLC","LA",814068,4,213
"Cascade","IA",28,0,2
"Cascade Creek","MN",14298,0,13
"Casey City of","IL",37,0,1
"Cashton","WI",67,0,2
"Cass County","NE",48773,0,27
"Castleton Energy Center","NY",43467,2,23
"Catalyst Paper Snowflake Mill","AZ",725725,289,1074
"Caterpillar","IN",77,0,4
"Cayuga","IN",5801181,45467,8470
"Cayuga Operating Company","NY",2082145,2563,2206
"Cecil Lynch","AR",19293,0,48
"Cedar Bay Generating Company LP","FL",2166812,78,1723
"Cedar Bayou","TX",1116007,6,206
"Cedar Station","NJ",2099,"--","--"
"Celanese","TX",56147,0,117
"Celanese Acetate LLC","VA",897370,0,225
"Centaur Generator Facility","CA",10408,0,43
"Centennial","AK",331,1,13
"Center Peaker","CA",2650,0,1
"Centerville","IA",1485,0,7
"Central District Wastewater Treat Plant","FL","--",0,356
"Central Energy Plant","FL",1626,0,152
"Central Michigan University","MI",2,3,29
"Central Plant","SC",92,0,25
"Central Power Plant","RI",24039,0,58
"Central Utilities Plant LAX","CA",41414,0,100
"Central Utility Plant","TX",16223,0,345
"Century Generating Facility","CA",1124,0,15
"CenturyLink Regional HQ","NC",76,0,3
"Ceredo Generating Station","WV",35504,0,8
"Chaffee Gas Recovery","NY","--",0,259
"Chalk Cliff Limited","CA",184998,1,458
"Chalk Point LLC","MD",4037125,38989,6543
"Chambers Cogeneration LP","NJ",2132297,14619,1512
"Chambersburg","PA",54116,0,37
"Chamois","MO",540504,863,1507
"Channel Energy Center LLC","TX",1112076,17,202
"Channelview Cogeneration Plant","TX",2799540,14,255
"Chanute 2","KS",12247,0,25
"Chanute 3","KS",2208,0,134
"Chappell","NE",19,0,0
"Charles City","VA",3638,5,166
"Charles P Keller","NY",3218,1,114
"Charles Poletti","NY",1238166,95,1479
"Charles R Lowman","AL",3517280,5123,7720
"Charleston Resource Recovery Facility","SC",87181,8,371
"Charter Dura-Bar","IL",601,0,19
"Chattahoochee Energy Facility","GA",570795,3,67
"Chehalis Generating Facility","WA",828045,17,79
"Cherokee","CO",4509222,6137,10229
"Cherokee County Cogen","SC",68378,0,15
"Cherry Street","MA",320,0,6
"Cherryville City Hall","NC",29,0,1
"Chesapeake","VA",3286081,14281,5094
"Chester Generating Station","PA",826,1,5
"Chester Operations","PA",542510,0,207
"Chesterfield","VA",7547666,34162,3935
"Chesterfield Landfill Gas","VA",2290,1,253
"Chestnut Ridge Gas Recovery","TN","--",0,316
"Cheswick Power Plant","PA",2382691,27220,3728
"Chevak","AK",1730,1,19
"Chevron Oil","MS",701918,9,197
"Chicopee Electric","MA","--",0,116
"Childrens Hospital","CA",13912,0,38
"Chillicothe","MO",224,0,1
"Chino Mines","NM",88168,0,17
"Choctaw County","MS",24693,0,9
"Cholla","AZ",7517954,14897,10126
"Chouteau","OK",740258,4,169
"Chowchilla II","CA",30455,0,232
"Christiana","DE",351,0,3
"Chuck Lenzie Generating Station","NV",2623736,14,223
"Chula Vista Energy Center","CA",1863,0,1
"Chunchula Plant 1","AL",6384,0,18
"Church Street Plant","VA",287,0,10
"Cimarron River","KS",45684,0,76
"City Light & Water","NE",15,0,0
"Civic Center","CA",85524,0,235
"Clairton Works","PA",46601,3,120
"Clark (NVE)","NV",764330,0,43
"Clark (SD)","SD",70,0,1
"Clark University","MA",1018,0,135
"Clark-Floyd Landfill Gas Generating","IN","--",0,41
"Claude Vandyke","MI",1882,0,3
"Clay Boswell","MN",7383551,19527,14028
"Clay Center","KS",233,0,27
"Clear Lake Cogeneration Ltd","TX",427161,2,281
"Clearwater Paper APP CB","AR",113680,6,212
"Clearwater Paper IPP Lewiston","ID",76399,3233,938
"Clearwater Power Plant","CA",51105,0,6
"Cleary Flood","MA",29097,41,34
"Cleveland Peaking","OH",49,0,3
"Clewiston Sugar House","FL",10511,68,862
"Clifton","KS",16062,0,51
"Clifty Creek","IN",8317269,58908,18640
"Clinch River","VA",3364471,19175,5906
"Clinton","MI",6,0,1
"Clover","VA",5373511,1632,8349
"Co-Gen II LLC","OR","--",15,129
"Co-Gen LLC","OR","--",9,76
"Coachella","CA",1554,0,12
"Coal Creek","ND",8915297,20995,8579
"Coalinga 25D Cogen","CA",98676,0,261
"Coalinga 6C Cogen","CA",49530,0,132
"Coalinga Cogeneration","CA",219233,1,22
"Coalinga Cogeneration Facility","CA",45873,0,108
"Coastal Carolina Clean Power","NC","--",9,48
"Coastal Plains","TX","--",0,509
"Coffeen","IL",5736739,12026,8879
"Coffeyville","KS",252,0,0
"Coffin Butte","OR","--",0,401
"Cogeneration 1","AZ",36492,0,76
"Coggon","IA",15,0,1
"Coit GT","SC",1621,0,36
"Colbert","AL",7347141,29551,11864
"Colby","KS",260,"--","--"
"Colby City of","KS",97,0,12
"Colchester 16","VT",380,0,3
"Coldwater","MI",287,0,5
"Coleman","MO",5,0,1
"Coleto Creek","TX",4968816,15800,3509
"Colfax","MI",12,0,4
"Collins Pine Project","CA","--",11,76
"Collinwood","OH",39,0,0
"Colonie LFGTE Facility","NY","--",0,488
"Colorado Bend Energy Center","TX",402725,2,63
"Colorado Energy Nations Company","CO",647028,2135,1557
"Colstrip","MT",16985799,13704,23097
"Colstrip Energy LP","MT",378595,440,259
"Colton Plant","CA","--",0,72
"Columbia (MO)","MO",122315,978,341
"Columbia (WI)","WI",7501381,24370,4774
"Columbia Energy Center","MO",1476,0,1
"Columbia Energy Center (SC)","SC",144268,1,53
"Columbia Flooring Melbourne","AR","--",3,28
"Columbus MS","MS",43043,3352,810
"Colver Power Project","PA",847920,2054,734
"Comanche (CO)","CO",4412039,9637,4853
"Comanche (OK)","OK",632108,3,2755
"Combined Locks Energy Center","WI",14224,0,2
"Combustion Turbine Project No 2","CA",34795,0,3
"Commerce Refuse To Energy","CA",44866,4,133
"Commercial Street","MA",8,0,0
"Commonwealth Chesapeake","VA",29137,8,27
"Concord","WI",42037,0,30
"Concord Cogen","CA",8724,0,186
"Conemaugh","PA",10140304,5700,15816
"Conesville","OH",9121393,84695,18549
"Conners Creek","MI",40438,0,50
"Connersville","IN",547,0,2
