"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2018&tab=annual_emissions&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Tue Dec 03 2019 12:54:36 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Charles D. Lamb Energy Center","OK",99356,1,27
"Charles P Keller","NY",1193,1,25
"Charles R Lowman","AL",1384130,733,2151
"Charter Dura-Bar","IL",6133,0,143
"Chatham","MI",47,0,0
"Chattahoochee Energy Facility","GA",1011795,5,70
"Chautauqua LFGTE Facility","NY","--",0,553
"Chehalis Generating Facility","WA",686887,6,63
"Cherokee","CO",1669906,8,555
"Cherokee County Cogen","SC",230791,1,55
"Cherry Street","MA",304,0,7
"Cherryville City Hall","NC",50,0,1
"Chesapeake","VA",1546,3,9
"Chester Generating Station","PA",1516,3,8
"Chester Operations","PA",320860,6,212
"Chesterfield Landfill Gas","VA",3315,6,879
"Chestnut Ridge Gas Recovery","TN","--",0,372
"Cheswick Power Plant","PA",1313655,3068,980
"Chevak","AK",1374,2,28
"Chevron Oil","MS",764454,2,97
"Cheyenne Prairie Generating Station","WY",77908,0,5
"Chicago West Side Energy Center","IL",16124,0,45
"Childrens Hospital","CA",23289,0,63
"Chillicothe","MO",2733,3,18
"Chino Mines","NM",15732,0,18
"Choctaw County","MS",1911934,10,149
"Cholla","AZ",3851964,1641,3656
"Chouteau","OK",2187598,11,298
"Chowchilla II","CA",10143,0,235
"Christiana","DE",1994,3,14
"Chuck Lenzie Generating Station","NV",2576999,13,217
"Chula Vista Energy Center","CA",2747,0,0
"Church Street Plant","VA",37,0,1
"Cimarron River","KS",396,0,1
"Cinnamon Bay Edgeboro Landfill","NJ",233,0,266
"City Light & Water","NE",6,0,0
"City West Diesel Plant","SC",13,0,0
"City of Hayward WWTP","CA",39,0,157
"City of Palo Alto","CA",21,0,0
"City of Shelby Electric Distribution","OH",85,0,2
"City of Tulare Water Facility","CA",958,0,0
"City of West Plains Power Station","MO",409,0,1
"CityCenter Central Plant Cogen Units","NV",36938,0,94
"Civic Center","CA",79376,0,178
"Clairton Works","PA",46078,4,205
"Clark (NVE)","NV",478898,1,38
"Clark (SD)","SD",5,0,0
"Clark University","MA",3486,0,82
"Clark-Floyd Landfill Gas Generating","IN","--",0,59
"Claude Vandyke","MI",5944,0,15
"Clay Boswell","MN",7448212,2896,3750
"Clay Center","KS",313,0,8
"Clayville","NJ",45877,0,5
"Clean Energy Future-Lordstown, LLC","OH",764141,4,47
"Clean Fuel Dane Community Digester","WI","--",0,214
"Clearwater Paper APP CB","AR",126496,1516,620
"Clearwater Paper IPP Lewiston","ID",84767,3450,1000
"Clearwater Power Plant","CA",7045,0,16
"Cleary Flood","MA",47438,9,64
"Cleveland Cnty Generating Facility","NC",438920,2,123
"Cleveland Peaking","OH",539,1,11
"Cleveland Thermal","OH",71444,0,162
"Clewiston Sugar House","FL",5491,93,957
"Clifton","KS",9827,0,22
"Clifty Creek","IN",6396000,4650,5569
"Clinch River","VA",349981,158,411
"Clinton","MI",3,0,0
"Clinton LFGTE","IL","--",0,214
"Clinton LFGTE Facility","NY","--",0,355
"Clover","VA",2785729,854,4248
"Coachella","CA",2457,0,6
"Coal Creek","ND",9479589,6222,6346
"Coalinga 25D Cogen","CA",59578,0,161
"Coalinga Cogeneration Facility","CA",39666,0,109
"Coastal Plains","TX","--",0,215
"Coca Cola American Canyon","CA",810,0,0
"Coffeen","IL",5508623,30,2565
"Coffeyville","KS",12337,0,16
"Coffin Butte","OR","--",0,509
"Cogeneration 1","AZ",35375,0,80
"Cogeneration 2","AZ",24400,0,55
"Coggon","IA",27,0,1
"Coit GT","SC",1324,2,6
"Colbert","AL",47424,4,319
"Colby","KS",173,0,0
"Colby City of","KS",31,0,1
"Colchester 16","VT",426,1,2
"Cold Canyon 1","CA","--",0,130
"Coldwater Peaking Plant","MI",2851,0,64
"Coleto Creek","TX",3842516,11987,2442
"Colfax","MI",301,1,6
"College of New Jersey","NJ",21544,0,500
"Collins Pine Project","CA","--",6,52
"Collinwood","OH",0,0,0
"Collinwood BioEnergy Facility","OH","--",0,62
"Colonie LFGTE Facility","NY","--",0,391
"Colorado Bend II","TX",1684407,9,74
"Colorado Energy Nations Company","CO",247569,1,466
"Colstrip","MT",13457210,7378,11796
"Colstrip Energy LP","MT",420353,79,440
"Columbia (MO)","MO",17338,0,5
"Columbia (WI)","WI",6485530,1961,2947
"Columbia Energy Center","MO",5366,0,2
"Columbia Energy Center (SC)","SC",852445,6,104
"Columbia Flooring Melbourne","AR","--",2,15
"Columbus MS","MS",40476,3158,430
"Colusa Generating Station","CA",1147466,6,38
"Colver Power Project","PA",831759,2473,734
"Comanche (CO)","CO",10103904,3798,4717
"Comanche (OK)","OK",99019,0,54
"Combined Locks Energy Center","WI",128087,1,12
"Combustion Turbine Project No 2","CA",5929,0,1
"Commerce Refuse To Energy","CA",23502,35,46
"Commonwealth Chesapeake","VA",75539,18,72
"Concord","WI",108549,1,70
"Concord Energy","NC","--",0,116
"Conemaugh","PA",10236540,4381,4973
"Conesville","OH",4118962,3949,3704
"Consumer Operations LLC","WA",59322,36,132
"Consumer Operations LLC","WI",319810,679,503
"Coolidge Generation Station","AZ",84938,0,10
"Coon Rapids II","IA",57,0,1
"Cooper","KY",563464,134,399
"Coopersville","MI","--",0,489
"Cope","SC",1459404,805,822
"Copper","TX",41442,0,106
"Coralville GT","IA",1369,0,4
"Cordova Energy","IL",29479,0,3
"CoreSite Real Estate 1656 McCarthy, L.P.","CA",7,0,0
"CoreSite Real Estate 2901 Coronado, L.P.","CA",45,0,1
"CoreSite Real Estate 2972 Stender, L.P.","CA",34,0,1
"CoreSite Real Estate 3032 Coronado, L.P.","CA",79,0,2
"CoreSite Real Estate 55 S. Market Street","CA",63,0,1
"Cornelius Delivery No 1","NC",4,0,0
"Cornell University Central Heat","NY",161531,1,3
"Corning","IA",17,0,0
"Coronado","AZ",3647268,124,3151
"Corpus Christi","TX",187495,1,483
"Corpus Christi Energy Center","TX",1067743,6,402
"Corpus Refinery","TX",187286,1,518
"Cos Cob","CT",2349,5,9
"Cosmo Specialty Fibers Plant","WA",18971,87,518
"Coso Energy Developers","CA",7492,"--","--"
"Coso Finance Partners","CA",12649,"--","--"
"Coso Power Developers","CA",10789,"--","--"
"Cosumnes","CA",1198845,6,67
"Cottonwood Energy Project","TX",2802364,14,281
"Countyside Genco LLC","IL","--",0,92
"Covanta Alexandria/Arlington Energy","VA",139813,3,164
"Covanta Babylon Inc","NY",97604,2,304
"Covanta Bristol Energy","CT",74485,5,93
"Covanta Delaware Valley","PA",494821,36,2890
"Covanta Essex Company","NJ",410679,115,461
"Covanta Fairfax Energy","VA",488964,75,1413
"Covanta Haverhill","MA",224117,460,742
"Covanta Hempstead","NY",433339,68,1165
"Covanta Hennepin Energy","MN",156670,8,315
"Covanta Indianapolis Energy","IN",309835,544,1639
"Covanta Lake County Energy","FL",71297,4,78
"Covanta Marion Inc","OR",66196,17,62
"Covanta Niagara I, LLC","NY",376140,600,20
"Covanta Plymouth Renewable Energy","PA",151106,48,499
"Covanta Southeastern Connecticut Company","CT",110322,51,313
"Covanta Stanislaus Energy","CA",121410,13,335
"Covanta Tulsa Renewable Energy LLC","OK",133759,2,146
"Covanta Warren Energy","NJ",55272,4,144
"Covel Gardens Gas Recovery","TX","--",0,842
"Covington Facility","VA",830257,5812,1119
"Cox Waste to Energy","KY","--",9,79
"Coyote","ND",3406314,13530,7235
"Coyote Springs","OR",560162,5,129
"Coyote Springs II","OR",554747,3,1231
"Craig (AK)","AK",1775,3,35
"Craig (CO)","CO",7315640,1979,6057
"Craven County Wood Energy LP","NC","--",266,443
"Creed Energy Center","CA",8088,0,1
"Crestwood Dothan","AL",670,1,13
"Crete","NE",47,0,1
"Crete Energy Venture LLC","IL",59068,0,13
"Crisfield","MD",3730,6,76
"Crisp Plant","GA",223,0,0
"Crist","FL",3243847,641,1033
"Crockett Cogen Project","CA",668593,3,1536
"Croda Atlas Point CHP","DE","--",0,136
"Cross","SC",8960208,3230,3233
"Crossroads Energy Center","MS",45664,0,9
"Crotched Mountain Rehabilitation Center","NH",38,0,1
"Croydon CT Generating Station","PA",47695,63,184
"Crystal Mountain","WA",61,0,1
"Crystal River","FL",8594472,9759,4006
"Culbertson Generation Station","MT",65000,0,45
"Cumberland (NJ)","NJ",112884,1,29
"Cumberland (TN)","TN",9882735,6720,3951
"Cumberland (WI)","WI",101,0,2
"Cumberland County PA LFG Recovery","PA","--",0,612
"Cumberland County Solid Waste Complex","NJ","--",0,274
"Currant Creek","UT",956483,5,71
"Curtis","NE",49,0,1
"Curtis H Stanton Energy Center","FL",668447,3,71
"Custer Energy Center","WI",1402,0,4
"Cutrale Citrus Juices USA I","FL",21657,0,59
"Cutrale Citrus Juices USA II","FL",33030,0,90
"Cuyahoga Falls 1","OH",209,0,4
"Cuyamaca Peak Energy Plant","CA",9052,0,1
"Cymric 31X Cogen","CA",34749,0,95
"Cymric 36W Cogen","CA",66909,0,182
"Cymric 6Z Cogen","CA",35869,0,98
"D B Wilson","KY",2289589,4611,1050
"D G Hunter","LA",87859,0,1980
"DADS Gas Recovery","CO","--",0,292
"DANC LFGTE Facility","NY","--",0,428
"DC Water CHP","DC","--",0,221
"DFW Gas Recovery","TX","--",0,631
"DG Whitefield LLC","NH","--",24,43
"DGS Central Utility Plant","CA",1,0,0
"DSM Pharmaceuticals","NC",995,1,12
"Dafter","MI",315,1,6
"Dahlberg","GA",274101,39,811
"Dairyland WTE Plant","WI","--",0,176
"Dallman","IL",2548984,1447,962
"Dan E Karn","MI",2562789,691,666
"Dan River","NC",1887398,9,220
"Danbury Diesel","WI","--",0,0
"Danbury Hospital Cogen Plant","CT",20678,0,57
"Dane County Landfill #2 Rodefeld","WI","--",0,314
"Dansby","TX",106658,0,74
"Danskammer Generating Station","NY",19599,2,29
"Danville Westover Plant","VA",126,0,3
"Darby Power, LLC","OH",156032,2,206
"Darbytown","VA",64327,41,109
"Darlington County","SC",181561,55,463
"Darrington","WA","--",7,62
"Dart Container Corp","PA","--",0,94
"Dartmouth College Heating Plant","NH",41849,142,75
"Dartmouth Power Associates LP","MA",34077,0,7
"Dave Gates Generating Station","MT",146700,1,17
"Dave Johnston","WY",5206765,6334,5671
"Davenport Water Pollution Control Plant","IA",219,0,117
"David City","NE",28,0,0
"Davidson Gas Producers LLC","NC","--",0,136
"Dayton (IA)","IA",3,0,0
"De Pere Energy Center","WI",144571,1,115
"DeBary","FL",42089,1,14
"DeCordova Steam Electric Station","TX",9282,1,63
"DeRidder Mill","LA",145137,2537,770
"Dean","MI",171244,1,38
"Dean Drive Area Electric Generators","VA",37,0,1
"Dearborn Industrial Generation","MI",1803323,615,433
"Decatur Energy Center","AL",1117786,6,77
"Decatur-Morgan Co LFG Recovery Project","AL","--",0,144
"Decker Creek","TX",548380,3,864
"Decorative Panels Intl","MI",9709,4,60
"Deer Creek Station","SD",343885,2,34
"Deer Island Treatment Plant","MA",10175,18,11
"Deer Park Energy Center","TX",3913244,20,271
"Deercroft I & II LFGTE","IN","--",0,282
"Deerhaven Renewable","FL",698,15,269
"Deertrack Park Gas Recovery","WI","--",0,489
"Del Ranch Company","CA",8815,"--","--"
"Delano Energy Center","CA",3568,0,0
"Delaware City 10","DE",114,0,0
"Delaware City Plant","DE",643483,10,76
"Delaware Generating Station","PA",1142,2,6
"Dell Power Station","AR",804282,4,54
"Delray","MI",11413,0,4
"Delta Energy Center","CA",1211373,6,76
"Delta Power","AK","--",0,0
"Demoss Petrie","AZ",4531,0,1
"Denton Energy Center","TX",65466,0,1549
"Denton Power LLC","TX","--",0,133
"Des Moines Wastewater Reclamation Fac","IA",23,0,349
"Desert Basin","AZ",913817,5,91
"Desert Peak Power Plant","NV",2402,"--","--"
"Desert Star Energy Center","NV",678713,3,75
"Desert View Power","CA",2689,45,183
"Deshler","NE",2,0,0
"Detour","MI",169,0,3
"Detroit Lakes","MN",59,0,0
"Devon Station","CT",7973,1,61
"Dicks Creek","OH",5325,0,33
"Diesel Generators","WI",434,1,9
"Dighton Power Plant","MA",156083,1,19
"Digital Fairfield","CT",3555,0,0
"Dike City Power Plant","IA",6,0,0
"Dillard Complex","OR",10199,36,340
"Dillingham","AK",13438,23,266
"Dodge Park Engine No 1","OH",3,0,0
"Dogwood Energy Facility","MO",899068,4,106
"Dolet Hills","LA",1757396,6158,1741
"Dome Project","CA",45920,0,125
"Dominion/Lo Mar","VA",149,0,2
"Domino Sugar Arabi Plant","LA",101367,1,201
"Domino Sugar Baltimore","MD",104115,0,5
"Domtar - Woodland Mill","ME",78654,92,700
"Domtar Kingsport Mill","TN",25318,1647,414
"Domtar Paper Co LLC Plymouth NC","NC",75422,2716,873
"Don A Campbell 1 Geothermal","NV",4421,"--","--"
"Don A Campbell 2 Geothermal","NV",4181,"--","--"
"Don Henry","NE",181,0,0
"Donald Von Raesfeld Power Plant","CA",391582,2,19
"Dorchester Biomass","SC","--",31,30
"Doreen","MA",308,1,2
"Doswell Energy Center","VA",2353418,16,771
"Double A Digester","ID","--",0,590
"Double C Generation Limited Partnership","CA",14538,0,39
"Douglas","AZ",287,0,2
"Douglas County Forest Products","OR","--",16,145
"Dover","OH",91317,1291,213
"Dover Peaking","OH",434,1,9
"Dow St Charles Operations","LA",1384623,6,3163
"Downtown","VA",38,0,1
"Doyle Energy Facility","GA",34886,0,18
"Dresden Energy Facility","OH",1514445,7,140
"Drews Generating Facility","CA",886,0,2
"Drexel Operations Center","NC",50,0,1
"Dry Creek LFG to Energy Project","OR","--",0,225
"Dry Fork Station","WY",3078502,837,634
"Duck Creek","IL",2608182,22,1458
"Duluth Paper Mill","MN","--",0,0
"Durant","IA",30,0,1
"Durham AWTF","OR","--",0,248
"Dutch Harbor","AK",36121,61,719
"Dutchess Cnty Resource Recovery Facility","NY",53622,102,309
"Dynegy Moss Landing Power Plant","CA",1562044,8,115
"Dynegy Oakland Power Plant","CA",4648,9,27
"E B Harris Electric Generating Plant","AL",2189233,11,177
"E C Gaston","AL",4549976,2851,4077
"E D Edwards","IL",3398925,6194,2284
"E F Barrett","NY",893503,61,882
"E F Oxnard Energy Facility","CA",76929,0,209
"E W Brown","KY",2527515,922,1906
"E.B. Eddy Paper Inc","MI",88759,0,193
"EG178 Facility","TX",318476,2,783
"EKS Landfill","MN","--",0,439
"ENEL Salt Wells LLC","NV",2586,"--","--"
"Eagle Point Power Generation","NJ",241351,1,55
"Eagle Valley (IN)","IN",950119,5,56
"Eagle Valley (MI)","MI","--",0,290
"Eagle Valley Clean Energy LLC Biomass","CO","--",9,8
"Earl F Wisdom","IA",17439,0,7
"Earlville","IA",27,0,1
"Earthmovers LFGTE","IN","--",0,474
"East 12th Street","KS",2465,0,7
"East Bend","KY",2835579,1826,1741
"East Campus Steam Plant","PA",31860,0,87
"East Campus Utility Plant","OH",188,0,4
"East Hampton","NY",13552,24,38
"East River","NY",1814392,79,691
"East. Michigan Univ. Heating Plant","MI",30306,0,81
"Eastern Correctional Institute","MD",692,8,63
"Eastern Landfill Gas LLC","MD","--",0,117
"Eastern Maine Medical Center","ME",22810,0,64
"Eastman Cogeneration Facility","TX",1218213,6,243
"Easton","MD",1053,2,21
"Easton 2","MD",3197,6,56
"Eastport","ME",14,0,0
"Eastside WWTP","NC",164,0,3
"Ebensburg Power","PA",470451,1683,280
"Eckert Station","MI",484156,1114,531
"Ector County Energy Center","TX",279870,3,76
"Eddystone Generating Station","PA",47573,7,29
"Edenton Generators","NC",189,0,4
"Edge Moor","DE",210492,167,128
"Edgecombe Genco LLC","NC",146394,57,387
"Edgerton","OH",152,0,3
"Edgewater","WI",3335886,3247,1209
"Edgewood Energy LLC","NY",58858,0,6
"Edward L. Addison Generating Plant","GA",209354,1,69
"Edwardsport","IN",3557683,52,787
"Effingham County Power Project","GA",697366,4,69
"Eielson AFB Central Heat & Power Plant","AK",246033,355,369
"Eight Flags Energy","FL",92384,0,259
"Eklutna Generation Station","AK",283084,1,6711
"El Cajon Energy Center","CA",9966,0,1
"El Centro","CA",327392,2,36
"El Dorado Refinery","KS",47695,0,130
"El Nido Facility","CA",86,0,12
"El Segundo Cogen","CA",773822,4,1801
"El Segundo Energy Center LLC","CA",476368,2,1134
"Electric Avenue Facility","VA",81,0,2
"Electrifarm","IA",6701,0,17
"Elgin Energy Center LLC","IL",143574,1,73
"Elim","AK",929,2,19
"Elizabeth River Power Station","VA",167153,21,189
"Elk Basin Gasoline Plant","WY","--",0,77
"Elk City Station","NE","--",0,576
"Elk Hills Power LLC","CA",1439535,6,57
"Elk Mound","WI",5507,0,2
"Elk River","MN",192097,0,7
"Elk River City of","MN",60,0,313
"Elk Station","TX",336402,2,908
"Elkins Generating Center","AR",3363,0,9
"Elkton","VA",45217,1,118
"Ellinwood","KS",24,0,0
"Ellwood","CA",4763,0,13
"Elm Road Generating Station","WI",7354920,399,2323
"Elm Street Substation Generators","MO",24,0,0
"Elmer Smith","KY",2363288,1894,2482
"Elmore Company","CA",8120,"--","--"
"Elmwood Park Power LLC","NJ",1913,0,1
"Elroy","WI",18,0,0
"Elwood Energy LLC","IL",221994,1,65
"Emerson","NE",3,0,0
"Emmonak","AK",3684,6,76
"Emory Decatur Hospital","GA",14,0,0
"Emory Hillandale Hospital","GA",6,0,0
"Empire Energy Center","MO",85476,2,83
"Empire Generating Co LLC","NY",861298,5,81
"Encina","CA",239298,1,34
"Encina Water Pollution Control","CA",582,0,297
"Encogen","WA",98974,1,22
"Enderlin","ND","--",0,3
"Enel Cove Fort","UT",4150,"--","--"
"Energy Center","CA",1469,0,29
"Energy Center Dover","DE",43229,0,9
"Energy Shelby County","IL",99304,1,56
"Engineered Carbons Borger Cogen","TX",296,4,1125
"Ennis Power Company LLC","TX",608791,3,151
"Enoree Phase II Landfill Gas Recovery","SC","--",0,191
"Enterprise Products Operating","TX",123857,1,329
"Enterprise Sugar Factory","LA",1660,25,378
"Equilon Los Angeles Refining","CA",100097,1,642
"Equinix San Jose","CA",2914,0,0
"Equus Freeport Power","NY",20608,0,3
"Ergon Refining Vicksburg","MS",27803,0,77
"Erickson Station","MI",796074,1932,728
"Erie","KS",6,0,0
"Erie Coke","PA",8447,0,64
"Erie Energy Center","KS",288,0,6
"Erving Paper Mills","MA",28183,3,83
"Escalante","NM",1292447,798,2216
"Escanaba Mill","MI",411527,2791,1269
"Escondido Energy Center","CA",14051,0,1
"Essential Power Massachusetts LLC","MA",11652,0,5
"Essential Power Newington LLC","NH",332575,4,37
"Essential Power Rock Springs LLC","MD",252982,1,67
"Essex","MO",21551,0,18
"Essex Junction 19","VT",355,1,7
"Estherville","IA",26,0,1
"Evander Andrews Power Complex","ID",72335,0,24
"Evergreen BioPower LLC","OR","--",9,33
"Evonik Industries AG","IN",8,0,0
"Exelon Framingham LLC","MA",774,1,3
"Exelon LaPorte Generating Station","TX",37134,0,66
"Exelon Medway LLC","MA",5318,9,25
"Exira","IA",46454,0,39
"ExxonMobil Baton Rouge Turbine Generator","LA",379097,2,1024
"ExxonMobil Baytown Refinery","TX",824694,4,2262
"ExxonMobil Baytown Turbine","TX",1817483,9,4962
"ExxonMobil Beaumont Refinery","TX",2150434,11,274
"ExxonMobil Mobile Bay Onshore","AL",59584,0,137
"ExxonMobil Oil Joliet Refinery","IL","--",13,51
"F B Culley","IN",1943405,1720,1387
"FC Landfill Energy","MD","--",0,41
"FCPC Renewable Generation","WI","--",0,146
"Factory","IL",170,1,1
"Fairbanks","AK",6667,12,38
"Fairbanks Morse Engine","WI",42,0,1
"Fairfax","MN",4,0,0
"Fairfield","IL",23,0,0
"Fairfield University CHP Plant","CT",12452,0,34
"Fairgrounds","MO",978,5,11
"Fairhaven Power","CA",2405,13,35
"Fairless Energy Center","PA",2605943,13,166
"Fairless Hills","PA",3676,63,83
"Fairmont (MN)","MN",10596,0,250
"Falling Spring","PA",1045,1,22
"Falls","PA",2050,3,11
"Falls City","NE",1516,0,34
"False Island","AK",1114,2,22
"Faribault Energy Park","MN",253901,2,31
"Farmer City","IL",10,0,0
"Farmers Branch Renewable Energy Facility","TX","--",0,304
"Faulkton","SD",19,0,0
"Fayette Energy Facility","PA",1735164,9,104
"Fayette Power Project","TX",10583914,1219,6471
"Feather River Energy Center","CA",20639,0,14
"Fennimore","WI",11,0,0
"Fergus Control Ctr","MN",18,0,0
"Fermi","MI",15461,26,85
"Fernandina Beach Mill","FL",510298,4326,1515
"Fernandina Plant","FL",24971,5032,195
"Ferndale Generating Station","WA",295851,6,61
"Fiber Recovery, Inc.","WI","--",0,73
"Field Street","FL",35,0,0
"Fighting Creek LFGTE Plant","ID","--",0,180
"Finch Paper","NY",101082,3720,503
"Finley Buttes Landfill Gas","OR","--",0,372
"FirstEnergy Bay Shore","OH",1724040,2528,526
"FirstEnergy Bruce Mansfield","PA",3470445,4016,1408
"FirstEnergy Eastlake","OH",190,1,3
"FirstEnergy Fort Martin Power Station","WV",5839381,4465,7801
"FirstEnergy Harrison Power Station","WV",12364762,11232,7573
"FirstEnergy Pleasants Power Station","WV",6908881,10152,5304
"FirstEnergy W H Sammis","OH",5166877,1938,2837
"FirstEnergy West Lorain","OH",46041,6,66
"Fishers Island 1","NY",128,0,3
"Fisk Street","IL",1248,4,10
"Fitchburg","WI",61,0,1
"Fitchburg Gas Recovery","MA","--",0,463
"Five Oaks Gas Recovery","IL","--",0,296
"Flambeau River Papers","WI",21493,108,191
"Flint Creek","AR",2752680,775,2656
"Flint River Operations","GA",46680,277,402
"Flora Site A","IL",22,0,0
"Flora Site B","IL",14,0,0
"Florence Mill","SC",77778,2424,330
"Florida Power Development","FL",1187,31,51
"Florida's Natural Growers","FL",37180,0,101
"Ford Utilities Center","NM",42961,0,116
"Fore River Generating Station","MA",1310730,7,87
"Forest City Light Plant","IA",193,0,4
"Forked River","NJ",5972,0,9
"Formosa Plastics","LA",202600,1,505
"Formosa Utility Venture Ltd","TX",1311765,8,3504
"Forney Energy Center","TX",3950234,21,1101
"Fort Churchill","NV",298950,2,341
"Fort Dodge","KS",2002,0,3
"Fort Greely Power Plant","AK",45,0,1
"Fort Hill 1, 2, 3 & 4","CT",672,1,13
"Fort Lupton","CO",2590,1,8
"Fort Myers","FL",3580441,22,811
"Fort St Vrain","CO",1468146,8,302
"Fortistar North Tonawanda","NY",11017,0,7
"Foster Wheeler Martinez","CA",375447,2,865
"Foster Wheeler Mt Carmel Cogen","PA",395411,414,131
"Fountain Valley Power Facility","CO",79488,0,73
"Four Corners","NM",6744843,1231,4322
"Four Peaks Camino Real","NM","--",0,93
"Fourche Creek Wastewater","AR",63,0,111
"Fox Energy Center","WI",1340840,6,90
"Foxwoods CoGen","CT",68038,0,157
"Framingham State University Plant","MA",14,0,0
"Frank Knutson","CO",24996,0,7
"Frank M Tait","OH",111401,1,72
"Franklin (NE)","NE",16,0,0
"Franklin Drive","CT",419,1,1
"Franklin Heating Station","MN",71595,1,177
"Franklin Templeton San Mateo","CA",3219,0,0
"Frederic Diesel","WI","--",0,0
"Frederick County LFGTE Facility","VA","--",0,113
"Frederickson","WA",45343,0,118
"Frederickson Power LP","WA",262691,1,24
"Fredericktown Energy Center","MO",8371,0,23
"Freeburg","IL",106,0,2
"Freedom Power Project","IL",973,0,1
"Freeport Energy","TX",2006209,10,4794
"Freeport Energy Center","TX",677143,3,1573
"Freestone Energy Center","TX",2460331,13,644
"Fremont Community Digester, LLC","MI","--",0,63
"Fremont Energy Center","OH",1556236,7,126
"French Island","WI",23486,2,5
"Fresno Cogen Partners","CA",6238,0,0
"Frey Farm Landfill","PA","--",0,144
"Friendswood Energy","TX",16554,0,82
"Frito Lay Incorporated","CT",19678,0,54
"Frito-Lay Cogen Plant","CA",18667,0,51
"Front Range Power Plant","CO",1043480,6,302
"Front Range Project","CO","--",0,457
"Front Street","MA",627,1,12
"Ft. Pierre","SD",24,0,0
"Fullerton Mill CHP","CA",50529,0,118
"Fulton (AR)","AR",58550,0,27
"Fulton (MO)","MO",1386,0,4
"Fulton LFGTE Facility","NY","--",0,172
"G W Ivey","FL",455,1,9
"G2 Energy Hay Rd","CA","--",0,146
"G2 Energy Marion LLC","FL","--",0,317
"G2 Energy Ostrom Road LLC","CA","--",0,308
"GL Dairy Biogas","WI","--",0,232
"GLRA Landfill","PA","--",0,178
"GREC","OK",1415509,583,867
"GRS Arbor Hills","MI","--",1,132
"GRS C&C","MI","--",0,209
"GRS CMS","NC","--",0,50
"GRS Fall River","MA","--",0,61
"GRS Pine Bend","MN","--",0,12
"Gadsby","UT",56548,0,45
"Gadsden","AL",137122,7,177
"Galena 2 Geothermal Power Plant","NV",822,"--","--"
"Galena 3 Geothermal Power Plant","NV",3398,"--","--"
"Galena Electric Utility","AK",4498,7,85
"Galion","OH",214,0,4
"Galion Generating Station","OH",2040,0,2
"Gallatin (TN)","TN",5520491,1669,1182
"Gambell","AK",1051,2,22
"Gans","PA",82104,0,54
"Garden City","KS",30264,0,66
"Gardner Energy Center","KS",34,0,0
"Garnett Municipal","KS",6,0,0
"Garrison Energy Center LLC","DE",507892,3,31
"Gary Court 1 & 2","CT",357,1,7
"Gary Works","IN",405344,234,245
"Gas Turbine (IA)","IA",523,0,1
"Gas Utilization Facility","CA","--",0,685
"Gaston County Renewable Energy Center","NC","--",0,328
"Gaston Memorial Hospital","NC",25,0,0
"Gastonia Prime Power Park","NC",140,0,3
"Gastonia, Tulip Drive","NC",108,0,2
"Gateway Gen","VA",26,0,1
"Gateway Generating Station","CA",1123961,6,62
"Gavin Power, LLC","OH",14718296,25031,7304
"Gaylord - Wolverine","MI",16274,0,41
"Gaylord Container Bogalusa","LA",69203,2855,1495
"Geismar","LA",351211,3,1637
"Geismar Cogen","LA",360150,2,971
"GenConn Devon LLC","CT",6989,14,39
"GenConn Middletown LLC","CT",4897,9,28
"General Chemical","WY",980970,114,777
"General Electric Aircraft Engines","MA",81280,2,49
"General Electric Diesel Engine Plant","PA",7859,13,157
"General Electric Plastic","AL",375423,2,76
"General Mills Inc","NY",1219,0,3
"Genesee Power Station LP","MI",6892,19,60
"Geneseo","IL",216,0,5
"Genesis Alkali","WY",1219551,76,975
"Geneva","OH","--",0,256
"Geneva Generation Facility","IL",2645,0,64
"Genoa","WI",1701150,426,943
"Genoa Diesel Generating Station","OH",307,1,6
"Geo East Mesa III","CA",2567,"--","--"
"George Birdsall","CO",3384,0,8
"George Johnson","MI",23370,0,64
"George M Sullivan Generation Plant 2","AK",375556,2,899
"George Neal North","IA",2181822,3933,2266
"George Neal South","IA",2980467,5105,2495
"Georgetown","IN",90428,1,35
"Georgetown LFGTE","SC","--",0,8
"Georgia LFG Oak Grove Plant","GA",658,0,296
"Georgia LFG Pine Ridge Plant","GA","--",0,366
"Georgia LFG Richland Creek Plant","GA","--",0,729
"Georgia Pacific Center","GA",106,0,2
"Georgia-Pacific Big Island","VA",11843,28,4
"Georgia-Pacific Brewton Mill","AL",378141,2096,944
"Georgia-Pacific Cedar Springs","GA",428304,3438,1623
"Georgia-Pacific Consr Prods LP-Naheola","AL",516866,3996,1554
"Georgia-Pacific Corp - Nekoosa Mill","WI",48292,409,200
"Georgia-Pacific Crossett LLC","AR",363262,2471,1696
"Georgia-Pacific Monticello Paper","MS",101004,829,396
"Georgia-Pacific Palatka Operations","FL",182291,1970,694
"Georgia-Pacific Port Hudson","LA",739139,2526,847
"Georgia-Pacific Taylorsville Plywood","MS",29012,0,78
"Georgia-Pacific Toledo Mill","OR",115379,1449,543
