"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2013&tab=annual_emissions&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Mon Nov 25 2019 17:12:44 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Archer Daniels Midland Des Moines","IA",120668,237,238
"Archer Daniels Midland Lincoln","NE",134073,263,265
"Archer Daniels Midland Mankato","MN",113588,223,224
"Archer Daniels Midland Peoria","IL",508335,3,91
"Archer Daniels Midland Southport","NC",1371,0,4
"Argus Cogen Plant","CA",1430436,155,831
"Argyle","WI",4,0,0
"Arizona State University CHP","AZ",42992,0,102
"Arkalon Ethanol LLC","KS",135830,1,298
"Arlington Valley Energy Facility","AZ",529062,3,41
"Armstrong","PA",145947,0,39
"Arnold","NE",4,0,0
"Arsenal Hill","LA",12601,6,111
"Arthur Kill Generating Station","NY",792833,4,564
"Arthur Von Rosenberg","TX",626047,3,1719
"Arvada","WY",257,0,1
"Arvah B Hopkins","FL",695430,4,219
"Asbury","MO",1381813,6809,2077
"Asbury Park Press","NJ",2269,0,51
"Ascend Performance Materials Texas Inc.","TX",214175,1,393
"Ascutney","VT",931,2,5
"Ashdown","AR",479167,5735,2631
"Asheville","NC",1473394,743,794
"Ashland","KS",108,0,2
"Ashtabula","OH",161904,0,364
"Astoria Energy","NY",1090543,12,152
"Astoria Energy II","NY",1213161,22,3137
"Astoria Gas Turbines","NY",47274,17,241
"Astoria Generating Station","NY",712000,57,450
"Atascosita","TX","--",0,798
"Athens Generating Plant","NY",1386702,7,126
"Athens Regional Medical Center","GA",162,0,3
"Atlantic","IA",154,0,0
"Attala","MS",847886,4,65
"Auburn","NE",211,0,5
"Auburn LFG Energy Facility","NY","--",0,102
"Auburn State Street","NY",367,0,1
"Auburndale Peaker Energy Center","FL",3864,0,3
"Audrain Generating Station","MO",15154,0,4
"Augusta Electric Plant No 1","KS","--",0,0
"Augusta Electric Plant No 2","KS",76,0,2
"Auke Bay","AK",606,1,4
"Aurora","IL",33719,0,13
"Aurora Energy LLC Chena","AK",318540,547,722
"Austin Downtown","MN",1,0,0
"Austin Gas Recovery","TX","--",0,493
"Austin Northeast","MN",1510,3,3
"Avenue A Generator Sets","IL",56,0,0
"Avon Lake","OH",2633617,37311,3880
"Avon Park","FL",361,0,1
"Axiall Natrium Plant","WV",769704,6224,1495
"Axiall Plaquemine","LA",1112984,7,3348
"B Braun Medical","CA",28158,0,77
"B C Cobb","MI",1888236,6389,2013
"B L England","NJ",192225,626,361
"BASF Freeport Works","TX",352293,2,950
"BC Landfill Energy LLC","NJ","--",0,526
"BJ Gas Recovery","GA","--",0,128
"BMW Manufacturing Co","SC","--",1,140
"BNWRD","IL",6,0,0
"BP Naperville Cogeneration Facility","IL",31944,0,87
"Back River Waste Water Treatment","MD","--",0,215
"Baconton Power Plant","GA",55156,0,54
"Badger Creek Limited","CA",123852,1,334
"Bailly","IN",2313328,2245,1745
"Baldwin City Plant No 1","KS",37,0,1
"Baldwin City Plant No 2","KS",129,0,2
"Baldwin Energy Complex","IL",12489297,4357,4499
"Bancroft","IA",10,0,0
"Baptist Medical Center","FL",16846,0,46
"Bar Harbor","ME",107,0,2
"Barber Creek","WY",86,0,0
"Barney M Davis","TX",996814,5,157
"Barre","MA","--",0,62
"Barre Peaker","CA",9289,0,1
"Barrow","AK",40231,0,113
"Barry","AL",7755930,12199,5423
"Basin Creek Plant","MT",47782,0,1108
"Bassett Medical Center","NY",3,0,0
"Bastrop Energy Center","TX",1032800,5,265
"Batavia Power Plant","NY",20503,0,25
"Batesville Generation Facility","MS",746709,4,181
"Battle Creek Mill","MI",47133,0,111
"Bavarian LFGTE","KY","--",0,335
"Baxter Wilson","MS",1171817,7,3038
"Bay County Waste to Energy","FL",44214,73,222
"Bay Front","WI",50438,106,301
"Bay View Backup Power Facility","OH",48,0,31
"Bay View Cogeneration Facility","OH",109,0,20
"Bayboro","FL",4837,1,19
"Bayer CropScience Institute Plant","WV",218105,1456,370
"Bayonne Energy Center","NJ",437984,3,34
"Bayonne Plant Holding LLC","NJ",236312,1,77
"Bayou Cogen Plant","TX",1403621,6,293
"Bayou Cove Peaking Power","LA",45629,0,9
"Bayswater Peaking Facility LLC","NY",95016,1,11
"Baytown","TX","--",0,213
"Baytown Energy Center","TX",1632436,7,158
"Bayview","VA",631,1,13
"Bayville Central Facility","NJ",593,1,94
"Bayway Refinery","NJ","--",0,0
"Bear Canyon Power Plant","CA",2435,"--","--"
"Bear Garden","VA",1391849,7,90
"Bear Mountain Limited","CA",109524,1,295
"Bear Valley Power Plant","CA",421,0,10
"Beatrice","NE",61516,0,7
"Beaver","OR",150224,2,409
"Beaver City","NE",8,0,0
"Beaver Creek Gas Plant","WY",12834,0,36
"Beaver Island","MI",132,0,3
"Beecher Gas Recovery","IL","--",0,161
"Belews Creek","NC",10713788,4604,4549
"Belle River","MI",7807613,22486,8385
"Bellefontaine Gas Producers LLC","OH","--",0,506
"Belleville","KS",169,0,3
"Bellevue","IA",7,0,0
"Bellingham Cogeneration Facility","MA",120035,21,91
"Bellmeade Power Station","VA",130858,1,36
"Beloit","KS",2303,3,53
"Beluga","AK",793410,4,2224
"Ben French","SD",3543,2,15
"Benedum Plant","TX",3090,0,73
"Benndale","MS",150,0,0
"Bennett Mountain","ID",45276,0,27
"Benson City of","MN",112,0,2
"Benson Power Biomass Plant","MN",748,25,258
"Beowawe Power","NV",2834,"--","--"
"Bergen Generating Station","NJ",2526636,14,391
"Berkeley County Landfill","SC","--",0,87
"Berkshire Power","MA",442129,2,42
"Berlin","MD",182,0,4
"Berlin 5","VT",2120,4,11
"Berlin Landfill Gas","WI","--",0,241
"Bernice Lake","AK",35889,0,96
"Berry Cogen","CA",224552,1,608
"Berry Cogen Tanne Hills 18","CA",67102,0,182
"Berry Placerita Cogen","CA",196149,1,538
"Bethel","AK",30640,54,632
"Bethlehem Energy Center","NY",1484591,8,103
"Bethlehem Power Plant","PA",2092207,35,123
"Bethlehem Renewable Energy LLC","PA","--",0,25
"Bethpage Power Plant","NY",314702,1,125
"Bi-County Gas Producers","TN","--",0,103
"Big Bend","FL",9320286,9894,4339
"Big Brown","TX",9040552,56694,5228
"Big Cajun 1","LA",22527,0,30
"Big Cajun 2","LA",11295306,32457,9632
"Big Sandy Peaker Plant","WV",33269,0,21
"Big Sky Dairy Digester","ID","--",0,185
"Big Stone","SD",3000315,13917,10173
"Biola University","CA",7683,0,177
"Biomass One LP","OR","--",24,211
"Biotech LS 0836","WA",2,0,0
"Birchwood Power","VA",589162,260,273
"Bird City","KS",66,0,1
"Biron Mill","WI",423137,5276,1061
"Black Dog","MN",1454414,2618,5400
"Black Hawk Station","TX",985401,64,449
"Black Mountain Generating Station","AZ",26999,1,20
"Blackburn Landfill Co-Generation","NC","--",0,304
"Blacksand Generating Facility","CA","--",0,61
"Blewett","NC",257,1,3
"Block Island","RI",9525,16,190
"Bloomfield","IA",24,0,0
"Blooming Prairie","MN",79,0,2
"Bloomington Power Plant","UT",116,0,2
"Blossburg","PA",2268,0,6
"Blount Street","WI",12256,0,19
"Blue Earth","MN",21,0,0
"Blue Lake","MN",66816,0,14
"Blue Lake Power LLC","CA",79,11,73
"Blue Mountain Biogas","UT","--",0,190
"Blue Ridge Landfill","PA","--",0,584
"Blue Spruce Energy Center","CO",183716,1,54
"Blue Valley","MO",143908,1349,75
"Blue Water Renewables Inc","MI","--",0,281
"Bluebonnet","TX","--",0,47
"Bluegrass Generating Station","KY",22,0,0
"Bluffview","NM",149981,1,54
"Blundell","UT",6441,"--","--"
"Blythe Energy Inc","CA",712461,4,58
"Boardman","OR",3590873,12670,3663
"Boise Cascade International Falls","MN",136230,1600,940
"Boise Cascade Pulp & Paper Mill","AL",165608,1341,485
"Bonanza","UT",3371175,1124,7163
"Bonanza BioEnergy LLC","KS",63859,0,139
"Boomer Lake Station","OK",188,0,1
"Borger Plant","TX",28132,9,291
"Bos Dairy, LLC","IN","--",0,213
"Bosque County Peaking","TX",1407928,7,209
"Bostic Delivery No 2","NC","--",0,0
"Bottle Rock Power","CA",1872,"--","--"
"Boulder Park","WA",12896,0,298
"Boulevard","GA",71,0,0
"Bountiful City","UT",20629,0,62
"Bowater Newsprint Calhoun Operation","TN",82056,2233,30
"Bowen","GA",11013135,2938,5214
"Bowline Point","NY",716200,16,869
"Bowling Green","OH",117,0,2
"Bowling Green Generating Station","OH",1013,0,0
"Bowling Green Peaking","OH",197,0,0
"Bradley Energy Center","CT",12899,0,296
"Bradley Gas Recovery","CA","--",0,176
"Brady","NV",1446,"--","--"
"Brame Energy Center","LA",7320864,10270,4193
"Brandon Shores","MD",5106991,2604,2291
"Brandon Station","TX",81837,0,217
"Brandy Branch","FL",1276923,7,104
"Brandywine Power Facility","MD",415017,2,105
"Branford","CT",209,0,1
"Brayton Point","MA",3418379,6900,2100
"Brea Expansion Plant","CA","--",1,235
"Breese","IL",234,0,4
"Bremo Bluff","VA",498370,3289,827
"Brentwood","NY",41987,0,4
"Brickyard Energy Partners LLC","IL","--",0,211
"Bridge Street 1 & 2","CT",477,1,10
"Bridgeport Energy Project","CT",1143870,6,159
"Bridgeport Gas Processing Plant","TX",40645,0,971
"Bridgeport Station","CT",753347,709,452
"Bridgewater Dairy Anaerobic Digester","OH","--",0,148
"Bridgewater Power LP","NH",137,30,266
"Bristol Myers Squibb Lawrenceville","NJ",35480,0,97
"Bristol Myers Squibb New Brunswick","NJ",40320,0,110
"Bristol Myers Squibb Wallingford","CT",20404,0,56
"Broad Mountain","PA","--",1,138
"Broad River Energy Center","SC",227548,1,77
"Broadridge Cogen","CA",8285,0,196
"Broadway (CA)","CA",26850,0,6
"Broadway (IN)","IN",4449,0,5
"Broken Bow","NE",84,0,2
"Bronx Zoo","NY",14971,0,322
"Brooklyn","IA",3,0,0
"Brooklyn City North Plant","IA",5,0,0
"Brooklyn Navy Yard Cogeneration","NY",1116356,7,176
"Brookside Newark","DE",7702,0,0
"Broshco Fabricated Products","OH",26896,0,81
"Brown Station Road Plant I","MD","--",0,344
"Brown Station Road Plant II","MD","--",0,602
"Brownsville Peaking Power","TN",49160,0,29
"Brunner Island","PA",6306109,11046,11072
"Brunot Island","PA",16135,0,6
"Brunswick","NV",18,0,0
"Brunswick Cellulose","GA",76703,5375,1647
"Brunswick Landfill Gas","VA",1178,2,373
"Brush Generation Facility","CO",63012,0,28
"Bryan (OH)","OH",901,0,3
"Bryan (TX)","TX",265,0,1
"Bryan Peaking","OH",230,0,5
"Bryon Center","MI","--",0,223
"Buchanan Generation LLC","VA",6294,0,4
"Buck","NC",1699127,514,200
"Buckeye Florida LP","FL",76204,7188,2483
"Bucknell University","PA",29032,0,67
"Bucksport Generation LLC","ME",792730,4,199
"Buena Vista Biomass Power","CA",1911,16,144
"Bull Run","TN",852203,190,392
"Bunge North America East LLC","IN",33497,0,80
"Bunge Oil","IL",11954,0,33
"Buras","LA",95,0,0
"Burgess BioPower","NH",1408,5,6
"Burlingame","KS",84,0,2
"Burlington (CO)","CO",2808,5,16
"Burlington (IA)","IA",1227583,3575,787
"Burlington (KS)","KS",62,0,1
"Burlington GT","VT",298,1,2
"Burney Forest Products","CA",7336,31,45
"Burwell","NE",28,0,1
"Bushnell","IL",130,0,3
"Butler Municipal Power Plant","MO",66,0,1
"Butler-Warner Generation Plant","NC",3032,4,6
"Buxton","NC",397,1,8
"C D McIntosh Jr","FL",2112507,5253,1673
"C P Kelco San Diego Plant","CA",56832,0,157
"C R Huntley Generating Station","NY",1136756,2920,774
"C R Wing Cogen Plant","TX",71290,0,88
"C W Burdick","NE",2997,0,2
"C&H Sugar Plant","CA","--",0,0
"CBS Studio Center","CA",1925,0,0
"CC Perry K","IN",465116,0,872
"CCCSD Wastewater Treatment Plnt","CA",15698,0,43
"CCSU Co-Gen-STBY Gen","CT",18,0,0
"CCSU Fuel Cell Project","CT",4376,0,0
"CE Leathers","CA",8288,"--","--"
"CE Turbo LLC","CA",1485,"--","--"
"CF Industries Yazoo City Complex","MS",100601,0,256
"CFB Power Plant","TX",972172,2860,226
"CH Resources Beaver Falls","NY",3190,0,1
"CH Resources Syracuse","NY",6960,0,9
"CID Gas Recovery","IL","--",0,46
"CII Carbon LLC","LA",174390,4184,561
"CIP II/AR Bridgewater Holdings - NJCOE","NJ",14936,0,44
"CITGO Refinery Powerhouse","LA",819805,4,1962
"CJTS Energy Center","CT",2060,0,0
"CNN Center","GA",105,0,2
"CP Crane Power, LLC","MD",716468,2695,1694
"CPI USA NC Roxboro","NC",170734,1323,349
"CPI USA NC Southport","NC",359175,3008,757
"CSL Behring LLC","IL",25341,0,70
"CSL Gas Recovery","FL","--",1,70
"CSU East Bay","CA",3942,0,0
"CSU Northridge Plant","CA",30497,0,0
"CSUCI Site Authority","CA",97425,0,225
"CSUF Trigeneration","CA",17069,0,47
"CT Resource Rec Authority Facility","CT",291450,20,1478
"Cadillac Renewable Energy","MI","--",65,193
"Caithness Long Island Energy Center","NY",932336,5,52
"CalPeak Power Border Peaker Plant","CA",5135,0,0
"CalPeak Power Enterprise Peaker Plant","CA",7218,0,1
"CalPeak Power Panoche Peaker Plant","CA",4554,0,0
"CalPeak Power Vaca Dixon Peaker Plant","CA",4069,0,0
"Calabasas Gas to Energy Facility","CA","--",1,138
"Calcasieu","LA",214359,1,171
"Caledonia","MS",1267626,6,119
"Calhoun Energy Center","AL",3601,0,1
"California Dairy Energy I LLC","CA","--",0,164
"California Institute of Technology","CA",44316,0,103
"California State University San Bernardi","CA",2428,0,0
"Calistoga Power Plant","CA",12098,"--","--"
"Caltech Central","CA",635,0,0
"Calumet Energy Team LLC","IL",34589,0,26
"Calvert City","KY",203726,1,48
"Cambria Cogen","PA",424876,2320,950
"Cambridge","NE",45,0,1
"Cambridge CT","MN",51738,0,32
"Camden Plant Holdings LLC","NJ",140916,1,49
"Camden Resource Recovery Facility","NJ",149616,2,448
"Camden South Carolina","SC",5282,24,9
"Campbell Industrial Park","HI","--",262,210
"Cana Gas Processing Plant","OK",306,1,6
"Canaday","NE",1420,0,4
"Canadys Steam","SC",757560,7066,1160
"Canal","MA",75045,42,48
"Cane Island","FL",1260734,6,86
"Cane Run","KY",2630451,5686,4186
"Cannon Falls Energy Center","MN",74117,0,101
"Canton North Carolina","NC",921552,9132,1106
"Canyon Power Plant","CA",57223,0,4
"Cape Canaveral","FL",1657419,9,151
"Cape Fear","NC",756,3,8
"Cape Gas Turbine","ME",713,1,4
"Capitol District Energy Center","CT",15243,0,12
"Carbon","UT",1247285,6987,2794
"Carbon Limestone","OH","--",1,2029
"Cardinal","OH",10325733,9687,3193
"Cardinal Cogen","CA",203741,1,546
"Cargill B6 Biofactory","ID","--",0,206
"Cargill Corn Milling Division","IA",509810,1590,571
"Cargill Corn Wet Milling Plant","TN",28506,182,2
"Cargill Dry Creek Biofactory","ID","--",0,355
"Cargill Salt","MI",58624,269,132
"Cargill Salt Hersey","MI",5917,0,14
"Carl Bailey","AR",8464,10,14
"Carleton College","MN",28,0,1
"Carlls Corner","NJ",17394,0,173
"Carlsbad","NM",428,0,1
"Carlyle","IL",178,0,4
"Carmi","IL",114,0,2
"Caro","MI",47,0,1
"Carr Street Generating Station","NY",19424,0,5
"Carrollton","MO",108,0,2
"Carson Cogeneration","CA",129682,1,11
"Carson Ice-Gen Project","CA",189299,1,14
"Carthage","MO",698,1,18
"Carthage Energy LLC","NY",1615,0,1
"Carville Energy LLC","LA",1047529,5,289
"Cascade","IA",13,0,0
"Cascade Creek","MN",4888,0,3
"Casey City of","IL",31,0,1
"Cashton","WI",5,0,0
"Cass County","NE",51549,0,28
"Castleton Energy Center","NY",51131,1,32
"Catawba River Pollution Control","NC",78,0,2
"Caterpillar","IN",16973,1,394
"Catskill Mts Energy Corporation","NY","--",0,0
"Cayuga","IN",5353264,4198,8803
"Cayuga Operating Company","NY",850354,2408,1273
"Cecil Lynch","AR",2,0,0
"Cedar Bay Generating Company LP","FL",1117563,628,958
"Cedar Bayou","TX",743851,3,281
"Cedar Bayou 4","TX",424288,2,44
"Cedar Hills","WA",1200,2,249
"Cedar Station","NJ",10923,2,115
"Celanese Acetate LLC","VA",931655,6021,245
"Cellu Tissue","CT",6175,0,142
"Centennial","AK",50,0,1
"Centennial Generating Station","MN",32,0,1
"Center Peaker","CA",9604,0,1
"Centerville","IA",1197,4,10
"Central District Wastewater Treat Plant","FL","--",0,369
"Central Energy Facility","SC",3635,0,10
"Central Energy Plant","FL",159366,1,375
"Central Energy Plant USU","UT",26918,0,73
"Central Michigan University","MI",21107,0,58
"Central Plant","SC",8,0,0
"Central Utilities Plant LAX","CA",19466,0,53
"Central Utility Plant","TX",15136,1,349
"Central Utility Plant - Texas A&M","TX",131883,2,283
"Central Utility Plant Cincinnati","OH",97791,0,213
"Central Utility Plant at White Oak","MD",44620,1,203
"Century Generating Facility","CA",1451,0,4
"CenturyLink Regional HQ","NC",18,0,0
"Ceredo Generating Station","WV",26332,0,6
"Chaffee Gas Recovery","NY","--",0,614
"Chalk Cliff Limited","CA",71175,0,192
"Chalk Point LLC","MD",2774713,4064,2933
"Chalmette Refining LLC","LA","--",0,18
"Chambers Cogeneration LP","NJ",1140921,844,817
"Chambersburg","PA",21692,0,16
"Channel Energy Center LLC","TX",1184405,10,131
"Channelview Cogeneration Plant","TX",3268105,16,293
"Chanute 2","KS",871,0,4
"Chanute 3","KS",908,0,20
"Chappell","NE",21,0,0
"Charles City","VA",991,2,318
"Charles P Keller","NY",1449,1,30
"Charles R Lowman","AL",1796354,3532,3809
"Charter Dura-Bar","IL",1436,0,33
"Chatham","MI",29,0,0
"Chattahoochee Energy Facility","GA",1040645,5,96
"Chautauqua LFGTE Facility","NY","--",0,518
"Chehalis Generating Facility","WA",658704,4,70
"Cherokee","CO",2797861,2344,4692
"Cherokee County Cogen","SC",226058,1,44
"Cherry Street","MA",598,1,13
"Cherryville City Hall","NC",59,0,1
"Chesapeake","VA",1544178,12015,984
"Chester Generating Station","PA",1025,2,6
"Chester Operations","PA",514660,9557,148
"Chesterfield","VA",6825203,1785,2292
"Chesterfield Landfill Gas","VA",929,2,289
"Chestnut Ridge Gas Recovery","TN","--",0,388
"Cheswick Power Plant","PA",2795228,1530,4837
"Chevron Oil","MS",623633,8,173
"Childrens Hospital","CA",738,0,3
"Chillicothe","MO",502,1,4
"Chino Mines","NM",2191,0,5
"Choctaw County","MS",543066,3,60
"Cholla","AZ",6840589,4595,7846
"Chouteau","OK",1034292,5,125
"Chowchilla II","CA",13518,0,311
"Christiana","DE",188,1,0
"Chuck Lenzie Generating Station","NV",2502132,13,214
"Chula Vista Energy Center","CA",484,0,2
"Church Street Plant","VA",76,0,2
"Cimarron River","KS",78082,0,178
"Cinnamon Bay Edgeboro Landfill","NJ","--",0,611
"City Light & Water","NE",5,0,0
"City West Diesel Plant","SC",240,0,5
"City of Palo Alto","CA",12,0,0
"CityCenter Central Plant Cogen Units","NV",40562,0,103
"Civic Center","CA",94268,0,213
"Clairton Works","PA",14240,4,203
"Clark (NVE)","NV",327445,0,20
"Clark (SD)","SD",20,0,0
"Clark University","MA",5584,0,132
"Clark-Floyd Landfill Gas Generating","IN","--",0,170
"Claude Vandyke","MI",2167,0,5
"Clay Boswell","MN",7945684,4730,4565
"Clay Center","KS",444,0,10
"Clear Lake Cogeneration Ltd","TX",243867,1,169
"Clearwater Paper APP CB","AR",151438,1563,690
"Clearwater Paper IPP Lewiston","ID",74444,3184,1022
"Clearwater Power Plant","CA",10425,0,24
"Cleary Flood","MA",52646,72,70
"Cleveland Cnty Generating Facility","NC",155930,3,42
"Cleveland Peaking","OH",19,0,0
"Clewiston Sugar House","FL",4912,82,1120
"Clifton","KS",11444,0,32
"Clifty Creek","IN",5728261,17747,10743
"Clinch River","VA",974047,3623,925
"Clinton","MI",3,0,0
"Clinton LFGTE Facility","NY","--",0,564
