"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2015&tab=annual_emissions&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Mon Nov 25 2019 17:18:11 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Allenwood","PA","--",0,291
"Alliance Refinery","LA","--",0,3
"Alliant SBD 8501 Aegon LI","IA",15,0,0
"Alliant SBD 8602 Marion Sub","IA",24,0,0
"Alliant SBD 9106 Rockwell CR","IA",211,0,4
"Alliant SBD 9107 JBS USA","IA",141,0,3
"Alliant SBD 9201 Norplex","IA",45,0,1
"Alliant SBD 9203 Profol","IA",256,0,5
"Alliant SBD 9205 A Y McDonald","IA",27,0,1
"Alliant SBD 9206 Donaldson","IA",5,0,0
"Alliant SBD 9301 Prairie Farms","IA",22,0,0
"Alliant SBD 9302 Aegon NP","IA",4,0,0
"Alliant SBD 9403 Aegon DC","IA",13,0,0
"Alliant SBD 9502 Eaton","IA",182,0,4
"Alliant SBD 9901 Wells Fargo","IA",2,0,0
"Alliant SBD0201 Ingredion","IA",28,0,1
"Alliant SBG 9802 Toyota","IA",4,0,0
"Almond Power Plant","CA",112599,1,9
"Alpena Cement Plant","MI",912406,7360,572
"Alpha Ridge LFG","MD","--",0,53
"Alsey","IL",8978,0,11
"AltaGas Pomona Energy Inc.","CA",53734,0,145
"AltaGas Ripon Energy Inc.","CA",24547,0,66
"Altamont","IL",60,0,1
"Altamont Gas Recovery","CA","--",0,210
"Altavista Power Station","VA",337,10,197
"Amalgamated Sugar LLC Nampa","ID",75248,412,176
"Amalgamated Sugar Twin Falls","ID",199718,650,474
"Amazon San Bernardino","CA",3067,0,0
"Ambler","AK",919,2,19
"Amelia","VA",2357,4,497
"Ameresco Butte County","CA","--",0,166
"Ameresco Chicopee Energy","MA","--",0,582
"Ameresco Chiquita Canyon","CA","--",0,89
"Ameresco Dallas LLC","TX","--",0,262
"Ameresco Delaware Central","DE","--",0,398
"Ameresco Delaware South","DE","--",0,391
"Ameresco Forward","CA","--",0,353
"Ameresco Janesville","WI","--",0,185
"Ameresco Jefferson City","MO","--",0,269
"Ameresco Johnson Canyon","CA","--",0,120
"Ameresco Keller Canyon","CA","--",0,286
"Ameresco Ox Mountain","CA","--",0,950
"Ameresco San Joaquin","CA","--",0,297
"Ameresco Santa Cruz Energy","CA","--",0,279
"Ameresco Stafford","VA","--",0,108
"Ameresco Vasco Road","CA","--",0,356
"American Crystal Sugar Crookston","MN",172191,521,315
"American Crystal Sugar Drayton","ND",178373,540,326
"American Crystal Sugar East Grand Forks","MN",341491,1033,624
"American Crystal Sugar Hillsboro","ND",192805,583,352
"American Crystal Sugar Moorhead","MN",157713,477,288
"American Eagle Paper Mills","PA",160660,1789,380
"American Gypsum Cogeneration","CO",17847,0,47
"Ames Electric Services Power Plant","IA",279967,533,498
"Ames GT","IA",261,0,0
"Amherst College Co Gen","MA",12608,7,34
"Ampersand Chowchilla Biomass LLC","CA",70,0,14
"Anadarko","OH",74,0,1
"Anadarko Plant","OK",457943,0,130
"Anaheim GT","CA",28397,0,6
"Anchorage 1","AK",30564,0,85
"Anderson","IN",7229,0,5
"Anderson Erickson","IA",7,0,0
"Anderson Power Products Division","MA",23,0,0
"Anderson Regional Landfill","SC","--",0,113
"Androscoggin Energy Center","ME",233141,5,43
"Androscoggin Mill","ME",57046,2483,943
"Angoon","AK",1289,2,26
"Angus Anson","SD",69647,0,31
"Anheuser-Busch Jacksonville","FL",46670,0,125
"Anheuser-Busch St Louis","MO",136886,1261,349
"Aniak","AK",1981,4,42
"Animas","NM",28423,0,68
"Anita","IA",17,0,0
"Ansley","NE",3,0,0
"Anson Abenaki Hydros","ME",240321,4,553
"Anson County Generation Facility","NC",96177,1,74
"Antelope Station","TX",74323,0,5
"Antelope Valley","ND",7305441,11819,8515
"Anthony","KS",510,0,12
"Apache Station","AZ",2028008,2324,4091
"Apex Generating Station","NV",995831,5,85
"Apple Data Center - Fuel Cell 1&2","NC","--",0,0
"Arapahoe Combustion Turbine Project","CO",57769,0,19
"Arcadia Electric","WI",338,0,7
"Arcanum","OH",12,0,0
"Arcanum Peaking","OH",46,0,1
"ArcelorMittal Burns Harbor","IN",143252,37,1918
"ArcelorMittal Indiana Harbor West","IN",157164,20,764
"ArcelorMittal Warren","OH",37558,1,63
"Arcelormittal Cleveland Inc","OH",35549,15,28
"Archbald Power Station","PA",28493,0,16
"Archer Daniels Midland Cedar Rapids","IA",2336474,266,1615
"Archer Daniels Midland Clinton","IA",1720490,37,1299
"Archer Daniels Midland Columbus","NE",939014,247,325
"Archer Daniels Midland Decatur","IL",3735864,8865,1839
"Archer Daniels Midland Des Moines","IA",135272,265,267
"Archer Daniels Midland Lincoln","NE",148172,290,292
"Archer Daniels Midland Mankato","MN",111226,218,219
"Archer Daniels Midland Peoria","IL",155680,1,13
"Archer Daniels Midland Southport","NC",4232,4,18
"Argus Cogen Plant","CA",1388939,316,813
"Argyle","WI",7,0,0
"Arizona State University CHP","AZ",26190,0,61
"Arkalon Ethanol LLC","KS",41177,0,90
"Arlington Valley Energy Facility","AZ",718407,3,49
"Armstrong","PA",668886,4,171
"Arsenal Hill","LA",18952,7,145
"Arthur Kill Generating Station","NY",627474,3,373
"Arthur Von Rosenberg","TX",1041030,5,361
"Arvada","WY",116,0,0
"Arvah B Hopkins","FL",635713,3,241
"Asbury","MO",1096381,1029,1131
"Ascend Performance Materials Texas Inc.","TX",219832,1,394
"Ascutney","VT",160,0,1
"Ashdown","AR",426128,5333,2398
"Asheville","NC",1680565,971,791
"Ashland","KS",8,0,0
"Ashtabula","OH",147407,0,339
"Aspen Biomass Power Plant","TX","--",1,2
"Astoria Energy","NY",1383425,21,158
"Astoria Gas Turbines","NY",30491,5,143
"Astoria Generating Station","NY",604962,66,327
"Atascosita","TX","--",0,840
"Athens Regional Medical Center","GA",62,0,1
"Atlanta Gift Mart LP","GA",3,0,0
"Atlantic","IA",85,0,0
"Attala","MS",1243214,6,99
"Auburn","NE",121,0,2
"Auburn LFG Energy Facility","NY","--",0,89
"Auburn State Street","NY",879,0,2
"Auburndale Peaker Energy Center","FL",31706,0,24
"Augusta Electric Plant No 1","KS","--",0,0
"Augusta Electric Plant No 2","KS",225,0,5
"Auke Bay","AK",226,0,1
"Aurora","IL",29950,0,12
"Aurora Energy LLC Chena","AK",333650,535,759
"Austin Gas Recovery","TX","--",0,567
"Avenue A Generator Sets","IL",42,0,1
"Avon Lake","OH",2504045,45218,5045
"Avon Park","FL",6217,4,16
"Axiall Natrium Plant","WV",864383,6317,1802
"Axiall Plaquemine","LA",1046772,6,3233
"B Braun Medical","CA",34380,0,94
"B C Cobb","MI",1820555,8528,2064
"B L England","NJ",153467,226,289
"BASF Freeport Works","TX",422719,2,1141
"BC Landfill Energy LLC","NJ","--",0,502
"BJ Gas Recovery","GA","--",0,117
"BMW Manufacturing Co","SC","--",0,101
"BP Naperville Cogeneration Facility","IL",46418,0,127
"BYUI Central Energy Facility","ID",9689,0,26
"Back River Waste Water Treatment","MD","--",0,137
"Backus Microgrid Project","CT",1168,2,23
"Baconton Power Plant","GA",7376,0,7
"Badger Creek Limited","CA",61316,0,165
"Bailly","IN",1547314,467,973
"Baldwin City Plant No 1","KS",43,0,1
"Baldwin City Plant No 2","KS",108,0,3
"Baldwin Energy Complex","IL",10275088,3774,3854
"Bancroft","IA",6,0,0
"Bannock County LFG to Energy","ID","--",0,91
"Baptist Medical Center","FL",13947,0,37
"Barber Creek","WY",45,0,0
"Barney M Davis","TX",712205,4,122
"Barre","MA","--",0,80
"Barre Peaker","CA",17838,0,2
"Barrow","AK",40195,0,113
"Barry","AL",6870399,7882,5137
"Basin Creek Plant","MT",31333,0,726
"Bassett Medical Center","NY",52,0,1
"Bastrop Energy Center","TX",1404842,6,342
"Batavia Power Plant","NY",16929,0,16
"Batesville Generation Facility","MS",1462960,8,332
"Battle Creek Mill","MI",59738,0,137
"Bavarian LFGTE","KY","--",0,308
"Bay County Waste to Energy","FL",52963,27,272
"Bay Front","WI",23675,81,288
"Bay View Backup Power Facility","OH",165,0,99
"Bayer CropScience Institute Plant","WV",181253,1075,224
"Bayonne Energy Center","NJ",522808,3,36
"Bayonne Plant Holding LLC","NJ",191670,1,56
"Bayou Cogen Plant","TX",1311122,5,221
"Bayou Cove Peaking Power","LA",72543,0,15
"Bayswater Peaking Facility LLC","NY",130224,1,13
"Baytown","TX","--",0,265
"Baytown Energy Center","TX",1776063,8,150
"Bayview","VA",3325,6,68
"Bayville Central Facility","NJ",367,0,103
"Bayway Refinery","NJ","--",0,0
"Bear Canyon Power Plant","CA",455,"--","--"
"Bear Garden","VA",1315258,7,91
"Bear Mountain Limited","CA",69009,0,186
"Bear Valley Power Plant","CA",402,0,9
"Beatrice","NE",83667,0,10
"Beaver City","NE",1,0,0
"Beaver Creek Gas Plant","WY",17066,0,48
"Beaver Island","MI",146,0,3
"Beecher Gas Recovery","IL","--",0,29
"Belews Creek","NC",10738138,6164,6452
"Belle Haven Diesel Generation Facility","VA",194,0,4
"Belle River","MI",7353795,21466,7509
"Bellefontaine Gas Producers LLC","OH","--",0,544
"Belleville","KS",202,0,4
"Bellevue","IA",22,0,0
"Bellingham Cogeneration Facility","MA",513677,2,326
"Beloit","KS",84,0,3
"Ben French","SD",2992,0,9
"Benndale","MS",127,0,0
"Bennett Mountain","ID",87343,0,56
"Benson City of","MN",58,0,1
"Benson Power Biomass Plant","MN",1432,27,345
"Beowawe Power","NV",2645,"--","--"
"Bergen Generating Station","NJ",2431179,15,431
"Berkeley County Landfill","SC","--",0,76
"Berkshire Power","MA",442097,2,42
"Berlin","MD",193,0,4
"Berlin 5","VT",925,2,5
"Berlin Landfill Gas","WI","--",0,246
"Bernice Lake","AK",912,0,3
"Berry Cogen","CA",208081,1,559
"Berry Cogen Tanne Hills 18","CA",90325,0,243
"Berry Placerita Cogen","CA",190889,1,516
"Bethel","AK",29373,52,605
"Bethlehem Energy Center","NY",1934161,10,111
"Bethlehem Power Plant","PA",2319514,31,115
"Bethlehem Renewable Energy LLC","PA","--",0,36
"Bethpage Power Plant","NY",415710,1,175
"Bi-County Gas Producers","TN","--",0,126
"Big Brown","TX",8286548,45213,4827
"Big Cajun 1","LA",35010,0,29
"Big Cajun 2","LA",7181463,16619,4615
"Big Sand Draw Plant","WY",4914,0,117
"Big Sandy","KY",2749910,19824,3467
"Big Sandy Peaker Plant","WV",89912,0,130
"Big Sky Dairy Digester","ID","--",0,222
"Big Stone","SD",1584188,4358,2855
"Binghamton Cogen","NY",17649,0,21
"BioTown Ag","IN","--",0,722
"Biola University","CA",7854,0,179
"Biomass One LP","OR","--",21,188
"Biomass to Energy Facility, Kauai","HI",254,0,5
"Biotech LS 0836","WA",5,0,0
"Birchwood Power","VA",562579,241,245
"Bird City","KS",19,0,0
"Biron Mill","WI",434119,5875,1077
"Black Dog","MN",743082,918,1527
"Black Hawk Station","TX",1023741,69,453
"Black Mountain Generating Station","AZ",25907,1,20
"Black Oak Power Producers","MO","--",0,135
"Blackburn Landfill Co-Generation","NC","--",0,313
"Blacksand Generating Facility","CA","--",0,57
"Blewett","NC",1408,10,23
"Block Island","RI",9328,16,192
"Bloomfield","IA",51,0,1
"Blooming Prairie","MN",119,0,2
"Bloomington Power Plant","UT",37,0,1
"Blossburg","PA",5343,0,15
"Blount Street","WI",40093,0,71
"Blue Earth","MN",21,0,0
"Blue Lake","MN",43483,0,23
"Blue Lake Power LLC","CA",64,5,30
"Blue Mountain Biogas","UT","--",0,214
"Blue Ridge Generating","KY","--",0,84
"Blue Ridge Landfill","PA","--",0,591
"Blue Spruce Energy Center","CO",242706,1,74
"Blue Valley","MO",123834,208,19
"Blue Water Renewables Inc","MI","--",0,248
"Bluebonnet","TX","--",0,74
"Bluegrass Generating Station","KY",45130,0,23
"Bluffview","NM",146507,1,45
"Blundell","UT",6832,"--","--"
"Boardman","OR",2351952,4147,2264
"Boise Cascade International Falls","MN",99158,1538,730
"Boise Cascade Pulp & Paper Mill","AL",161686,1339,383
"Bonanza","UT",3270848,1158,6203
"Bonanza BioEnergy LLC","KS",50554,0,110
"Boomer Lake Station","OK",968,0,1
"Borger Plant","TX",7522,9,255
"Bos Dairy, LLC","IN","--",0,217
"Bosque County Peaking","TX",1745624,9,244
"Bostic Delivery No 2","NC",2,0,0
"Bottle Rock Power","CA",454,"--","--"
"Boulder Park","WA",10879,0,252
"Boulevard","GA",357,1,2
"Bountiful City","UT",7607,0,22
"Bowater Newsprint Calhoun Operation","TN",183628,2330,57
"Bowen","GA",11863231,7352,5007
"Bowline Point","NY",852204,138,798
"Bowling Green","OH",24,0,0
"Bowling Green Generating Station","OH",468,0,0
"Bowling Green Peaking","OH",597,0,1
"Boydton Plank Road Cogen Plant","VA",189,0,4
"Bradley Energy Center","CT",12062,0,277
"Brady","NV",1385,"--","--"
"Brame Energy Center","LA",5573652,5163,2583
"Brandon Shores","MD",5198014,2678,1879
"Brandon Station","TX",5634,0,15
"Brandy Branch","FL",1531577,7,122
"Brandywine Power Facility","MD",559462,4,129
"Branford","CT",171,0,1
"Brayton Point","MA",2316861,1312,1240
"Brea Expansion Plant","CA","--",1,145
"Breese","IL",241,0,4
"Bremo Bluff","VA",124796,1,137
"Brent Run Generating Station","MI","--",0,520
"Brentwood","NY",32138,0,3
"Brevig Mission","AK",782,1,16
"Brickyard Energy Partners LLC","IL","--",0,35
"Bridge Street 1 & 2","CT",63,0,1
"Bridgeport Fuel Cell Park","CT",47085,0,0
"Bridgeport Gas Processing Plant","TX",31564,0,754
"Bridgeport Station","CT",641606,642,404
"Bridgewater Dairy Anaerobic Digester","OH","--",0,48
"Bridgewater Power LP","NH",152,30,33
"Bristol Myers Squibb Lawrenceville","NJ",33458,2,94
"Bristol Myers Squibb New Brunswick","NJ",58715,3,165
"Bristol Myers Squibb Wallingford","CT",22018,0,60
"Bristol Plant","VA",5,0,0
"Broad Mountain","PA","--",0,116
"Broad River Energy Center","SC",398231,2,121
"Broadridge Cogen","CA",7155,0,169
"Broadway (CA)","CA",13585,0,3
"Broadway (IN)","IN",8336,0,14
"Broken Bow","NE",102,0,3
"Bronx Zoo","NY",15321,0,330
"Brooklyn","IA",5,0,0
"Brooklyn City North Plant","IA",4,0,0
"Brooklyn Navy Yard Cogeneration","NY",1026041,22,77
"Brookside Newark","DE",9091,0,0
"Broshco Fabricated Products","OH",1315,0,4
"Brown Station Road Plant I","MD","--",0,28
"Brown Station Road Plant II","MD","--",0,391
"Brownsville Peaking Power","TN",147733,1,88
"Brunner Island","PA",4676586,7479,7533
"Brunot Island","PA",58103,0,12
"Brunswick Cellulose","GA",79143,5473,1492
"Brunswick Landfill Gas","VA",3080,5,673
"Brush Generation Facility","CO",22402,0,6
"Bryan (OH)","OH",1217,1,4
"Bryan Peaking","OH",318,1,6
"Bryon Center","MI","--",0,265
"Buchanan Generation LLC","VA",42363,0,28
"Buck","NC",1870916,9,133
"Buckeye Florida LP","FL",105104,6950,2401
"Bucknell University","PA",25813,0,59
"Bucksport Generation LLC","ME",45605,0,23
"Buena Vista Biomass Power","CA",3945,17,76
"Bull Run","TN",2187843,391,922
"Bull Street Plant","SC",22,0,0
"Bunge North America East LLC","IN",2790,0,7
"Bunge Oil","IL",18333,0,51
"Buras","LA",6420,0,18
"Burgess BioPower","NH","--",14,192
"Burlingame","KS",6,0,0
"Burlington (CO)","CO",1559,3,9
"Burlington (IA)","IA",1109353,3044,778
"Burlington (KS)","KS",80,0,2
"Burlington GT","VT",369,1,2
"Burney Forest Products","CA",8358,28,42
"Burnside Alumina Plant","LA",147833,1,341
"Burwell","NE",16,0,0
"Bushnell","IL",84,0,2
"Butler Municipal Power Plant","MO",93,0,2
"Buxton","NC",1160,2,23
"C D McIntosh Jr","FL",2245875,2000,1537
"C P Kelco San Diego Plant","CA",73813,0,199
"C R Huntley Generating Station","NY",453709,1051,228
"C R Wing Cogen Plant","TX",87614,0,105
"C W Burdick","NE",1232,0,2
"C&H Sugar Plant","CA","--",0,0
"CBS Studio Center","CA",4371,0,0
"CC Perry K","IN",219672,1,299
"CCCSD Wastewater Treatment Plnt","CA",19,0,0
"CCSU Co-Gen-STBY Gen","CT",3759,0,81
"CCSU Fuel Cell Project","CT",3831,0,0
"CE Leathers","CA",9148,"--","--"
"CE Turbo LLC","CA",2029,"--","--"
"CF Industries Yazoo City Complex","MS",100226,0,255
"CFB Power Plant","TX",435176,0,208
"CH Resources Beaver Falls","NY",1567,0,0
"CH Resources Syracuse","NY",12361,0,8
"CID Gas Recovery","IL","--",0,44
"CII Methane Management III LFG Plant","GA","--",0,93
"CII Methane Management IV, LLC","NC","--",0,123
"CIP II/AR Bridgewater Holdings - NJCOE","NJ",24250,1,73
"CITGO Refinery Powerhouse","LA",803067,4,946
"CJTS Energy Center","CT",1471,0,0
"CNN Center","GA",174,0,3
"COC Surry LFG, LLC","NC","--",0,80
"CP Crane Power, LLC","MD",484696,1202,970
"CPI USA NC Roxboro","NC",176621,1820,371
"CPI USA NC Southport","NC",453922,4331,793
"CSL Behring LLC","IL",25675,0,70
"CSL Gas Recovery","FL","--",1,66
"CSU East Bay","CA",4667,0,0
"CSU Northridge Plant","CA",3601,0,0
"CSUCI Site Authority","CA",76515,0,177
"CSUF Trigeneration","CA",17085,0,47
"CT Resource Rec Authority Facility","CT",275829,15,740
"Cadillac Renewable Energy","MI",33,52,162
"Caithness Long Island Energy Center","NY",795384,3,43
"CalPeak Power Border Peaker Plant","CA",7878,0,1
"CalPeak Power Enterprise Peaker Plant","CA",9557,0,1
"CalPeak Power Panoche Peaker Plant","CA",21509,0,2
"CalPeak Power Vaca Dixon Peaker Plant","CA",10509,0,1
"Calabasas Gas to Energy Facility","CA","--",1,127
"Calcasieu","LA",346402,2,255
"Caledonia","MS",1312046,7,125
"California Institute of Technology","CA",57921,0,133
"California State University San Bernardi","CA",3279,0,0
"Calistoga Power Plant","CA",12364,"--","--"
"Caltech Central","CA",2297,0,0
"Calumet Energy Team LLC","IL",40548,0,26
"Calvert City","KY",207012,1,54
"Cambria Cogen","PA",678065,2079,698
"Cambridge","NE",28,0,1
"Cambridge CT","MN",19685,0,10
"Camden Plant Holdings LLC","NJ",116065,1,27
"Camden Resource Recovery Facility","NJ",150450,43,469
"Camden South Carolina","SC",103834,187,108
"Campbell Industrial Park","HI","--",431,346
"Campbell Village","NE",0,0,0
"Cana Gas Processing Plant","OK",1211,2,24
"Canal","MA",225813,446,193
"Cane Island","FL",1468052,7,118
"Cane Run","KY",1733998,1644,1488
"Cannon Falls Energy Center","MN",40024,1,34
"Canton North Carolina","NC",1268951,8928,1108
"Canyon Power Plant","CA",52467,0,4
"Cape Canaveral","FL",2486607,13,160
"Cape Gas Turbine","ME",2733,5,15
"Capitol District Energy Center","CT",50449,0,32
"Carbon","UT",423230,2555,950
"Carbon Limestone","OH","--",1,2088
"Cardinal","OH",8149329,8666,3025
"Cardinal Cogen","CA",51731,0,117
"Cargill B6 Biofactory","ID","--",0,180
"Cargill Corn Milling Division","IA",470741,1417,518
"Cargill Corn Wet Milling Plant","TN",34342,118,41
"Cargill Dry Creek Biofactory","ID","--",0,169
"Cargill Salt","MI",8809,35,21
"Cargill Salt Hersey","MI",6135,0,14
"Carleton College","MN",48,0,1
"Carlls Corner","NJ",14487,1,143
"Carlsbad","NM",169,0,0
"Carlyle","IL",203,0,4
"Carmi","IL",107,0,2
"Caro","MI",86,0,2
"Carr Street Generating Station","NY",143323,1,33
"Carrollton","MO",518,0,12
"Carson Cogeneration","CA",18780,0,7
"Carson Ice-Gen Project","CA",202285,1,15
"Carthage","MO",672,0,18
"Carthage Energy LLC","NY",5367,0,5
"Carville Energy LLC","LA",1250987,6,337
"Cascade","IA",8,0,0
"Cascade Creek","MN",19992,0,48
"Casey City of","IL",37,0,1
"Cashton","WI",4,0,0
"Cass County","NE",12047,0,6
"Castleton Energy Center","NY",136631,1,73
"Catawba River Pollution Control","NC",47,0,1
"Caterpillar","IN",20951,1,477
"Cayuga","IN",4819326,1662,9533
"Cayuga Operating Company","NY",543739,1017,738
"Cedar Bay Generating Company LP","FL",600263,364,517
"Cedar Bayou","TX",1393378,7,589
"Cedar Bayou 4","TX",534943,3,60
"Cedar Hills","WA",1383,2,290
"Celanese Acetate LLC","VA",523113,767,695
"Cellu Tissue","CT",7090,0,163
"Centennial","AK",1327,2,26
"Centennial Generating Station","MN",24,0,0
"Center Peaker","CA",15403,0,1
"Centerville","IA",220,1,1
"Central District Wastewater Treat Plant","FL","--",0,364
"Central Energy Facility","SC",1129,0,3
"Central Energy Plant","FL",114177,1,266
"Central Energy Plant USU","UT",25703,0,68
"Central Michigan University","MI",30339,0,79
"Central Plant","SC",1,0,0
"Central Utilities Plant LAX 2","CA",6362,0,17
"Central Utility Plant","TX",29414,2,370
"Central Utility Plant - Texas A&M","TX",117722,0,242
"Central Utility Plant Cincinnati","OH",60587,0,128
"Central Utility Plant at White Oak","MD",107062,3,308
"Central Valley Ag Power","CA","--",0,21
"Century Generating Facility","CA",720,0,2
"CenturyLink Regional HQ","NC",4,0,0
"Ceredo Generating Station","WV",65527,0,16
"Chaffee Gas Recovery","NY","--",0,660
"Chalk Cliff Limited","CA",29982,0,81
"Chalk Point LLC","MD",1878656,1365,1913
"Chalmette Refining LLC","LA","--",0,21
"Chambers Cogeneration LP","NJ",1000510,1159,686
"Chambersburg","PA",46490,0,32
"Channel Energy Center LLC","TX",2051631,3,140
"Chanute 2","KS",10432,0,10
"Chanute 3","KS",209,0,5
"Chappell","NE",2,0,0
"Charles City","VA",3070,5,574
"Charles D. Lamb Energy Center","OK",23293,0,6
"Charles P Keller","NY",1021,1,21
"Charles R Lowman","AL",1744608,2274,2495
"Charter Dura-Bar","IL",3504,0,70
"Chatham","MI",38,0,0
"Chattahoochee Energy Facility","GA",1072894,6,96
"Chautauqua LFGTE Facility","NY","--",0,512
"Chehalis Generating Facility","WA",445485,1,39
"Cherokee","CO",2568271,2214,3850
"Cherokee County Cogen","SC",223134,1,51
"Cherry Street","MA",345,0,7
"Cherryville City Hall","NC",60,0,1
"Chesapeake","VA",508,1,3
"Chester Generating Station","PA",1224,2,7
"Chester Operations","PA",474618,9801,161
"Chesterfield Landfill Gas","VA",3058,5,620
"Chestnut Ridge Gas Recovery","TN","--",0,390
"Cheswick Power Plant","PA",1994080,1533,3170
"Chevak","AK",1307,2,27
"Chevron Oil","MS",653700,8,168
"Cheyenne Prairie Generating Station","WY",47758,0,7
"Chicago West Side Energy Center","IL",16554,0,46
"Childrens Hospital","CA",20875,0,59
"Chillicothe","MO",335,0,2
"Chino Mines","NM",704,0,1
"Choctaw County","MS",1345474,7,119
"Cholla","AZ",5784132,3250,6582
"Chouteau","OK",1441164,7,142
"Chowchilla II","CA",39798,0,923
"Christiana","DE",1448,2,3
"Chuck Lenzie Generating Station","NV",2770289,15,214
"Chula Vista Energy Center","CA",1050,0,4
"Church Street Plant","VA",171,0,3
"Cimarron River","KS",1059,0,1
"Cinnamon Bay Edgeboro Landfill","NJ",1305,0,529
"City Light & Water","NE",5,0,0
"City West Diesel Plant","SC",255,0,5
"City of Palo Alto","CA",16,0,0
"City of Tulare Water Facility","CA","--",0,5
"City of West Plains Power Station","MO",55,0,0
"CityCenter Central Plant Cogen Units","NV",40797,0,104
"Civic Center","CA",97179,0,219
"Clairton Works","PA",52171,3,171
"Clark (NVE)","NV",469420,1,38
"Clark (SD)","SD",5,0,0
"Clark University","MA",4259,0,101
"Clark-Floyd Landfill Gas Generating","IN","--",0,171
"Claude Vandyke","MI",728,0,1
"Clay Boswell","MN",7106283,3661,3523
"Clayville","NJ",1873,0,5
"Clean Fuel Dane Community Digester","WI","--",0,153
"Clear Lake Cogeneration Ltd","TX",270622,1,179
"Clearwater Paper APP CB","AR",134788,1503,636
"Clearwater Paper IPP Lewiston","ID",89059,3134,1050
"Clearwater Power Plant","CA",7278,0,17
"Cleary Flood","MA",97178,4,130
"Cleveland Cnty Generating Facility","NC",572604,3,156
"Cleveland Peaking","OH",275,0,6
"Clewiston Sugar House","FL",4041,83,920
"Clifton","KS",3877,0,5
"Clifty Creek","IN",5248428,4031,6128
"Clinch River","VA",462431,1868,727
"Clinton","MI",9,0,0
"Clinton LFGTE","IL","--",0,205
"Clinton LFGTE Facility","NY","--",0,488
"Clover","VA",5116796,1609,7632
"Coachella","CA",609,0,1
"Coal Creek","ND",9105250,14009,7789
"Coalinga 25D Cogen","CA",54408,0,146
"Coalinga Cogeneration","CA",205159,1,23
"Coalinga Cogeneration Facility","CA",42533,0,117
