"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2007&tab=annual_emissions&start=200101&end=201710&ctype=linechart&ltype=pin&maptype=0&rse=0&pin="
"Mon Nov 25 2019 16:56:37 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Commonwealth Chesapeake","VA",34893,9,32
"Concord","WI",128510,1,90
"Concord Cogen","CA",9021,0,213
"Conemaugh","PA",11462726,6154,18257
"Conesville","OH",10011051,103468,20146
"Conners Creek","MI",63509,0,65
"Connersville","IN",85,0,0
"Conroe","TX","--",0,92
"Consumer Operations LLC","WI",1093555,10880,3259
"Contra Costa","CA",81528,0,10
"Coolwater","CA",372148,2,318
"Coon Rapids II","IA",19,"--","--"
"Cooper","KY",1893437,17981,4118
"Coopersville","MI","--",0,713
"Cope","SC",2828900,2117,3725
"Copper","TX",13830,0,38
"Coralville GT","IA",804,0,2
"Cordova Energy","IL",259829,1,30
"Cornelius Delivery No 1","NC",7,"--","--"
"Cornell Dubilier","SC",27,0,1
"Cornell University Central Heat","NY",160708,2332,933
"Corning","IA",56,0,1
"Corona Energy Partners, Ltd","CA",155509,1,435
"Coronado","AZ",5834657,15314,12782
"Corpus Christi","TX",171453,1,528
"Corpus Christi Energy Center","TX",1227996,7,365
"Corpus Refinery","TX",192075,1,530
"Cos Cob","CT",1887,0,10
"Coso Energy Developers","CA",12700,"--","--"
"Coso Finance Partners","CA",16212,"--","--"
"Coso Power Developers","CA",15071,"--","--"
"Cosumnes","CA",1457227,7,63
"Cottonwood Energy Project","TX",1392681,7,225
"Coughlin Power Station","LA",721103,4,202
"Countyside Genco LLC","IL","--",0,544
"Covanta Alexandria/Arlington Energy","VA",148300,14,556
"Covanta Babylon Inc","NY",97475,9,367
"Covanta Bristol Energy","CT",87029,7,302
"Covanta Delano Energy","CA","--",3,100
"Covanta Delaware Valley","PA",459306,44,2593
"Covanta Essex Company","NJ",222114,21,846
"Covanta Fairfax Energy","VA",471507,42,1736
"Covanta Haverhill","MA",221608,19,890
"Covanta Hempstead","NY",391576,37,1534
"Covanta Hennepin Energy","MN",161029,14,671
"Covanta Indianapolis Energy","IN",56275,79,233
"Covanta Lake County Energy","FL",71755,7,277
"Covanta Marion Inc","OR",69164,7,276
"Covanta Mendota","CA","--",24,214
"Covanta Niagara I, LLC","NY",308464,33,0
"Covanta Plymouth Renewable Energy","PA",157706,16,520
"Covanta Southeastern Connecticut Company","CT",109937,10,428
"Covanta Stanislaus Energy","CA",103196,10,324
"Covanta Tulsa Renewable Energy LLC","OK",71260,6,254
"Covanta Wallingford Energy","CT",60501,6,201
"Covanta Warren Energy","NJ",59596,6,245
"Covington Facility","VA",1416137,4975,1100
"Cox Waste to Energy","KY","--",9,81
"Coyote","ND",3367045,11344,11083
"Coyote Springs","OR",580195,6,144
"Coyote Springs II","OR",605489,6,2085
"Craig (AK)","AK",30,0,1
"Craig (CO)","CO",9967393,3446,15763
"Craven County Wood Energy LP","NC","--",121,544
"Crawford","IL",2788538,8058,2020
"Crawfordsville Power Plant","IN",29336,369,70
"Creed Energy Center","CA",6980,0,1
"Crestwood Dothan","AL",607,1,11
"Crete","NE",1306,0,28
"Crete Energy Venture LLC","IL",10097,0,2
"Crisfield","MD",4719,8,25
"Crisp Plant","GA",1457,8,3
"Crist","FL",6361969,37359,5765
"Crockett Cogen Project","CA",425652,4,1301
"Cromby Generating Station","PA",848549,3127,1790
"Cross","SC",11103062,8338,5294
"Croswell","MI",82,0,2
"Crotched Mountain Rehabilitation Center","NH",259,0,5
"Croydon CT Generating Station","PA",8141,0,21
"Crystal Mountain","WA",259,0,5
"Crystal River","FL",13954026,83752,32613
"Cumberland (NJ)","NJ",30644,4,21
"Cumberland (TN)","TN",15833116,15510,29760
"Cumberland (WI)","WI",380,0,8
"Cunningham","NM",841116,4,1165
"Currant Creek","UT",1383082,7,87
"Curtis","NE",94,0,2
"Curtis H Stanton Energy Center","FL",1003329,3,117
"Cushing","OK",96,0,2
"Custer Energy Center","WI",384,0,1
"Cutler","FL",80556,0,69
"Cutrale Citrus Juices USA I","FL",13940,0,38
"Cutrale Citrus Juices USA II","FL",61610,0,167
"Cuyamaca Peak Energy Plant","CA",17729,0,2
"Cymric 31X Cogen","CA",53432,0,137
"Cymric 36W Cogen","CA",105850,0,272
"Cymric 6Z Cogen","CA",53784,0,138
"Cytec 1, 2 & 3","CT",342,1,7
"D B Wilson","KY",3452977,8618,5987
"D G Hunter","LA",273,0,1
"DFW Gas Recovery","TX","--",0,86
"DG Whitefield LLC","NH","--",21,31
"DSM Pharmaceuticals","NC",1402,1,14
"DTE Pontiac North LLC","MI",94911,8,71
"Dafter","MI",1112,2,22
"Dahlberg","GA",164361,3,449
"Dale","KY",1126041,7452,2436
"Dallman","IL",1897939,3142,4079
"Dan E Karn","MI",3817685,15889,4152
"Dan River","NC",1115659,6960,1404
"Danbury Diesel","WI",153,0,1
"Dansby","TX",195060,1,148
"Danskammer Generating Station","NY",2503818,11042,3468
"Danville Kentuck Road Plant","VA",23,0,0
"Danville New Design Plant","VA",17,"--","--"
"Danville Westover Plant","VA",25,0,0
"Darby Power, LLC","OH",56549,0,15
"Darbytown","VA",89968,0,90
"Darlington County","SC",137279,2,219
"Dartmouth College Heating Plant","NH",60101,308,108
"Dartmouth Power Associates LP","MA",53869,1,16
"Dave Johnston","WY",6324491,"--","--"
"Dave Johnston","WY","--",19374,12318
"Davenport Water Pollution Control Plant","IA",58,0,152
"David City","NE",445,1,9
"Dayton (IA)","IA",41,0,1
"Dayton (MI)","MI",67,0,1
"De Pere Energy Center","WI",43527,1,33
"DeBary","FL",103706,46,76
"DeCordova Steam Electric Station","TX",129946,0,107
"DeRidder Mill","LA",158659,2752,1140
"DeSoto County Plant","FL",14615,1,6
"Dean","MI",81963,0,21
"Dean Drive Area Electric Generators","VA",318,1,6
"Dean H Mitchell","IN",181,0,0
"Dearborn Industrial Generation","MI",733435,0,129
"Decatur Energy Center","AL",963420,6,104
"Decker Creek","TX",689749,4,471
"Decorative Panels Intl","MI",97169,824,565
"Deepwater","NJ",488120,2317,978
"Deer Island Treatment Plant","MA",5382,5,1
"Deer Park Energy Center","TX",3726692,19,245
"Deercroft I & II LFGTE","IN","--",0,336
"Deerhaven Generating Station","FL",1518385,7211,3516
"Deertrack Park Gas Recovery","WI","--",0,359
"Del Ranch Company","CA",8445,"--","--"
"Delano","MN",106,0,2
"Delaware City 10","DE",328,0,1
"Delaware City Plant","DE",430406,26,2331
"Delaware Generating Station","PA",1464,2,8
"Dell Power Station","AR",101260,0,13
"Delray","MI",22686,0,6
"Delta (CO)","CO",222,0,5
"Delta Energy Center","CA",1998709,10,122
"Delta Power","AK",64,"--","--"
"Demoss Petrie","AZ",13793,0,3
"Des Moines Wastewater Reclamation Fac","IA","--",0,242
"Des Plaines Gas Recovery","IL","--",0,167
"Desert Basin","AZ",653123,4,80
"Desert Peak Power Plant","NV",2171,"--","--"
"Desert Star Energy Center","NV",970870,5,100
"Desert View Power","CA",78267,3,203
"Deshler","NE",25,0,0
"Detour","MI",642,1,13
"Detroit Lakes","MN",179,0,1
"Devon Station","CT",10353,1,14
"Devonshire Power Partners LLC","IL","--",0,308
"Dickerson","MD",2972858,30703,4547
"Dicks Creek","OH",3894,7,22
"Diesel Generators","WI",523,1,11
"Diesel Group 1","VA",330,1,7
"Dighton Power Plant","MA",108901,1,14
"Dike City Power Plant","IA",24,0,0
"Dillard Complex","OR",892,32,284
"Dillingham","AK",12488,22,247
"District 100 Transco Gas Pipe Line","AL",1195,0,3
"District 70 Transco Gas Pipe Line","MS",2717,0,6
"Dixon/Lee Energy Partners LLC","IL","--",0,359
"Dogwood Energy Facility","MO",309887,2,43
"Dolet Hills","LA",4143176,10441,4897
"Dolphus M Grainger","SC",853131,9380,1926
"Domain Integrated Energy System","TX",1054,0,3
"Dome Project","CA",54946,0,147
"Dominguez Plant","CA",28726,0,73
"Dominion/Lo Mar","VA",1375,2,14
"Domino Sugar Arabi Plant","LA",112099,1,253
"Domino Sugar Baltimore","MD",119866,304,145
"Domtar - Woodland Mill","ME",92542,1737,749
"Domtar Kingsport Mill","TN",149101,1960,930
"Domtar Paper Co LLC Plymouth NC","NC",456868,3734,3
"Domtar Paper Company Rothschild","WI",5400,0,13
"Don Henry","NE",443,0,1
"Donald Von Raesfeld Power Plant","CA",271953,1,14
"Doreen","MA",351,0,1
"Doswell Energy Center","VA",877322,3,298
"Double C Generation Limited Partnership","CA",186142,1,501
"Douglas","AZ",187,0,1
"Dover","OH",70759,1385,164
"Dover Peaking","OH",465,1,9
"Dow St Charles Operations","LA",1282561,6,3455
"Downtown","VA",253,0,5
"Doyle Energy Facility","GA",36991,0,47
"Drews Generating Facility","CA",1720,0,5
"Drexel Operations Center","NC",11,"--","--"
"Dry Creek LFG to Energy Project","OR","--",0,164
"Dubuque","IA",396143,1266,1406
"Duck Creek","IL",495334,497,916
"Dunbarton Energy Partners LP","NH","--",0,60
"Dunkirk Generating Plant","NY",3584414,9008,2613
"Durant","IA",122,0,3
"Durgin & Crowell Lumber","NH",0,"--","--"
"Dutch Harbor","AK",20075,36,400
"Dutchess Cnty Resource Recovery Facility","NY",54434,85,250
"Dynegy Morro Bay LLC","CA",271323,1,79
"Dynegy Moss Landing Power Plant","CA",3022735,16,153
"Dynegy Oakland Power Plant","CA",23285,19,132
"Dynegy South Bay Power Plant","CA",474638,2,42
"E B Harris Electric Generating Plant","AL",1282872,6,143
"E C Gaston","AL",11222712,128194,18978
"E D Edwards","IL",4844260,13186,5218
"E F Barrett","NY",890472,234,1010
"E F Oxnard Energy Facility","CA",82082,0,220
"E J Stoneman Station","WI",67669,619,138
"E W Brown","KY",3935925,45200,6373
"EG178 Facility","TX",351690,2,1016
"EKS Landfill","MN","--",0,110
"Eagle Point Power Generation","NJ","--",0,15
"Eagle Point Power Generation","NJ",147192,0,24
"Eagle River","WI",236,0,5
"Eagle Valley (IN)","IN",1567118,14607,2612
"Earl F Wisdom","IA",90557,883,329
"Earlville","IA",41,0,1
"East 12th Street","KS",802,0,1
"East Bend","KY",3742838,2224,5047
"East Bridgewater","MA","--",0,175
"East Hampton","NY",18903,34,69
"East Millinocket Mill","ME",120789,689,353
"East River","NY",1756593,208,708
"East Third Street Power Plant","CA",192174,29,120
"Eastern Correctional Institute","MD",219,8,67
"Eastern Landfill Gas LLC","MD","--",0,331
"Eastman Cogeneration Facility","TX",1051992,6,259
"Easton","MD",8163,15,162
"Easton 2","MD",10169,40,57
"Eastport","ME",117,0,2
"Eaton","MS",16437,0,38
"Ebensburg Power","PA",583309,1148,264
"Eckert Station","MI",1983410,5392,2112
"Eddystone Generating Station","PA",3057980,6227,4947
"Edenton Generators","NC",344,1,7
"Edge Moor","DE",1776855,8266,2330
"Edgecombe Genco LLC","NC",931420,236,626
"Edgerton","OH",91,0,2
"Edgewater","WI",4720524,15122,4239
"Edgewood Energy LLC","NY",106764,1,7
"Edward L. Addison Generating Plant","GA",165153,1,45
"Edwardsport","IN",322142,5613,955
"Effingham County Power Project","GA",441846,2,73
"Eielson AFB Central Heat & Power Plant","AK",261063,549,613
"El Cajon","CA",1316,0,4
"El Centro","CA",240185,1,244
"El Segundo Cogen","CA",636188,3,1750
"El Segundo Power","CA",324220,1,20
"El Sobrante Gas Recovery","CA","--",0,238
"Electric Avenue Facility","VA",469,1,9
"Electrifarm","IA",32435,1,91
"Elgin Energy Center LLC","IL",52288,0,27
"Elizabeth River Power Station","VA",98644,20,90
"Elizabethtown Power LLC","NC",22844,128,131
"Elk Basin Gasoline Plant","WY","--",0,86
"Elk City Station","NE","--",0,618
"Elk Hills Cogen","CA",190392,1,533
"Elk Hills Power LLC","CA",1399461,7,76
"Elk Mound","WI",14531,0,8
"Elk River","MN",131345,11,643
"Elk River City of","MN",83,0,629
"Elkton","VA",54217,1,123
"Ellinwood","KS",415,1,8
"Ellwood","CA",1007,0,3
"Elm Street Substation Generators","MO",56,0,1
"Elmer Smith","KY",2270686,2834,5404
"Elmore Company","CA",8049,"--","--"
"Elmwood Park Power LLC","NJ",5436,1,3
"Elrama Power Plant","PA",2201356,3871,5468
"Elroy","WI",215,0,4
"Elwood Energy LLC","IL",169706,1,55
"Emerson","NE",38,0,1
"Emery Station","IA",686370,4,65
"Emmonak","AK",2096,4,43
"Emory Decatur Hospital","GA",20,"--","--"
"Emory Hillandale Hospital","GA",6,"--","--"
"Empire","NV",509,"--","--"
"Empire Energy Center","MO",51218,0,33
"Encina","CA",474977,11,105
"Encina Water Pollution Control","CA",2028,0,137
"Encogen","WA",84321,2,22
"Enderlin","ND","--",1,21
"Endicott Station","MI",542341,941,592
"Energy Center Dover","DE",169588,0,464
"Energy Shelby County","IL",31577,0,28
"Engineered Carbons Borger Cogen","TX",848,7,1729
"Engineered Carbons Echo Cogeneration","TX",1653,4,922
"Engle","OH",121,0,2
"Ennis Power Company LLC","TX",632747,3,176
"Entenmanns Energy Center","NY",5856,10,114
"Enterprise Products Operating","TX",156707,1,425
"Enterprise Sugar Factory","LA","--",1,10
"Equilon Los Angeles Refining","CA",347026,3,694
"Equus Freeport Power","NY",60201,1,7
"Ergon Refining Vicksburg","MS",27962,0,76
"Erickson Station","MI",1073565,3113,1153
"Erie","KS",38,0,1
"Erie Coke","PA",4630,82,46
"Erie Energy Center","KS",593,1,11
"Erving Paper Mills","MA",27088,140,49
"Escalante","NM",1985540,1020,3071
"Escanaba","MI",175181,1781,443
"Escanaba Mill","MI",490707,4501,1816
"Escondido Energy Center","CA",2822,0,1
"Essential Power Massachusetts LLC","MA",125573,332,97
"Essential Power Newington LLC","NH",1155041,13,90
"Essential Power Rock Springs LLC","MD",80191,0,24
"Essex","MO",6212,0,4
"Essex Junction 19","VT",167,0,3
"Estherville","IA",55,0,1
"Etiwanda Generating Station","CA",382935,2,22
"Evander Andrews Power Complex","ID",27342,0,17
"Everett Cogen","WA",31454,22,76
"Evergreen BioPower LLC","OR","--",1,11
"Evonik Industries AG","IN",15,"--","--"
"Ewa Nui Substation DG","HI",2378,4,47
"Exelon Framingham LLC","MA",427,0,2
"Exelon L Street","MA",320,1,2
"Exelon LaPorte Generating Station","TX",19856,0,27
"Exelon Medway LLC","MA",1804,0,8
"Exeter Energy LP","CT",213683,128,364
"Exira","IA",35509,0,26
"ExxonMobil Baton Rouge Turbine Generator","LA",392816,2,1060
"ExxonMobil Baytown Refinery","TX",740872,4,2017
"ExxonMobil Baytown Turbine","TX",1673563,8,4607
"ExxonMobil Beaumont Refinery","TX",1688033,8,363
"ExxonMobil Mobile Bay Onshore","AL",31172,0,87
"ExxonMobil Oil Joliet Refinery","IL","--",1,41
"ExxonMobil Santa Ynez Facility","CA",215912,1,539
"F B Culley","IN",2616455,3336,2215
"Faber Place","SC",556,0,1
"Factory","IL",336,"--","--"
"Fair Station","IA",403543,2286,500
"Fairbanks","AK",11551,62,26
"Fairbury","NE",262,0,1
"Fairfax","MN",1,"--","--"
"Fairfield","IL",119,0,2
"Fairfield Works","AL",86467,9,46
"Fairgrounds","MO",998,2,6
"Fairhaven Power","CA",1773,35,124
"Fairless Energy Center","PA",1418493,7,131
"Fairless Hills","PA",340,2,31
"Fairmont (MN)","MN",2611,0,42
"Fairview","OK",7,"--","--"
"Falling Spring","PA",3858,1,87
"Falls","PA",935,1,5
"Falls City","NE",914,0,21
"False Island","AK",34,0,1
"Far Rockaway","NY",150537,1,118
"Faribault Energy Park","MN",136512,2,54
"Farmer City","IL",40,0,1
"Fauquier Landfill Gas","VA","--",0,99
"Fayette","MO",41,0,1
"Fayette Energy Facility","PA",251868,1,27
"Fayette Power Project","TX",12077824,30106,6334
"Feather River Energy Center","CA",13671,0,2
"Fellsway Development LLC","MA",3026,6,64
"Fennimore","WI",213,0,4
"Fergus Control Ctr","MN",20,"--","--"
"Fermi","MI",1159,2,6
"Fernandina Beach Mill","FL",676670,6700,1981
"Fernandina Plant","FL",39329,2014,538
"Ferndale Generating Station","WA",328852,4,1025
"Field Street","FL",160,0,1
"Finch Paper","NY",198858,6504,663
"FirstEnergy Albright","WV",1448630,18863,2890
"FirstEnergy Armstrong Power Station","PA",1988634,28562,3400
"FirstEnergy Ashtabula","OH",1411930,6037,1475
"FirstEnergy Bay Shore","OH",3965796,11981,6835
"FirstEnergy Bruce Mansfield","PA",16570430,18639,22552
"FirstEnergy Eastlake","OH",7749094,55751,8557
"FirstEnergy Edgewater","OH",1196,0,17
"FirstEnergy Fort Martin Power Station","WV","--",79862,8160
"FirstEnergy Fort Martin Power Station","WV",6321264,"--","--"
"FirstEnergy Harrison Power Station","WV",12884874,4298,18016
"FirstEnergy Lake Shore","OH",1337335,4656,1930
"FirstEnergy Mad River","OH",1867,0,13
"FirstEnergy Mitchell Power Station","PA",873944,575,1353
"FirstEnergy Pleasants Power Station","WV",7484217,34870,7949
"FirstEnergy R E Burger","OH",1766863,20420,3087
"FirstEnergy R Paul Smith Power Station","MD",709083,5022,1269
"FirstEnergy Rivesville","WV",302086,2617,929
"FirstEnergy W H Sammis","OH",14420253,92342,18106
"FirstEnergy West Lorain","OH",48020,2,30
"FirstEnergy Willow Island","WV",789361,3926,2222
"Fisk Street","IL",1647075,4495,1066
"Fitchburg","WI",2523,0,7
"Fitchburg Gas Recovery","MA","--",0,170
"Flambeau River Papers","WI",16413,140,298
"Flint Creek","AR",3676104,7913,4849
"Flint River Operations","GA",13666,2634,709
"Flora Site A","IL",50,0,1
"Flora Site B","IL",50,0,1
"Florence","VT",674,1,4
"Florence Mill","SC",317757,5682,466
"Florida Power Development","FL",826005,4295,1370
"Florida's Natural Growers","FL",37887,0,96
"Flos Inn Diesel","ME",12,"--","--"
"Ford Utilities Center","NM",6993,0,20
"Fore River Generating Station","MA",1380850,7,71
"Forest City Light Plant","IA",776,1,15
"Forked River","NJ",13773,0,4
"Formosa Plastics","LA",266222,2,1260
"Formosa Utility Venture Ltd","TX",2257091,50,13840
"Forney Energy Center","TX",3377025,17,877
"Fort Churchill","NV",524469,5,1714
"Fort Dodge","KS",287237,1,440
"Fort Greely Power Plant","AK",547,1,11
"Fort Lupton","CO",5534,0,15
"Fort Myers","FL",3753004,20,904
"Fort St Vrain","CO",1639688,8,361
"Fortistar North Tonawanda","NY",15978,0,9
"Foster Wheeler Martinez","CA",405052,2,1125
"Foster Wheeler Mt Carmel Cogen","PA",426287,455,258
"Fountain Valley Power Facility","CO",255928,1,228
"Four Corners","NM",14450874,9289,37270
"Fourche Creek Wastewater","AR",286,0,118
"Fox Energy Center","WI",174992,1,20
"Fox Lake","MN",51024,293,93
"Fox Metro Water Reclamation District","IL",26,0,1
"Fox Valley Energy Center","WI",16521,130,139
"Frank E Ratts","IN",1636606,19311,4381
"Frank Knutson","CO",151528,1,36
"Frank M Tait","OH",13539,0,12
"Franklin (NE)","NE",418,0,9
"Franklin Drive","CT",785,0,6
"Franklin Heating Station","MN",60468,82,155
"Franklin/Grays","WA",1140,0,3
"Frederic Diesel","WI",343,1,7
"Frederickson","WA",5707,1,17
"Frederickson Power LP","WA",338225,2,33
"Fredonia","WA",17890,0,2
"Fredonia","KS",12,"--","--"
"Freeburg","IL",92,0,2
"Freedom Power Project","IL",4016,0,11
"Freeport Energy","TX",2718579,14,7394
"Freeport McMoRan","NM",48,0,1
"Freestone Energy Center","TX",1595216,8,595
"French Island","WI",37547,24,175
"Fresno Cogen Partners","CA",31554,0,3
"Frey Farm Landfill","PA","--",0,233
"Frito-Lay Cogen Plant","CA",54349,0,144
"Front Range Power Plant","CO",1130495,6,286
"Front Street","MA",647,1,13
"Frontera Energy Center","TX",906562,5,348
"Fruita","CO",8179,0,23
"Ft. Pierre","SD",17,"--","--"
"Fulton (AR)","AR",22135,0,2
"Fulton (MO)","MO",473,0,2
"Fuyao Glass Illinois Inc.","IL",2,"--","--"
"G E Turner","FL",43317,77,234
"G F Weaton Power Station","PA",514084,92,515
"G G Allen","NC",6463639,45859,5842
"G W Ivey","FL",24292,5,561
"GLRA Landfill","PA","--",0,66
"GMMM Westover","NY",640799,7195,859
"GREC","OK",7479100,15993,13443
"GRS American Canyon","CA","--",0,152
"GRS Arbor Hills","MI","--",2,267
"GRS C&C","MI","--",0,237
"GRS CMS","NC","--",0,45
"GRS Coyote Canyon","CA","--",0,8
"GRS Fall River","MA","--",0,108
"GRS Menlo Park","CA","--",0,171
"GRS Newby I","CA","--",0,269
"GRS Newby II","CA","--",0,224
"GRS Pine Bend","MN","--",0,108
"GRS Richmond","VA","--",0,163
"GRS Sunset Farms","TX","--",0,340
"Gabbs","NV",132,0,3
"Gadsby","UT","--",2,125
"Gadsby","UT",439689,1,92
"Gadsden","AL",654873,8599,1865
"Galena 2 Geothermal Power Plant","NV",948,"--","--"
"Galena Electric Utility","AK",6268,11,125
"Galion","OH",55,0,1
"Galion Generating Station","OH",340,"--","--"
"Gallatin (MO)","MO",56,0,1
"Gallatin (TN)","TN",7174412,20968,5631
"Gallup Refinery","NM",1204,0,3
"Gans","PA",23542,0,15
"Garden City","KS",33261,0,46
"Gardner Energy Center","KS",2101,0,6
"Garnett Municipal","KS",58,0,1
"Gary Works","IN",117508,299,109
"Gas Turbine (IA)","IA",65,"--","--"
"Gas Utilization Facility","CA","--",0,649
"Gastonia Duke Street","NC",43,0,1
"Gastonia Rankin Lake","NC",32,0,1
"Gastonia, Tulip Drive","NC",72,0,1
"Gates Peaker","CA",5169,0,1
"Gateway Gen","VA",160,0,3
"Gavin Power, LLC","OH",16913489,26457,30393
"Gaviota Oil Plant","CA",18417,0,47
"Gay Robinson","HI",23,4,53
"Gaylord - Consumers","MI",4171,0,12
"Gaylord - Wolverine","MI",2743,0,8
"Gaylord Container Bogalusa","LA",117867,3128,1739
"Geismar","LA",309052,4,1996
"Geismar Cogen","LA",399270,2,1065
"General Chemical","WY",1297564,6476,1177
"General Electric Aircraft Engines","MA",140505,739,103
"General Electric Diesel Engine Plant","PA",21560,39,426
"General Electric Erie PA Power","PA",2456,4,48
"General Electric Plastic","AL",361843,2,88
"General Mills Inc","NY",3229,0,9
"General Mills Operations Lodi","CA",20379,0,57
"General Mills West Chicago","IL",1,"--","--"
"Genesee Power Station LP","MI","--",26,160
"Geneseo","IL",864,1,20
"Geneva Energy LLC","IL",4274,2,3
"Geneva Generation Facility","IL",3322,0,81
"Genoa","WI",2084774,11321,3273
"Genoa Diesel Generating Station","OH",385,1,8
"Geo East Mesa II","CA",2106,"--","--"
"Geo East Mesa III","CA",2510,"--","--"
"George Birdsall","CO",6327,0,15
"George Johnson","MI",19713,0,54
"George M Sullivan Generation Plant 2","AK",690703,4,1898
"George Neal North","IA",6295761,21319,9063
"George Neal South","IA",4634474,15667,4654
"Georgetown","IN",3745,0,9
"Georgia Pacific Center","GA",6,"--","--"
"Georgia-Pacific Big Island","VA",223408,1119,92
"Georgia-Pacific Brewton Mill","AL",130688,3232,1683
"Georgia-Pacific Cedar Springs","GA",590725,28241,4314
"Georgia-Pacific Consr Prods LP-Naheola","AL",334205,4022,1386
"Georgia-Pacific Corp - Nekoosa Mill","WI",307555,3814,948
"Georgia-Pacific Crossett LLC","AR",144646,3329,1574
"Georgia-Pacific Monticello Paper","MS",249132,3601,1867
"Georgia-Pacific Palatka Operations","FL",317616,6379,1361
"Georgia-Pacific Port Hudson","LA",567121,4663,1087
"Georgia-Pacific Wauna Mill","OR",71001,2,107
"Geothermal 1","CA",13011,"--","--"
"Geothermal 2","CA",12041,"--","--"
"Gerald Andrus","MS",885272,1575,3560
"Gerald Gentleman","NE",8976413,26141,12360
"Germantown","WI",47283,0,8
"Geysers Unit 5-20","CA",123549,"--","--"
"Ghent","KY",11828471,41030,13683
"Gianera","CA",682,0,2
"Gibbons Creek","TX",3363380,10330,2057
"Gibson","IN",21864643,66177,27236
"Gibson City Energy Center LLC","IL",29244,0,15
"Gila River Power Block 4","AZ",2688934,15,749
"Gilbert","NJ",26768,2,32
"Gillette SBMC","MA",73362,129,112
"Gilliam South","IA",17,"--","--"
"Gilroy Peaking Energy Center","CA",47893,0,53
"Gilroy Power Plant","CA",135044,1,74
"Girard","KS",1681,0,39
"Girvin Landfill","FL","--",0,48
"Gladstone","MI",396,1,2
"Gleason Generating Facility","TN",42763,0,37
"Glen Gardner","NJ",6613,0,13
"Glen Lyn","VA",1538835,10424,3131
"Glenarm","CA",23225,0,4
"Glencoe","MN",308,1,6
"Glendive GT","MT",11552,0,5
"Glennallen","AK",10490,19,209
"Glenns Ferry Cogen Facility","ID",35085,0,81
"Glenwood","NY",142833,1,93
"Glenwood Landing","NY",75531,0,8
"Goal Line LP","CA",140847,1,386
"Godwin Drive Plant","VA",588,1,12
"Gold Creek","AK",14,"--","--"
"Goldendale Generating Station","WA",272805,1,25
"Goodland","KS",59,0,1
"Goodyear Beaumont Chemical Plant","TX",557669,17,1196
"Goose Creek Energy Center","IL",81694,0,21
"Goose Haven Energy Center","CA",7891,0,1
"Gordon","WI",87,0,2
"Gordon Evans Energy Center","KS",371440,2,953
"Gordonsville Energy LP","VA",196752,4,72
"Gorgas","AL",6982331,65863,11414
"Gowanus Gas Turbines Generating","NY",52444,0,115
"Gowrie","IA",61,0,1
"Graettinger","IA",9,"--","--"
"Graham","TX",484416,9,893
"Gramercy Holdings LLC","LA",510232,3,1527
"Grand Blanc Generating Station","MI","--",0,462
"Grand Forks","ND",58,0,1
"Grand Haven Diesel Plant","MI",1641,5,22
"Grand Junction","IA",18,"--","--"
"Grand Marais","MN",305,1,6
"Grand River","MI","--",0,385
"Grand Tower Energy Center LLC","IL",224493,1,154
"Granite City","MN",881,0,2
"Granite Falls 2","MN",34,0,1
"Granite Falls Walmart","NC",1,"--","--"
"Granite Ridge","NH",1046179,5,77
"Grant Town Power Plant","WV",848412,1715,240
"Grantsburg Diesel","WI",248,0,5
"Grapeland Peaker","CA",3938,0,31
"Graphic Packaging","MI",124204,533,49
"Graphic Packaging International","CA",137470,1,382
"Graphic Packaging International Augusta Mill","GA",527628,5220,2207
"Gravel Neck","VA",73416,0,77
"Grayling Generating Station","MI",17408,206,285
"Grays Ferry Cogeneration","PA",409421,1,219
"Grayson","CA",70563,1,19
"Great Bend - Midwest Energy","KS",30,0,1
"Great Bend - Sunflower","KS",87818,1,218
"Greater Des Moines","IA",437495,2,36
"Greater Detroit Resource Recovery","MI",303812,28,1672
"Green Country Energy LLC","OK",1180678,6,327
"Green Knight Energy Center","PA","--",1,139
"Green Power 2","TX",1870932,80,165
"Green River","KY",1085236,20013,2010
"Green Valley LFGTE","KY","--",0,195
"Greene County","AL",3819828,27806,5716
"Greene Valley Gas Recovery","IL","--",0,105
"Greenfield","IA",60,0,1
"Greenidge Generation LLC","NY",683168,2796,768
"Greenleaf 1 Power Plant","CA",127792,1,547
"Greenleaf 2 Power Plant","CA",136533,0,2
"Greenport","NY",20,"--","--"
"Greens Bayou","TX",163872,2,74
"Greensburg","KS",26,0,1
"Greenville Electric Generating Station","OH",31562,0,24
"Greenville Steam","ME","--",11,80
"Greenwood (MI)","MI",309408,578,288
"Greenwood (MO)","MO",27859,6,89
"Gregory Power Facility","TX",1768512,9,419
"Griffith Energy LLC","AZ",770024,4,76
"Grimes Way","WA",232,0,5
"Grinnell","IA",915,0,2
"Grossmont Hospital","CA",10258,0,28
"Groton Generating Station","SD",38399,0,37
"Grundy Center City Light Plant","IA",72,0,1
"Guadalupe Generating Station","TX",1693056,8,497
"Guadalupe Power Plant","CA","--",0,419
"Gwitchyaa Zhee","AK",2527,5,50
"H Allen Franklin Combined Cycle","AL",1433637,7,135
