"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2009&tab=annual_emissions&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Mon Nov 25 2019 17:08:19 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Apache Station","AZ",2171279,3799,4512
"Apex Generating Station","NV",1038421,5,113
"Arapahoe","CO",957090,2400,2251
"Arapahoe Combustion Turbine Project","CO",139983,1,28
"Arcadia Electric","WI",658,0,14
"Arcanum","OH",28,0,1
"Arcanum Peaking","OH",11,"--","--"
"ArcelorMittal Burns Harbor","IN",190004,27,1635
"ArcelorMittal Indiana Harbor West","IN",159214,6,450
"ArcelorMittal Warren","OH",66052,655,4
"Arcelormittal Cleveland Inc","OH",104156,385,99
"Archbald Power Station","PA",6979,0,4
"Archer Daniels Midland Cedar Rapids","IA",2014910,2153,1636
"Archer Daniels Midland Clinton","IA",1391385,1040,1390
"Archer Daniels Midland Decatur","IL",3857030,4799,1970
"Archer Daniels Midland Des Moines","IA",134785,1257,858
"Archer Daniels Midland Lincoln","NE",157783,1497,1022
"Archer Daniels Midland Mankato","MN",108887,1033,705
"Archer Daniels Midland Peoria","IL",588663,1483,10
"Archer Daniels Midland Southport","NC",1540,0,4
"Argus Cogen Plant","CA",1404948,376,1378
"Argyle","WI",6,"--","--"
"Arlington Valley Energy Facility","AZ",315625,2,26
"Armstrong","PA",20672,0,6
"Arnold","NE",10,"--","--"
"Arsenal Hill","LA",21411,0,18
"Arthur Kill Generating Station","NY",552130,2,319
"Arthur Von Rosenberg","TX",530987,3,1469
"Arvada","WY",3069,0,9
"Arvah B Hopkins","FL",594192,4,223
"Asbury","MO",1399540,9984,721
"Asbury Park Press","NJ",3083,0,69
"Ascend Performance Materials Texas Inc.","TX",195399,1,367
"Ascutney","VT",184,0,1
"Ashdown","AR",509180,4888,2068
"Asheville","NC",2231564,1266,590
"Ashland","KS",22,0,0
"Ashland Inc","MO",210382,4367,530
"Ashtabula","OH",160136,1,413
"Astoria Energy","NY",1256086,7,80
"Astoria Gas Turbines","NY",28860,16,185
"Astoria Generating Station","NY",990060,280,668
"Atascosita","TX","--",0,707
"Athens Generating Plant","NY",2208277,11,142
"Athens Regional Medical Center","GA",62,0,1
"Atlantic","IA",127,0,0
"Attala","MS",641097,3,35
"Auburn","NE",281,0,6
"Auburn State Street","NY",78,"--","--"
"Auburndale Peaker Energy Center","FL",15541,0,12
"Audrain Generating Station","MO",21910,0,5
"Augusta Electric Plant No 1","KS",2,"--","--"
"Augusta Electric Plant No 2","KS",1803,0,44
"Auke Bay","AK",7056,6,49
"Aurora","IL",8420,0,3
"Aurora Energy LLC Chena","AK",337585,548,682
"Austin Downtown","MN",170,"--","--"
"Austin Gas Recovery","TX","--",0,450
"Austin Northeast","MN",2425,19,6
"Avenue A Generator Sets","IL",33,"--","--"
"Avon Lake","OH",2862587,33712,4638
"Avon Park","FL",28106,4,114
"Axiall Natrium Plant","WV",635504,5700,483
"Axiall Plaquemine","LA",997225,6,3099
"B Braun Medical","CA",33493,0,92
"B C Cobb","MI",1802915,8736,2345
"B E Morrow","MI",603,0,2
"B L England","NJ",483413,1444,1004
"BASF Freeport Works","TX",375618,2,1004
"BJ Gas Recovery","GA","--",0,168
"BNWRD","IL",11,"--","--"
"BP Naperville Cogeneration Facility","IL",22243,0,61
"Baconton Power Plant","GA",53766,0,41
"Badger Creek Limited","CA",179279,1,502
"Bailly","IN",2542811,4448,2231
"Baldwin City Plant No 1","KS",29,"--","--"
"Baldwin City Plant No 2","KS",145,0,4
"Baldwin Energy Complex","IL",12265875,22538,3717
"Balefill LFG Project","NJ","--",0,174
"Bancroft","IA",21,"--","--"
"Bank of America Plaza","GA",18,"--","--"
"Baptist Medical Center","FL",187606,1,498
"Bar Harbor","ME",273,0,5
"Barber Creek","WY",6255,0,18
"Barney M Davis","TX",181676,1,301
"Barre","MA","--",0,74
"Barre Peaker","CA",1904,"--","--"
"Barron","WI",16,"--","--"
"Barrow","AK",38372,0,107
"Barry","AL",9688499,33665,7658
"Basin Creek Plant","MT",32512,0,758
"Bassett Medical Center","NY",16,"--","--"
"Bastrop Energy Center","TX",953128,5,289
"Batavia Power Plant","NY",14004,0,13
"Batesville Generation Facility","MS",978790,5,358
"Battle Mountain","NV",85,0,2
"Bavarian LFGTE","KY","--",0,219
"Baxter Wilson","MS",1020444,6,3871
"Bay County Waste to Energy","FL",61328,91,273
"Bay Front","WI",189943,671,830
"Bayboro","FL",44946,127,181
"Bayonne Plant Holding LLC","NJ",63348,0,8
"Bayou Cogen Plant","TX",1214424,7,326
"Bayou Cove Peaking Power","LA",39597,0,9
"Bayswater Peaking Facility LLC","NY",13406,1,5
"Baytown","TX","--",0,237
"Baytown Energy Center","TX",1727659,8,221
"Bayview","VA",778,1,15
"Bayville Central Facility","NJ",357,0,83
"Bear Canyon Power Plant","CA",2790,"--","--"
"Bear Mountain Limited","CA",181531,1,509
"Bear Valley Power Plant","CA",580,0,13
"Beatrice","NE",66972,0,8
"Beaver","OR",235712,1,641
"Beaver City","NE",10,"--","--"
"Beaver Creek Gas Plant","WY",10387,0,31
"Beaver Island","MI",169,0,3
"Beecher Gas Recovery","IL","--",0,251
"Belews Creek","NC",12761361,3827,2508
"Belle River","MI",9338987,25466,9475
"Belleville","KS",346,0,8
"Bellevue","IA",19,"--","--"
"Bellingham Cogeneration Facility","MA",120344,1,87
"Bellmeade Power Station","VA",207817,17,60
"Beloit","KS",463,0,10
"Beluga","AK",1134838,6,3179
"Ben French","SD",225215,569,487
"Benedum Plant","TX",3180,0,74
"Benndale","MS",33,"--","--"
"Bennett Mountain","ID",56595,0,33
"Benning","DC",21324,274,51
"Benson City of","MN",54,0,1
"Benson Power Biomass Plant","MN","--",125,343
"Beowawe Power","NV",2853,"--","--"
"Bergen Generating Station","NJ",2134392,12,414
"Berkshire Power","MA",274635,1,27
"Berlin","MD",817,1,16
"Berlin 5","VT",1463,1,8
"Berlin Landfill Gas","WI","--",0,150
"Bernice Lake","AK",22399,0,63
"Berry Cogen","CA",207456,1,562
"Berry Cogen Tanne Hills 18","CA",91849,0,249
"Berry Placerita Cogen","CA",189995,1,517
"Bethany","MO",85,0,2
"Bethany II","MO",21,"--","--"
"Bethel","AK",29584,24,610
"Bethlehem Energy Center","NY",1396409,7,92
"Bethlehem Power Plant","PA",588219,7,49
"Bethlehem Renewable Energy LLC","PA","--",0,57
"Bethpage Power Plant","NY",213118,1,70
"Big Bend","FL",8207082,8154,8758
"Big Brown","TX",8270314,50393,5241
"Big Cajun 1","LA",52803,0,51
"Big Cajun 2","LA",12190694,32562,10373
"Big Escambia Creek","AL",117,"--","--"
"Big Sandy","KY",5648830,36492,4426
"Big Sandy Peaker Plant","WV",17791,0,14
"Big Stone","SD",3234168,10570,10718
"Binghamton Cogen","NY",1183,0,1
"Biola University","CA",7918,0,183
"Biomass One LP","OR","--",17,97
"Biotech LS 0836","WA",2,"--","--"
"Birchwood Power","VA",472308,1100,223
"Bird City","KS",99,0,2
"Biron Mill","WI",472925,4675,961
"Black Dog","MN",1537403,2803,5590
"Black Hawk Station","TX",1003238,54,390
"Black Mountain Generating Station","AZ",50356,1,36
"Blackburn Landfill Co-Generation","NC","--",0,290
"Blacksand Generating Facility","CA","--",0,53
"Blewett","NC",656,3,7
"Block Island","RI",8822,7,176
"Bloomfield","IA",51,0,1
"Blooming Prairie","MN",41,0,1
"Bloomington Power Plant","UT",82,0,2
"Blossburg","PA",6685,0,18
"Blount Street","WI",35210,362,61
"Blue Earth","MN",20,"--","--"
"Blue Lake","MN",11913,0,13
"Blue Spruce Energy Center","CO",252766,1,69
"Blue Valley","MO",201360,815,54
"Bluebonnet","TX","--",0,48
"Bluegrass Generating Station","KY",32027,0,12
"Bluffview","NM",216754,1,70
"Blundell","UT",7171,"--","--"
"Blythe Energy Inc","CA",540426,3,51
"Boardman","OR",3035628,10031,5951
"Boise Cascade International Falls","MN",134020,1528,718
"Boise Cascade Pulp & Paper Mill","AL",182559,1229,429
"Bolivar","TN",1381,1,27
"Bonanza","UT",3269892,931,5673
"Boomer Lake Station","OK",261,0,1
"Boralex Sherman LLC","ME","--",6,53
"Borger Plant","TX",10986,6,186
"Bosque County Peaking","TX",493438,3,601
"Bostic Delivery No 2","NC",21,"--","--"
"Bottle Rock Power","CA",2267,"--","--"
"Boulder Park","WA",14078,0,326
"Boulevard","GA",299,0,1
"Bountiful City","UT",5933,0,62
"Bowater Newsprint Calhoun Operation","TN",152115,3298,123
"Bowen","GA",19595003,49725,6302
"Bowline Point","NY",107030,71,121
"Bowling Green","OH",11,"--","--"
"Bowling Green Generating Station","OH",463,"--","--"
"Bowling Green Peaking","OH",89,"--","--"
"Boydton Plank Road Cogen Plant","VA",2972,4,2
"Bradley Gas Recovery","CA","--",0,302
"Brady","NV",2163,"--","--"
"Brainerd Public Utilities","MN",752,5,4
"Brame Energy Center","LA",4141783,6744,3605
"Brandon Shores","MD",6467284,29775,3151
"Brandon Station","TX",17207,0,47
"Brandy Branch","FL",645699,3,76
"Brandywine Power Facility","MD",297507,2,74
"Branford","CT",410,"--","--"
"Brayton Point","MA",6552869,22809,4528
"Breese","IL",280,0,5
"Bremo Bluff","VA",916649,6322,1454
"Brent Run Generating Station","MI","--",0,167
"Brentwood","NY",10246,0,1
"Brickyard Energy Partners LLC","IL","--",0,311
"Bridgeport Energy Project","CT",999878,5,133
"Bridgeport Gas Processing Plant","TX",24464,0,643
"Bridgeport Station","CT",1011849,1153,770
"Bridgewater Dairy Anaerobic Digester","OH","--",1,9
"Bridgewater Power LP","NH",140,30,51
"Bristol Myers Squibb New Brunswick","NJ",36502,0,99
"Broad Mountain","PA","--",0,96
"Broad River Energy Center","SC",201354,1,64
"Broadway (CA)","CA",9916,0,2
"Broadway (IN)","IN",7898,0,19
"Broken Bow","NE",202,0,5
"Bronx Zoo","NY",14546,0,313
"Brookhaven Facility","NY","--",0,1
"Brooklyn","IA",16,"--","--"
"Brooklyn City North Plant","IA",6,"--","--"
"Brooklyn Navy Yard Cogeneration","NY",1180077,14,70
"Brown Station Road Plant I","MD","--",0,127
"Brown Station Road Plant II","MD",14,0,286
"Brown University Central Heating","RI",24231,32,52
"Brownsville Peaking Power","TN",14278,0,10
"Brunner Island","PA",8063263,53574,11629
"Brunot Island","PA",3481,0,3
"Brunswick","NV",109,0,2
"Brunswick Cellulose","GA",190352,5209,1791
"Brunswick Landfill Gas","VA",763,1,135
"Brush Generation Facility","CO",104868,0,25
"Bryan (OH)","OH",575,0,2
"Bryan (TX)","TX",1481,0,4
"Bryan Peaking","OH",74,0,1
"Bryon Center","MI","--",0,202
"Buchanan Generation LLC","VA",18932,0,13
"Buck","NC",446045,2172,340
"Buckeye Florida LP","FL",287609,7470,2597
"Bucknell University","PA",30130,0,80
"Bucksport Generation LLC","ME",810214,4,183
"Bull Run","TN",2893167,423,1152
"Bunge Milling Cogen","IL",206039,579,191
"Bunge North America East LLC","IN",74747,520,422
"Bunge Oil","IL",13478,0,37
"Buras","LA",2805,0,8
"Burlingame","KS",46262,0,1127
"Burlington (CO)","CO",3588,1,21
"Burlington (IA)","IA",1250457,4171,1128
"Burlington (KS)","KS",231,0,5
"Burlington GT","VT",291,1,1
"Burney Forest Products","CA",1727,33,205
"Burney Mountain Power","CA","--",10,56
"Burwell","NE",28,0,1
"Bushnell","IL",48,0,1
"Butler Municipal Power Plant","MO",43,0,1
"Butler-Warner Generation Plant","NC",10768,0,15
"Buxton","NC",246,0,5
"Buzzard Point","DC",14428,10,79
"C D McIntosh Jr","FL",2202532,3515,2616
"C P Kelco San Diego Plant","CA",66411,0,182
"C R Huntley Generating Station","NY",2017832,5460,1398
"C R Wing Cogen Plant","TX",175595,1,192
"C W Burdick","NE",6683,0,8
"CC Perry K","IN",406120,0,805
"CE Leathers","CA",8992,"--","--"
"CE Turbo LLC","CA",1696,"--","--"
"CEIP Substation Distributed Generation","HI",968,1,19
"CF Industries Yazoo City Complex","MS",97834,0,249
"CH Resources Beaver Falls","NY",11510,0,5
"CH Resources Syracuse","NY",11745,0,8
"CID Gas Recovery","IL","--",0,71
"CII Carbon LLC","LA",179685,2828,405
"CIP II/AR Bridgewater Holdings - NJCOE","NJ",24297,0,68
"CITGO Refinery Powerhouse","LA",725125,4,1733
"CNN Center","GA",13,"--","--"
"CP Crane Power, LLC","MD",1077358,11319,1924
"CPI USA NC Roxboro","NC",31923,680,62
"CPI USA NC Southport","NC",203611,4227,492
"CSL Behring LLC","IL",24323,0,67
"CSL Gas Recovery","FL","--",1,130
"CSUCI Site Authority","CA",105997,1,283
"CT Resource Rec Authority Facility","CT",295844,26,1050
"Cabot Holyoke","MA",525,1,1
"Cadillac Renewable Energy","MI","--",3,183
"Caithness Long Island Energy Center","NY",363520,1,15
"CalPeak Power Border Peaker Plant","CA",10598,0,1
"CalPeak Power Enterprise Peaker Plant","CA",9691,0,1
"CalPeak Power Panoche Peaker Plant","CA",6450,0,1
"CalPeak Power Vaca Dixon Peaker Plant","CA",7740,0,1
"Calcasieu","LA",97553,0,59
"Caledonia","MS",1326517,7,156
"Calhoun Energy Center","AL",64665,2,27
"California Institute of Technology","CA",44201,0,124
"Calistoga Power Plant","CA",12674,"--","--"
"Calumet Energy Team LLC","IL",10304,0,7
"Calvert City","KY",168187,1,43
"Cambria Cogen","PA",838860,6302,513
"Cambridge","NE",9,"--","--"
"Cambridge CT","MN",29657,3,36
"Camden Plant Holdings LLC","NJ",105936,1,38
"Camden Resource Recovery Facility","NJ",145056,13,490
"Camden South Carolina","SC",11932,63,25
"Cameo","CO",503183,1438,471
"Campbell City","MO",327,0,7
"Campbell Industrial Park","HI",22414,30,125
"Campbell Village","NE",1,"--","--"
"Canaday","NE",7906,3,15
"Canadys Steam","SC",1072877,8735,1793
"Canal","MA",468025,1397,232
"Cane Island","FL",578641,3,72
"Cane Run","KY",3242351,7976,5205
"Cannon Falls Energy Center","MN",19067,0,8
"Canton North Carolina","NC",981237,9392,834
"Cape Canaveral","FL",1031160,1861,3311
"Cape Fear","NC",1716024,10262,1783
"Cape Gas Turbine","ME",504,0,3
"Capitol District Energy Center","CT",4009,0,4
"Capitol Heat and Power","WI",17504,25,53
"Carbon","UT",1266206,4984,3188
"Carbon Limestone","OH","--",1,1190
"Cardinal","OH",9974699,31525,1789
"Cardinal Cogen","CA",231032,1,620
"Cargill Corn Milling Division","IA",507238,1399,498
"Cargill Corn Wet Milling Plant","TN",296681,2768,5
"Cargill Salt","MI",85204,587,484
"Caribou Generation Station","ME",40,0,1
"Carl Bailey","AR",16431,41,20
"Carlls Corner","NJ",1508,0,20
"Carlsbad","NM",472,0,1
"Carlyle","IL",250,0,5
"Carmi","IL",164,0,3
"Caro","MI",8,"--","--"
"Carr Street Generating Station","NY",9944,0,2
"Carrollton","MO",1508,0,33
"Carson Cogeneration","CA",174376,1,13
"Carson Ice-Gen Project","CA",147414,1,22
"Carthage","MO",783,0,21
"Carthage Energy LLC","NY",2535,0,3
"Carville Energy LLC","LA",1090357,6,259
"Cascade","IA",20,"--","--"
"Cascade Creek","MN",7088,0,11
"Casey City of","IL",37,0,1
"Cashton","WI",66,0,1
"Cass County","NE",10202,0,6
"Castleton Energy Center","NY",21580,0,18
"Catalyst Paper Snowflake Mill","AZ",538549,225,802
"Catawba River Pollution Control","NC",11,"--","--"
"Caterpillar","IN",139,0,3
"Catskill Mts Energy Corporation","NY","--",0,43
"Cayuga","IN",4954164,2198,6229
"Cayuga Operating Company","NY",1575467,1994,1914
"Cecil Lynch","AR",15095,0,29
"Cedar Bay Generating Company LP","FL",1904172,1474,1459
"Cedar Bayou","TX",839280,4,214
"Cedar Bayou 4","TX",581245,3,47
"Cedar Station","NJ",4032,1,35
"Celanese Acetate LLC","VA",946527,6720,263
"Centennial","AK",238,0,5
"Center Peaker","CA",2251,"--","--"
"Centerville","IA",222,0,1
"Central District Wastewater Treat Plant","FL","--",0,401
"Central Energy Plant","FL",143941,1,393
"Central Michigan University","MI","--",5,44
"Central Plant","SC",212,0,5
"Central Power Plant","RI",66031,0,181
"Central Utilities Plant LAX","CA",41940,0,115
"Central Utility Plant","TX",30265,1,384
"Century Generating Facility","CA",429,0,1
"CenturyLink Regional HQ","NC",19,"--","--"
"Ceredo Generating Station","WV",20168,0,4
"Chaffee Gas Recovery","NY","--",0,494
"Chalk Cliff Limited","CA",183530,1,514
"Chalk Point LLC","MD",3801759,37423,3720
"Chalmette Refining LLC","LA","--",0,20
"Chambers Cogeneration LP","NJ",1282668,1033,839
"Chambersburg","PA",30991,0,22
"Chamois","MO",441624,1282,1720
"Channel Energy Center LLC","TX",998477,17,154
"Channelview Cogeneration Plant","TX",2912731,15,267
"Chanute 2","KS",12134,0,36
"Chanute 3","KS",1010,0,21
"Chappell","NE",19,"--","--"
"Charles City","VA",522,1,21
"Charles P Keller","NY",2605,1,53
"Charles Poletti","NY",955310,200,1018
"Charles R Lowman","AL",3065908,5121,2897
"Charleston Resource Recovery Facility","SC",66234,3,145
"Charter Dura-Bar","IL",142,0,4
"Chattahoochee Energy Facility","GA",852705,4,92
"Chehalis Generating Facility","WA",689311,13,82
"Cherokee","CO",3299670,5183,6802
"Cherokee County Cogen","SC",215972,1,45
"Cherry Street","MA",170,0,4
"Cherryville City Hall","NC",30,0,1
"Chesapeake","VA",3166890,15108,2098
"Chester Generating Station","PA",204,0,1
"Chester Operations","PA",516896,865,219
"Chesterfield","VA",8746926,29296,3412
"Chesterfield Landfill Gas","VA",1189,1,202
"Chestnut Ridge Gas Recovery","TN","--",0,284
"Cheswick Power Plant","PA",2593393,29707,2721
"Chevak","AK",1755,0,36
"Chevron Oil","MS",688187,9,226
"Childrens Hospital","CA",14063,0,39
"Chillicothe","MO",1312,1,8
"Chino Mines","NM",239,0,1
"Choctaw County","MS",30733,0,10
"Cholla","AZ",7274486,7217,8357
"Chouteau","OK",608289,3,112
"Chowchilla II","CA",27606,0,640
"Christiana","DE",814,2,2
"Chuck Lenzie Generating Station","NV",2613483,14,233
"Chula Vista Energy Center","CA",3034,0,1
"Chunchula Plant 1","AL",1228,0,4
"Church Street Plant","VA",253,0,5
"Cimarron River","KS",63997,0,128
"City Light & Water","NE",10,"--","--"
"Civic Center","CA",83285,0,233
"Clairton Works","PA",95791,2,82
"Clark (NVE)","NV",500689,1,34
"Clark (SD)","SD",42,0,1
"Clark University","MA",275,0,5
"Clark-Floyd Landfill Gas Generating","IN","--",0,206
"Claude Vandyke","MI",1873,0,5
"Clay Boswell","MN",6428631,12195,10187
"Clay Center","KS",1227,0,26
"Clear Lake Cogeneration Ltd","TX",280524,1,285
"Clearwater Paper APP CB","AR",117862,1500,472
"Clearwater Paper IPP Lewiston","ID",97218,3148,942
"Clearwater Power Plant","CA",47771,0,131
"Cleary Flood","MA",20716,39,27
"Clewiston Sugar House","FL",8465,62,784
"Clifton","KS",10446,0,29
"Clifty Creek","IN",8277153,49420,7275
"Clinch River","VA",1511983,6354,1636
"Clinton","MI",5,"--","--"
"Clinton LFGTE Facility","NY","--",0,461
"Clover","VA",5183680,1694,8045
"Co-Gen II LLC","OR","--",10,85
"Co-Gen LLC","OR","--",5,42
"Coachella","CA",4326,0,12
"Coal Creek","ND",9758357,25981,9658
"Coalinga 25D Cogen","CA",83328,0,211
"Coalinga 6C Cogen","CA",41586,0,105
"Coalinga Cogeneration","CA",208242,1,22
"Coalinga Cogeneration Facility","CA",43668,0,120
"Coastal Carolina Clean Power","NC","--",44,240
"Coastal Plains","TX","--",0,389
"Coffeen","IL",4445996,12154,2002
"Coffeyville","KS",822,"--","--"
"Coffin Butte","OR","--",0,531
"Cogeneration 1","AZ",43138,0,98
"Coggon","IA",6,"--","--"
"Coit GT","SC",1181,0,4
"Colbert","AL",3035174,14991,4014
"Colby","KS",604,0,2
"Colby City of","KS",37,0,1
"Colchester 16","VT",281,0,2
"Coldwater","MI",265,0,6
"Coleto Creek","TX",5247770,19462,3809
"Colfax","MI",40,0,1
"Collins Pine Project","CA","--",11,78
"Collinwood","OH",193,0,0
"Colonie LFGTE Facility","NY","--",0,484
"Colorado Bend Energy Center","TX",647802,3,101
"Colorado Energy Nations Company","CO",615548,2157,1559
"Colstrip","MT",13838044,14441,15891
"Colstrip Energy LP","MT",375735,431,254
"Colton Plant","CA","--",0,175
"Columbia (MO)","MO",100313,824,278
"Columbia (WI)","WI",6703096,21980,4324
"Columbia Energy Center","MO",1101,"--","--"
"Columbia Energy Center (SC)","SC",18605,0,30
"Columbia Flooring Melbourne","AR","--",1,5
"Columbus MS","MS",37241,2810,561
"Colver Power Project","PA",912386,27904,660
"Comanche (CO)","CO",4830386,2541,3501
"Comanche (OK)","OK",412839,2,2222
"Combined Locks Energy Center","WI",18182,0,2
"Combustion Turbine Project No 2","CA",16741,0,2
"Commerce Refuse To Energy","CA",45654,4,129
"Commercial Street","MA",4,"--","--"
"Commonwealth Chesapeake","VA",16162,1,15
"Concord","WI",19090,1,14
