"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2016&tab=annual_emissions&start=200101&end=201710&ctype=linechart&ltype=pin&maptype=0&rse=0&pin="
"Mon Nov 25 2019 17:18:42 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Alpena Cement Plant","MI",971171,9365,618
"Alpha Ridge LFG","MD","--",0,51
"Alpine Power Plant","MI",179053,1,63
"Alsey","IL",7213,0,8
"AltaGas Pomona Energy Inc.","CA",1682,0,5
"AltaGas Ripon Energy Inc.","CA",5797,0,16
"Altamont","IL",64,0,1
"Altamont Gas Recovery","CA","--",0,165
"Altavista Power Station","VA",983,10,210
"Amalgamated Sugar LLC Nampa","ID",175508,1,409
"Amalgamated Sugar Twin Falls","ID",221056,649,451
"Amazon San Bernardino","CA",3009,0,0
"Ambler","AK",971,2,20
"Amelia","VA",1522,3,266
"Ameresco Butte County","CA","--",0,173
"Ameresco Chicopee Energy","MA","--",0,579
"Ameresco Chiquita Canyon","CA","--",0,91
"Ameresco Dallas LLC","TX","--",0,248
"Ameresco Delaware Central","DE","--",0,372
"Ameresco Delaware South","DE","--",0,307
"Ameresco Forward","CA","--",0,365
"Ameresco Janesville","WI","--",0,177
"Ameresco Jefferson City","MO","--",0,263
"Ameresco Johnson Canyon","CA","--",0,121
"Ameresco Keller Canyon","CA","--",0,325
"Ameresco Ox Mountain","CA","--",0,973
"Ameresco San Joaquin","CA","--",0,294
"Ameresco Santa Cruz Energy","CA","--",0,315
"Ameresco Stafford","VA","--",0,116
"Ameresco Vasco Road","CA","--",0,355
"American Crystal Sugar Crookston","MN",185155,530,340
"American Crystal Sugar Drayton","ND",164245,471,302
"American Crystal Sugar East Grand Forks","MN",347775,997,639
"American Crystal Sugar Hillsboro","ND",185446,532,255
"American Crystal Sugar Moorhead","MN",169690,486,312
"American Eagle Paper Mills","PA",81026,1096,193
"American Gypsum Cogeneration","CO",18208,0,48
"Ames Electric Services Power Plant","IA",224198,169,328
"Ames GT","IA",641,0,1
"Amherst College Co Gen","MA",11187,0,30
"Ampersand Chowchilla Biomass LLC","CA",84,0,14
"Anadarko","OH",1245,2,25
"Anadarko Plant","OK",694740,1,207
"Anaheim GT","CA",70266,0,4
"Anchorage 1","AK",28957,0,80
"Anclote","FL",2000262,10,2394
"Anderson","IN",8455,0,5
"Anderson Erickson","IA",5,0,0
"Anderson Regional Landfill","SC","--",0,114
"Androscoggin Energy Center","ME",118993,0,15
"Androscoggin Mill","ME",86031,1844,616
"Angoon","AK",1277,2,25
"Angus Anson","SD",43770,0,20
"Anheuser-Busch Jacksonville","FL",51343,0,137
"Anheuser-Busch St Louis","MO",87065,0,103
"Aniak","AK",1935,3,41
"Animas","NM",15774,0,43
"Anita","IA",30,0,1
"Ansley","NE",5,0,0
"Anson Abenaki Hydros","ME",15300,0,35
"Anson County Generation Facility","NC",144496,1,101
"Antelope Station","TX",42412,0,12
"Antelope Valley","ND",6581087,11197,4573
"Anthony","KS",475,0,11
"Apache Station","AZ",2136517,867,4439
"Apex Generating Station","NV",1285937,6,112
"Apple Data Center - Fuel Cell 1&2","NC","--",0,0
"Arapahoe Combustion Turbine Project","CO",29392,0,9
"Arcadia Electric","WI",456,1,9
"Arcanum","OH",12,0,0
"Arcanum Peaking","OH",80,0,2
"ArcelorMittal Burns Harbor","IN",159151,26,1404
"ArcelorMittal Indiana Harbor West","IN",160094,20,769
"ArcelorMittal Warren","OH",33520,1,72
"Arcelormittal Cleveland Inc","OH",33280,13,21
"Archbald Power Station","PA",3574,0,2
"Archer Daniels Midland Cedar Rapids","IA",2252126,209,1657
"Archer Daniels Midland Clinton","IA",1591136,140,1206
"Archer Daniels Midland Columbus","NE",948132,306,329
"Archer Daniels Midland Decatur","IL",3296408,7444,1631
"Archer Daniels Midland Des Moines","IA",147927,290,292
"Archer Daniels Midland Lincoln","NE",120289,236,237
"Archer Daniels Midland Mankato","MN",111124,218,219
"Archer Daniels Midland Peoria","IL",159011,1,14
"Archer Daniels Midland Southport","NC",2200,0,6
"Argonne National Laboratory CHP","IL",11712,0,31
"Argus Cogen Plant","CA",1424893,338,825
"Argyle","WI",9,0,0
"Arizona State University CHP","AZ",28476,0,66
"Arkalon Ethanol LLC","KS",118008,1,257
"Arlington Valley Energy Facility","AZ",740438,4,51
"Armstrong","PA",648225,3,165
"Arsenal Hill","LA",21709,7,146
"Arthur Kill Generating Station","NY",660373,3,401
"Arthur Von Rosenberg","TX",1028789,5,359
"Arvada","WY",127,0,0
"Arvah B Hopkins","FL",768573,5,281
"Asbury","MO",1099665,934,1008
"Ascend Performance Materials Texas Inc.","TX",238260,1,429
"Ascutney","VT",403,1,2
"Ashdown","AR",296727,4528,1486
"Asheville","NC",1712970,836,654
"Ashland","KS",303,1,6
"Ashtabula","OH",155130,0,357
"Astoria Energy","NY",1317335,13,147
"Astoria Energy II","NY",1174392,26,2623
"Astoria Gas Turbines","NY",38521,6,165
"Astoria Generating Station","NY",534632,42,265
"Atascosita","TX","--",0,767
"Athens Energy","ME","--",2,19
"Athens Generating Plant","NY",1517566,8,116
"Athens Regional Medical Center","GA",67,0,1
"Atlanta Gift Mart LP","GA",2,0,0
"Atlantic","IA",143,0,0
"Attala","MS",1149494,6,107
"Auburn","NE",124,0,3
"Auburn LFG Energy Facility","NY","--",0,34
"Auburn State Street","NY",159,0,0
"Auburndale Peaker Energy Center","FL",14038,0,10
"Audrain Generating Station","MO",13542,0,3
"Augusta Electric Plant No 1","KS","--",0,0
"Augusta Electric Plant No 2","KS",374,0,9
"Auke Bay","AK",226,0,1
"Aurora","IL",220825,1,100
"Aurora Energy LLC Chena","AK",334105,459,754
"Austin Gas Recovery","TX","--",0,589
"Avenue A Generator Sets","IL",236,0,5
"Avon Lake","OH",1064013,8184,1867
"Avon Park","FL",4909,0,12
"Axiall Natrium Plant","WV",503046,1903,1643
"Axiall Plaquemine","LA",965755,6,2954
"B Braun Medical","CA",30884,0,84
"B C Cobb","MI",577829,2461,583
"B L England","NJ",100221,111,184
"BASF Freeport Works","TX",466858,2,1204
"BC Landfill Energy LLC","NJ","--",0,482
"BJ Gas Recovery","GA","--",0,124
"BMW Manufacturing Co","SC","--",0,106
"BP Naperville Cogeneration Facility","IL",46842,0,128
"BYUI Central Energy Facility","ID",25067,0,69
"Back River Waste Water Treatment","MD","--",0,162
"Backus Microgrid Project","CT",929,2,18
"Baconton Power Plant","GA",37721,0,34
"Badger Creek Limited","CA",1670,0,5
"Bailly","IN",1853699,733,1220
"Baldwin City Plant No 1","KS",37,0,1
"Baldwin City Plant No 2","KS",114,0,2
"Baldwin Energy Complex","IL",9548738,3647,3665
"Bancroft","IA",7,0,0
"Bannock County LFG to Energy","ID","--",0,101
"Baptist Medical Center","FL",14478,0,39
"Barber Creek","WY",103,0,0
"Barney M Davis","TX",387014,2,119
"Barre","MA","--",0,79
"Barre Peaker","CA",15668,0,2
"Barron","WI",1,0,0
"Barrow","AK",40101,0,112
"Barry","AL",7188432,4917,3724
"Basin Creek Plant","MT",45845,0,1061
"Bassett Medical Center","NY",22,0,0
"Bastrop Energy Center","TX",1180960,5,284
"Batavia Power Plant","NY",23339,0,22
"Batesville Generation Facility","MS",1676343,9,378
"Battle Creek Mill","MI",52990,0,122
"Bavarian LFGTE","KY","--",0,364
"Baxter Wilson","MS",376487,2,1407
"Bay County Waste to Energy","FL",55011,24,282
"Bay Front","WI",22019,87,290
"Bay View Backup Power Facility","OH",655,0,100
"Bayboro","FL",2753,5,12
"Bayonne Energy Center","NJ",579386,3,39
"Bayonne Plant Holding LLC","NJ",176190,1,53
"Bayou Cogen Plant","TX",1584919,9,275
"Bayou Cove Peaking Power","LA",83549,0,17
"Bayswater Peaking Facility LLC","NY",127028,1,10
"Baytown","TX","--",0,63
"Baytown Energy Center","TX",1999408,10,170
"Bayview","VA",2877,5,58
"Bayville Central Facility","NJ",528,0,117
"Bear Garden","VA",1306350,7,88
"Bear Mountain Limited","CA",3905,0,11
"Bear Valley Power Plant","CA",337,0,8
"Beatrice","NE",117122,1,16
"Beaver","OR",240887,1,531
"Beaver Creek Gas Plant","WY",22433,0,61
"Beaver Dam","PA",26558,0,611
"Beaver Island","MI",156,0,3
"Beecher Gas Recovery","IL","--",0,171
"Belews Creek","NC",9174434,4596,6144
"Belle Haven Diesel Generation Facility","VA",152,0,3
"Belle River","MI",6438131,18895,6398
"Bellefontaine Gas Producers LLC","OH","--",0,460
"Belleville","KS",110,0,2
"Bellevue","IA",11,0,0
"Bellingham Cogeneration Facility","MA",294806,2,198
"Bellmeade Power Station","VA",434692,3,99
"Beloit","KS",249,0,7
"Beluga","AK",81627,0,229
"Ben French","SD",7091,0,21
"Benndale","MS",35,0,0
"Bennett Mountain","ID",57661,0,40
"Benson City of","MN",49,0,1
"Benson Power Biomass Plant","MN",1318,28,341
"Beowawe Power","NV",2751,"--","--"
"Bergen Generating Station","NJ",1998789,10,271
"Berkeley County Landfill","SC","--",0,65
"Berkshire Power","MA",329682,2,45
"Berlin","MD",406,1,8
"Berlin 5","VT",1480,3,8
"Berlin Landfill Gas","WI","--",0,237
"Bernice Lake","AK",389,0,1
"Berry Cogen","CA",213342,1,575
"Berry Cogen Tanne Hills 18","CA",92126,0,248
"Berry Placerita Cogen","CA",197694,1,533
"Bethel","AK",29465,52,607
"Bethlehem Energy Center","NY",1952259,10,117
"Bethlehem Power Plant","PA",2299542,14,113
"Bethlehem Renewable Energy LLC","PA","--",0,29
"Bethpage Power Plant","NY",393976,2,212
"Bi-County Gas Producers","TN","--",0,145
"Big Bend","FL",6962230,5637,3163
"Big Brown","TX",7041459,38529,4100
"Big Cajun 1","LA",76297,0,37
"Big Cajun 2","LA",5771359,11669,3661
"Big Sand Draw Plant","WY",13760,0,327
"Big Sandy","KY",283196,125,398
"Big Sandy Peaker Plant","WV",67254,0,85
"Big Sky Dairy Digester","ID","--",0,224
"Big Stone","SD",2255614,750,873
"Binghamton Cogen","NY",15891,0,14
"BioTown Ag","IN","--",0,600
"Biola University","CA",7771,0,178
"Biomass One LP","OR","--",23,201
"Biomass to Energy Facility, Kauai","HI",11,2,29
"Biotech LS 0836","WA",2,0,0
"Birchwood Power","VA",449387,196,207
"Bird City","KS",5,0,0
"Biron Mill","WI",332447,2560,612
"Black Dog","MN",444778,2,61
"Black Hawk Station","TX",999997,62,469
"Black Mountain Generating Station","AZ",31213,1,27
"Black Oak Power Producers","MO","--",0,171
"Blackburn Landfill Co-Generation","NC","--",0,244
"Blacksand Generating Facility","CA","--",0,55
"Blewett","NC",707,4,9
"Block Island","RI",9999,17,197
"Bloomfield","IA",81,0,2
"Blooming Prairie","MN",191,0,4
"Bloomington Power Plant","UT",12,0,0
"Blossburg","PA",2305,0,6
"Blount Street","WI",70756,0,145
"Blue Earth","MN",27,0,1
"Blue Lake","MN",115288,1,54
"Blue Lake Power LLC","CA",117,0,0
"Blue Mountain Biogas","UT","--",0,122
"Blue Ridge Generating","KY","--",0,98
"Blue Ridge Landfill","PA","--",0,625
"Blue Spruce Energy Center","CO",112706,0,34
"Blue Valley","MO",15687,1,10
"Blue Water Renewables Inc","MI","--",0,235
"Bluebonnet","TX","--",0,24
"Bluegrass Generating Station","KY",31219,0,18
"Bluffview","NM",171223,1,63
"Blundell","UT",6759,"--","--"
"Blythe Energy Inc","CA",339165,2,32
"Boardman","OR",1893176,3328,1704
"Boise Cascade International Falls","MN",121285,1657,671
"Boise Cascade Pulp & Paper Mill","AL",185709,1459,429
"Bonanza","UT",2678027,1184,5057
"Bonanza BioEnergy LLC","KS",50180,0,109
"Boomer Lake Station","OK",13,0,0
"Borger Plant","TX",13055,7,198
"Bos Dairy, LLC","IN","--",0,142
"Bosque County Peaking","TX",1718579,9,218
"Bostic Delivery No 2","NC",0,0,0
"Boulder Park","WA",8948,0,208
"Boulevard","GA",151,0,1
"Bountiful City","UT",8094,0,24
"Bowater Newsprint Calhoun Operation","TN",126234,2305,38
"Bowen","GA",14518296,9483,6023
"Bowerman Power LFG, LLC","CA","--",1,1181
"Bowline Point","NY",799935,40,720
"Bowling Green","OH",3,0,0
"Bowling Green Generating Station","OH",2123,0,0
"Bowling Green Peaking","OH",1538,0,2
"Boydton Plank Road Cogen Plant","VA",92,0,2
"Bradley Energy Center","CT",11648,0,268
"Brady","NV",1404,"--","--"
"Brame Energy Center","LA",5965701,5172,3068
"Brandon Shores","MD",4915775,2466,1817
"Brandon Station","TX",12980,0,35
"Brandy Branch","FL",1145010,6,96
"Brandywine Power Facility","MD",588964,3,123
"Branford","CT",418,1,3
"Brayton Point","MA",1903160,795,870
"Brea Expansion Plant","CA","--",1,148
"Breese","IL",383,1,7
"Bremo Bluff","VA",230118,1,259
"Brent Run Generating Station","MI","--",0,523
"Brentwood","NY",29284,0,2
"Brevig Mission","AK",784,1,16
"Bridge Street 1 & 2","CT",510,1,10
"Bridgeport Energy Project","CT",1375332,7,190
"Bridgeport Fuel Cell Park","CT",41672,0,0
"Bridgeport Gas Processing Plant","TX",30695,0,734
"Bridgeport Station","CT",234368,216,139
"Bridgewater Dairy Anaerobic Digester","OH","--",0,160
"Bridgewater Power LP","NH",150,29,33
"Bristol Myers Squibb Lawrenceville","NJ",26075,1,71
"Bristol Myers Squibb New Brunswick","NJ",42210,0,113
"Bristol Myers Squibb Wallingford","CT",19567,0,53
"Bristol Plant","VA",351,1,43
"Broad Mountain","PA","--",1,123
"Broad River Energy Center","SC",716484,4,208
"Broadridge Cogen","CA",7534,0,173
"Broadway (CA)","CA",16442,0,4
"Broadway (IN)","IN",6049,0,12
"Broken Bow","NE",20,0,0
"Bronx Zoo","NY",15134,0,325
"Brooklyn","IA",4,0,0
"Brooklyn City North Plant","IA",8,0,0
"Brooklyn Navy Yard Cogeneration","NY",1052850,5,67
"Brookside Newark","DE",8935,0,0
"Broshco Fabricated Products","OH",2525,0,8
"Brown Station Road Plant II","MD","--",0,430
"Brownsville Peaking Power","TN",291671,2,212
"Brunner Island","PA",3300423,5208,5698
"Brunot Island","PA",33231,0,5
"Brunswick Cellulose","GA",70718,5584,1640
"Brunswick County Power Station","VA",2296334,12,116
"Brunswick Landfill Gas","VA",2698,5,631
"Brush Generation Facility","CO",18148,0,9
"Bryan (OH)","OH",1940,0,5
"Bryan (TX)","TX",497,0,1
"Bryan Peaking","OH",482,1,10
"Bryon Center","MI","--",0,276
"Buchanan Generation LLC","VA",123560,1,81
"Buck","NC",1877917,9,134
"Buckeye Florida LP","FL",202973,7178,2464
"Bucknell University","PA",20417,0,47
"Bucksport Generation LLC","ME",8089,0,3
"Buena Vista Biomass Power","CA",791,2,9
"Bull Run","TN",1810859,327,814
"Bull Street Plant","SC",22,0,0
"Bunge North America East LLC","IN",31625,0,76
"Bunge Oil","IL",35006,0,98
"Buras","LA",8834,0,24
"Burgess BioPower","NH",450,19,276
"Burlingame","KS",3,0,0
"Burlington (CO)","CO",1409,3,8
"Burlington (IA)","IA",1128926,2762,750
"Burlington (KS)","KS",91,0,2
"Burlington GT","VT",692,1,4
"Burney Forest Products","CA",10592,27,42
"Burwell","NE",21,0,0
"Bushnell","IL",38,0,1
"Butler Municipal Power Plant","MO",82,0,1
"Butler-Warner Generation Plant","NC",7060,1,18
"Buxton","NC",254,0,5
"C D McIntosh Jr","FL",2130004,1157,1233
"C P Kelco San Diego Plant","CA",60622,0,166
"C R Huntley Generating Station","NY",272514,682,129
"C R Wing Cogen Plant","TX",92241,0,111
"C W Burdick","NE",2055,0,1
"C&H Sugar Plant","CA","--",0,0
"CBS Studio Center","CA",4469,0,0
"CC Landfill Energy, LLC","NV","--",0,61
"CC Perry K","IN",240287,1,308
"CCCSD Wastewater Treatment Plnt","CA",17163,0,47
"CCSU Co-Gen-STBY Gen","CT",5752,0,124
"CCSU Fuel Cell Project","CT",3715,0,0
"CE Leathers","CA",7858,"--","--"
"CE Turbo LLC","CA",2097,"--","--"
"CF Industries Yazoo City Complex","MS",99160,0,253
"CFB Power Plant","TX",439218,0,212
"CH Resources Beaver Falls","NY",1428,0,0
"CH Resources Syracuse","NY",12911,0,6
"CID Gas Recovery","IL","--",0,45
"CII Methane Management III LFG Plant","GA","--",0,98
"CII Methane Management IV, LLC","NC","--",0,121
"CIP II/AR Bridgewater Holdings - NJCOE","NJ",22109,0,66
"CITGO Refinery Powerhouse","LA",108734,5,323
"CJTS Energy Center","CT",1369,0,0
"CNN Center","GA",109,0,2
"COC Surry LFG, LLC","NC","--",0,72
"CP Crane Power, LLC","MD",443618,951,593
"CPI USA NC Roxboro","NC",213783,2101,401
"CPI USA NC Southport","NC",478927,4181,842
"CPV St Charles Energy Center","MD",10182,0,23
"CSL Behring LLC","IL",24253,0,66
"CSL Gas Recovery","FL","--",1,65
"CSU East Bay","CA",2096,0,0
"CSU Northridge Plant","CA",3433,0,0
"CSUCI Site Authority","CA",80528,0,184
"CSUF Trigeneration","CA",18409,0,50
"CT Resource Rec Authority Facility","CT",315504,23,814
"Cadillac Renewable Energy","MI",60,53,151
"Caithness Long Island Energy Center","NY",989237,4,51
"CalPeak Power Border Peaker Plant","CA",6722,0,1
"CalPeak Power Enterprise Peaker Plant","CA",7077,0,1
"CalPeak Power Panoche Peaker Plant","CA",10660,0,1
"CalPeak Power Vaca Dixon Peaker Plant","CA",7998,0,1
"Calabasas Gas to Energy Facility","CA","--",1,128
"Calcasieu","LA",249941,1,184
"Caledonia","MS",1834639,9,162
"Calhoun Energy Center","AL",113275,1,37
"California Institute of Technology","CA",55604,0,129
"California State University San Bernardi","CA",299,0,0
"Calistoga Power Plant","CA",14670,"--","--"
"Caltech Central","CA",597,0,0
"Calumet Energy Team LLC","IL",11231,0,7
"Calvert City","KY",219299,1,65
"Cambria Cogen","PA",772813,2302,1018
"Cambridge","NE",18,0,0
"Cambridge CT","MN",26747,0,12
"Camden Plant Holdings LLC","NJ",133893,1,39
"Camden Resource Recovery Facility","NJ",146291,58,466
"Camden South Carolina","SC",77481,0,54
"Campbell Industrial Park","HI","--",320,257
"Campbell Village","NE",0,0,0
"Cana Gas Processing Plant","OK",465,1,9
"Canaday","NE",1424,0,3
"Canal","MA",48222,34,28
"Cane Island","FL",1451518,7,106
"Cane Run","KY",1744698,9,388
"Cannon Falls Energy Center","MN",104986,1,43
"Canton North Carolina","NC",935409,8876,1463
"Canyon Power Plant","CA",67680,0,5
"Cape Canaveral","FL",2385291,12,153
"Cape Gas Turbine","ME",776,1,4
"Capitol District Energy Center","CT",57553,0,35
"Carbon Limestone","OH","--",1,2086
"Cardinal","OH",8503549,8342,3412
"Cargill B6 Biofactory","ID","--",0,225
"Cargill Corn Milling Division","IA",350415,1234,394
"Cargill Dry Creek Biofactory","ID","--",0,283
"Cargill Salt","MI",64630,0,155
"Cargill Salt Hersey","MI",5574,0,13
"Carl Bailey","AR",11211,0,15
"Carleton College","MN",42,0,1
"Carlls Corner","NJ",17070,0,156
"Carlyle","IL",211,0,4
"Carmi","IL",65,0,1
"Caro","MI",7,0,0
"Carr Street Generating Station","NY",84091,0,20
"Carrollton","MO",73,0,1
"Carson Cogeneration","CA",21538,0,8
"Carson Ice-Gen Project","CA",181952,1,12
"Carthage","MO",353,0,9
"Carthage Energy LLC","NY",5451,0,6
"Carty Generating Station","OR",507696,2,20
"Carville Energy LLC","LA",1166329,6,313
"Cascade","IA",19,0,0
"Cascade Creek","MN",22556,0,54
"Casey City of","IL",37,0,1
"Cashton","WI",18,0,0
"Cass County","NE",18928,0,9
"Castleton Energy Center","NY",125528,0,76
"Catawba River Pollution Control","NC",28,0,1
"Caterpillar","IN",15124,1,346
"Cayuga","IN",5862579,2286,11223
"Cayuga Operating Company","NY",578782,669,316
"Cedar Bay Generating Company LP","FL",132848,84,105
"Cedar Bayou","TX",850869,4,413
"Cedar Bayou 4","TX",519015,3,61
"Cedar Hills","WA",1589,3,259
"Celanese Acetate LLC","VA",459182,2,54
"Cellu Tissue","CT",7990,0,184
"Centennial","AK",2723,5,54
"Centennial Generating Station","MN",47,0,1
"Center Peaker","CA",14677,0,2
"Centerville","IA",157,0,1
"Central District Wastewater Treat Plant","FL","--",0,371
"Central Energy Facility","SC",469,0,1
"Central Energy Plant","FL",148165,1,346
"Central Energy Plant USU","UT",25783,0,68
"Central Michigan University","MI",30009,0,81
"Central Plant","SC",3,0,0
"Central Power Plant","RI",33838,0,107
"Central Utilities Plant LAX 2","CA",18900,0,51
"Central Utility Plant","TX",13948,1,31
"Central Utility Plant - Texas A&M","TX",127604,2,277
"Central Utility Plant Cincinnati","OH",115094,1,231
"Central Utility Plant at White Oak","MD",69997,1,199
"Central Valley Ag Power","CA","--",0,19
"Century Generating Facility","CA",842,0,2
"Ceredo Generating Station","WV",71142,0,19
"Chaffee Gas Recovery","NY","--",0,711
"Chalk Cliff Limited","CA",1716,0,5
"Chalk Point LLC","MD",2333200,843,2089
"Chalmette Refining LLC","LA","--",0,22
"Chambers Cogeneration LP","NJ",896120,845,628
"Chambersburg","PA",100113,1,71
"Channel Energy Center LLC","TX",2020581,7,163
"Channelview Cogeneration Plant","TX",3158896,16,298
"Chanute 2","KS",31789,0,28
"Chanute 3","KS",133,0,3
"Chappell","NE",3,0,0
"Charles City","VA",2699,5,615
"Charles D. Lamb Energy Center","OK",27138,0,8
"Charles P Keller","NY",1459,1,31
"Charles R Lowman","AL",1568157,1126,2588
"Chatham","MI",93,0,0
"Chattahoochee Energy Facility","GA",1146554,6,84
"Chautauqua LFGTE Facility","NY","--",0,579
"Chehalis Generating Facility","WA",581726,3,61
"Cherokee","CO",2997523,1729,3203
"Cherokee County Cogen","SC",263127,1,57
"Cherry Street","MA",287,0,6
"Cherryville City Hall","NC",59,0,1
"Chesapeake","VA",205,0,1
"Chester Generating Station","PA",320,1,2
"Chester Operations","PA",422376,643,194
"Chesterfield","VA",6952095,1680,2472
"Chesterfield Landfill Gas","VA",3077,5,688
"Chestnut Ridge Gas Recovery","TN","--",0,409
"Cheswick Power Plant","PA",1950080,1897,3829
"Chevak","AK",1353,2,28
"Chevron Oil","MS",660457,8,156
"Cheyenne Prairie Generating Station","WY",69033,0,5
"Chicago West Side Energy Center","IL",15486,0,43
"Childrens Hospital","CA",20558,0,57
"Chillicothe","MO",707,1,5
"Chino Mines","NM",902,0,1
"Choctaw County","MS",1253109,6,111
"Cholla","AZ",2613031,1210,2481
"Chouteau","OK",1674716,9,166
"Chowchilla II","CA",12781,0,296
"Christiana","DE",215,0,1
"Chuck Lenzie Generating Station","NV",2433755,13,213
"Chula Vista Energy Center","CA",4310,0,1
"Church Street Plant","VA",77,0,2
"Cimarron River","KS",572,0,1
"Cinnamon Bay Edgeboro Landfill","NJ",1179,0,487
"City Light & Water","NE",4,0,0
"City West Diesel Plant","SC",8,0,0
"City of Hayward WWTP","CA",396,0,147
"City of Palo Alto","CA",13,0,0
"City of Shelby Electric Distribution","OH",63,0,1
"City of Tulare Water Facility","CA","--",0,4
"City of West Plains Power Station","MO",734,0,2
"CityCenter Central Plant Cogen Units","NV",393767,2,1004
"Civic Center","CA",98636,0,223
"Clairton Works","PA",100260,3,183
"Clark (NVE)","NV",466114,1,35
"Clark (SD)","SD",7,0,0
"Clark University","MA",4687,0,111
"Clark-Floyd Landfill Gas Generating","IN","--",0,126
"Claude Vandyke","MI",9605,0,24
"Clay Boswell","MN",7726735,3306,3914
"Clayville","NJ",67577,0,7
"Clean Fuel Dane Community Digester","WI","--",0,183
"Clear Lake Cogeneration Ltd","TX",183943,1,134
