"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2006&tab=annual_emissions&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Mon Nov 25 2019 16:25:33 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Cornell University Central Heat","NY",148491,2178,883
"Corning","IA",74,0,1
"Corona Energy Partners, Ltd","CA",171545,1,481
"Coronado","AZ",6216961,12261,11571
"Corpus Christi","TX",242328,1,706
"Corpus Christi Energy Center","TX",983283,6,265
"Corpus Refinery","TX",197549,1,561
"Cos Cob","CT",2074,0,18
"Cosmo Specialty Fibers Plant","WA",32023,1703,1845
"Coso Energy Developers","CA",14341,"--","--"
"Coso Finance Partners","CA",16762,"--","--"
"Coso Power Developers","CA",16513,"--","--"
"Cosumnes","CA",989423,5,50
"Cottonwood Energy Project","TX",949314,5,163
"Coughlin Power Station","LA",1021341,5,344
"Countyside Genco LLC","IL","--",0,570
"Covanta Alexandria/Arlington Energy","VA",147944,13,555
"Covanta Babylon Inc","NY",95159,9,358
"Covanta Bristol Energy","CT",81761,7,283
"Covanta Delano Energy","CA","--",4,128
"Covanta Delaware Valley","PA",471016,45,2665
"Covanta Essex Company","NJ",222689,21,848
"Covanta Fairfax Energy","VA",455803,41,1680
"Covanta Haverhill","MA",214079,18,860
"Covanta Hempstead","NY",383741,37,1504
"Covanta Hennepin Energy","MN",161347,14,672
"Covanta Indianapolis Energy","IN",302144,0,4
"Covanta Lake County Energy","FL",71011,7,275
"Covanta Marion Inc","OR",68322,7,273
"Covanta Mendota","CA","--",25,220
"Covanta Niagara I, LLC","NY",315289,34,1259
"Covanta Plymouth Renewable Energy","PA",156223,16,515
"Covanta Southeastern Connecticut Company","CT",110781,11,434
"Covanta Stanislaus Energy","CA",100750,10,317
"Covanta Tulsa Renewable Energy LLC","OK",139333,12,489
"Covanta Wallingford Energy","CT",62490,6,208
"Covanta Warren Energy","NJ",59967,6,247
"Covington Facility","VA",1452185,4819,1020
"Cox Waste to Energy","KY","--",11,94
"Coyote","ND",3147103,10407,10243
"Coyote Springs","OR",486906,5,128
"Coyote Springs II","OR",543428,5,1875
"Craig (AK)","AK",629,1,13
"Craig (CO)","CO",9787544,3253,15496
"Craven County Wood Energy LP","NC","--",107,439
"Crawford","IL",2919926,8206,2263
"Crawfordsville Power Plant","IN",38805,488,92
"Creed Energy Center","CA",6039,0,1
"Crestwood Dothan","AL",542,1,10
"Crete","NE",940,0,20
"Crete Energy Venture LLC","IL",9240,0,2
"Crisfield","MD",5459,7,106
"Crisp Plant","GA",9,"--","--"
"Crist","FL",6172255,32309,6114
"Crockett Cogen Project","CA",383340,4,1172
"Cromby Generating Station","PA",793498,3278,1536
"Cross","SC",8006664,8538,3795
"Croswell","MI",82,0,2
"Crotched Mountain Rehabilitation Center","NH",150,0,2
"Croydon CT Generating Station","PA",13500,0,41
"Crystal River","FL",13733600,86681,32125
"Cudjoe","FL",79,0,2
"Cumberland (NJ)","NJ",19644,4,13
"Cumberland (TN)","TN",17445154,16649,31171
"Cumberland (WI)","WI",458,0,10
"Cunningham","NM",802305,4,1365
"Currant Creek","UT",794757,4,274
"Curtis","NE",98,0,2
"Curtis H Stanton Energy Center","FL",1072051,4,122
"Cushing","OK",2499,0,57
"Custer Energy Center","WI",942,0,3
"Cutler","FL",62487,0,47
"Cutrale Citrus Juices USA I","FL",16804,0,46
"Cutrale Citrus Juices USA II","FL",34161,0,93
"Cuyamaca Peak Energy Plant","CA",4727,"--","--"
"Cymric 31X Cogen","CA",54670,0,140
"Cymric 36W Cogen","CA",117277,1,300
"Cymric 6Z Cogen","CA",54182,0,138
"Cytec 1, 2 & 3","CT",220,0,4
"D B Wilson","KY",3456346,8443,5237
"D G Hunter","LA",1777,10,8
"DFW Gas Recovery","TX","--",0,76
"DG Whitefield LLC","NH","--",35,52
"DSM Pharmaceuticals","NC",1043,1,14
"DTE Pontiac North LLC","MI",2145,0,2
"Dafter","MI",194,0,4
"Dahlberg","GA",58187,0,158
"Dale","KY",1142828,7824,2869
"Dallman","IL",1935213,2835,5266
"Dan E Karn","MI",3657757,16701,3757
"Dan River","NC",1087132,6412,2138
"Danbury Diesel","WI",108,0,1
"Dane County Landfill #2 Rodefeld","WI","--",0,267
"Dansby","TX",221528,1,162
"Danskammer Generating Station","NY",2224185,9651,2995
"Darby Power, LLC","OH",16041,0,4
"Darbytown","VA",49822,0,60
"Darlington County","SC",63040,1,100
"Dartmouth College Heating Plant","NH",57651,300,104
"Dartmouth Power Associates LP","MA",38730,0,11
"Dave Johnston","WY",6252040,"--","--"
"Dave Johnston","WY","--",20277,14930
"Davenport Water Pollution Control Plant","IA",202,0,133
"David City","NE",401,0,8
"Dayton (IA)","IA",25,0,1
"Dayton (MI)","MI",201,0,4
"De Pere Energy Center","WI",63443,1,42
"DeBary","FL",155404,37,98
"DeCordova Steam Electric Station","TX",83612,0,34
"DeRidder Mill","LA",139357,2672,1107
"DeSoto County Plant","FL",73663,0,20
"Dean","MI",49345,0,11
"Dean H Mitchell","IN",431,0,1
"Dearborn Industrial Generation","MI",504052,0,132
"Decatur Energy Center","AL",780431,5,97
"Decker Creek","TX",822398,4,617
"Decorative Panels Intl","MI",120003,763,635
"Deepwater","NJ",286476,1364,681
"Deer Island Treatment Plant","MA",8607,4,7
"Deer Park Energy Center","TX",3502032,18,231
"Deercroft I & II LFGTE","IN","--",0,330
"Deerhaven Generating Station","FL",1558435,7512,3695
"Deertrack Park Gas Recovery","WI","--",0,251
"Del Ranch Company","CA",8226,"--","--"
"Delano","MN",166,0,3
"Delaware City 10","DE",660,0,4
"Delaware City Plant","DE",41011,19,2352
"Delaware Generating Station","PA",2143,3,12
"Delray","MI",20495,0,7
"Delta","MS",1807,4,3
"Delta (CO)","CO",206,0,5
"Delta Energy Center","CA",1900112,9,116
"Delta Power","AK",488,1,3
"Demoss Petrie","AZ",12852,0,3
"Des Moines Wastewater Reclamation Fac","IA",2,0,390
"Desert Basin","AZ",532351,3,65
"Desert Peak Power Plant","NV",1125,"--","--"
"Desert Star Energy Center","NV",1362559,7,141
"Desert View Power","CA",22266,3,194
"Deshler","NE",32,0,1
"Detour","MI",249,0,5
"Detroit Lakes","MN",140,0,1
"Devon Station","CT",30978,1,25
"Devonshire Power Partners LLC","IL","--",0,265
"Dickerson","MD",2970221,32618,4572
"Dicks Creek","OH",2902,0,2
"Diesel Generators","WI",665,1,13
"Diesel Group 1","VA",298,0,6
"Dighton Power Plant","MA",107842,1,13
"Dike City Power Plant","IA",23,0,0
"Dillard Complex","OR",1048,35,313
"Dillingham","AK",13435,18,268
"Dixon Marquette","IL",14828,0,347
"Dixon/Lee Energy Partners LLC","IL","--",0,329
"Dogwood Energy Facility","MO",57205,0,9
"Dolet Hills","LA",5126096,18967,9880
"Dolphus M Grainger","SC",1057864,11850,2374
"Domain Integrated Energy System","TX",1728,0,5
"Dome Project","CA",59214,0,166
"Dominguez Plant","CA",35093,0,87
"Dominion/Lo Mar","VA",1535,2,14
"Domino Sugar Arabi Plant","LA",115015,1,521
"Domino Sugar Baltimore","MD",144868,352,167
"Domtar - Woodland Mill","ME",86661,2004,864
"Domtar Kingsport Mill","TN",44920,1446,686
"Domtar Paper Co LLC Plymouth NC","NC",618592,3927,138
"Domtar Paper Company Rothschild","WI",86606,7,245
"Don Henry","NE",1042,0,3
"Donald Von Raesfeld Power Plant","CA",158739,1,10
"Doreen","MA",97,0,1
"Doswell Energy Center","VA",629088,0,203
"Double C Generation Limited Partnership","CA",162020,1,454
"Douglas","AZ",90,0,0
"Dover","OH",126393,2487,294
"Dover Peaking","OH",428,1,8
"Dow St Charles Operations","LA",1300583,6,3501
"Downtown","VA",255,0,5
"Doyle Energy Facility","GA",29829,0,15
"Drews Generating Facility","CA",1963,0,5
"Dubuque","IA",404463,1288,1313
"Duck Creek","IL",2165560,3491,3069
"Dunbarton Energy Partners LP","NH","--",0,74
"Dunkirk Generating Plant","NY",3367622,9137,2570
"Duraco Products","IL",1634,0,38
"Durant","IA",33,0,1
"Durgin & Crowell Lumber","NH",742,1,14
"Dutch Harbor","AK",22393,31,446
"Dutchess Cnty Resource Recovery Facility","NY",57418,"--","--"
"Dynegy Morro Bay LLC","CA",172701,1,49
"Dynegy Moss Landing Power Plant","CA",2643815,13,148
"Dynegy Oakland Power Plant","CA",41600,8,237
"Dynegy South Bay Power Plant","CA",570468,3,56
"E B Harris Electric Generating Plant","AL",931055,5,101
"E C Gaston","AL",9909621,118384,17997
"E D Edwards","IL",4699255,30794,6074
"E F Barrett","NY",891795,157,967
"E F Oxnard Energy Facility","CA",88517,0,237
"E J Stoneman Station","WI",46940,426,98
"E W Brown","KY",3643363,40997,6063
"EG178 Facility","TX",360525,2,1039
"EKS Landfill","MN","--",0,251
"Eagle Point Power Generation","NJ",80482,0,11
"Eagle Point Power Generation","NJ","--",0,7
"Eagle River","WI",348,0,7
"Eagle Valley (IN)","IN",1480065,13453,2629
"Earl F Wisdom","IA",65302,621,224
"Earlville","IA",14,"--","--"
"East 12th Street","KS",1345,0,1
"East Bend","KY",4717507,3580,4899
"East Bridgewater","MA","--",0,249
"East Hampton","NY",8805,12,32
"East Millinocket Mill","ME",110399,0,348
"East River","NY",1722040,185,724
"East Third Street Power Plant","CA",198326,31,124
"Eastern Correctional Institute","MD",234,7,64
"Eastern Landfill Gas LLC","MD","--",0,86
"Eastman Cogeneration Facility","TX",1005773,5,251
"Easton","MD",4047,6,80
"Easton 2","MD",5898,20,89
"Eastport","ME",21,"--","--"
"Eaton","MS",1900,0,4
"Ebensburg Power","PA",586987,1157,236
"Eckert Station","MI",1997563,5567,2189
"Eddystone Generating Station","PA",3126178,5855,4907
"Edenton Generators","NC",221,0,4
"Edge Moor","DE",1535235,7241,2058
"Edgecombe Genco LLC","NC",912311,231,589
"Edgerton","OH",112,0,2
"Edgewater","WI",4328497,14296,4538
"Edgewood Energy LLC","NY",111375,1,7
"Edward L. Addison Generating Plant","GA",89021,0,25
"Edwardsport","IN",161963,3017,535
"Effingham County Power Project","GA",323324,2,53
"Eielson AFB Central Heat & Power Plant","AK",278001,586,643
"El Cajon","CA",778,0,2
"El Centro","CA",246765,2,200
"El Segundo Cogen","CA",634533,3,1745
"El Segundo Power","CA",370222,1,23
"El Sobrante Gas Recovery","CA","--",0,290
"Electrifarm","IA",26307,0,73
"Elgin Energy Center LLC","IL",13405,0,10
"Elizabeth River Power Station","VA",45545,7,35
"Elizabethtown Power LLC","NC",8073,50,21
"Elk Basin Gasoline Plant","WY","--",0,100
"Elk City Station","NE","--",0,482
"Elk Hills Cogen","CA",209124,1,575
"Elk Hills Power LLC","CA",1294762,6,75
"Elk Mound","WI",8972,0,4
"Elk River","MN",112792,9,556
"Elk River City of","MN",32399,0,696
"Elkton","VA",56744,1,130
"Ellinwood","KS",198,0,4
"Ellwood","CA",1189,0,3
"Elm Street Substation Generators","MO",135,0,3
"Elmer Smith","KY",2179031,2291,6391
"Elmore Company","CA",8373,"--","--"
"Elrama Power Plant","PA",2362017,4374,5712
"Elroy","WI",162,0,3
"Elwood Energy LLC","IL",122843,1,35
"Emerson","NE",15,"--","--"
"Emery Station","IA",520723,3,63
"Emmonak","AK",2032,3,42
"Emory Decatur Hospital","GA",14,"--","--"
"Emory Hillandale Hospital","GA",2,"--","--"
"Empire","NV",658,"--","--"
"Empire Energy Center","MO",72420,0,34
"Encina","CA",824022,7,83
"Encina Water Pollution Control","CA",2613,0,134
"Encogen","WA",136029,1,34
"Enderlin","ND","--",3,43
"Endicott Station","MI",430738,747,573
"Energy Center Dover","DE",129517,0,347
"Energy Shelby County","IL",14789,0,13
"Engineered Carbons Borger Cogen","TX",903,7,1863
"Engineered Carbons Echo Cogeneration","TX",1756,5,1158
"Engle","OH",110,0,2
"Ennis Power Company LLC","TX",547712,3,130
"Entenmanns Energy Center","NY",14430,4,323
"Enterprise Products Operating","TX",157879,1,437
"Enterprise Sugar Factory","LA",2177,16,250
"Equilon Los Angeles Refining","CA",365539,3,634
"Equus Freeport Power","NY",52877,2,7
"Ergon Refining Vicksburg","MS",26298,0,71
"Erickson Station","MI",987052,2499,1039
"Erie","KS",25,0,0
"Erie Coke","PA",20932,332,185
"Erie Energy Center","KS",585,1,11
"Erving Paper Mills","MA",27812,145,50
"Escalante","NM",1572929,880,2599
"Escanaba","MI",208392,2308,566
"Escanaba Mill","MI",585836,4789,1921
"Escondido Energy Center","CA",1783,0,9
"Essential Power Massachusetts LLC","MA",91923,204,60
"Essential Power Newington LLC","NH",1037803,6,78
"Essential Power Rock Springs LLC","MD",71361,0,18
"Essex","MO",12484,0,8
"Essex Junction 19","VT",23,0,0
"Estherville","IA",87,0,2
"Etiwanda Generating Station","CA",537331,3,31
"Evander Andrews Power Complex","ID",18071,0,11
"Everett Cogen","WA",27537,30,104
"Evonik Industries AG","IN",21,"--","--"
"Ewa Nui Substation DG","HI",1149,2,23
"Exelon Framingham LLC","MA",2100,0,3
"Exelon L Street","MA",422,1,2
"Exelon LaPorte Generating Station","TX",55725,0,73
"Exelon Medway LLC","MA",1386,0,14
"Exeter Energy LP","CT",209851,125,357
"Exira","IA",18052,0,13
"ExxonMobil Baton Rouge Turbine Generator","LA",500148,2,1350
"ExxonMobil Baytown Refinery","TX",750967,4,2050
"ExxonMobil Baytown Turbine","TX",1707267,9,4658
"ExxonMobil Beaumont Refinery","TX",2222027,11,314
"ExxonMobil Mobile Bay Onshore","AL",32635,0,83
"ExxonMobil Oil Joliet Refinery","IL","--",1,41
"ExxonMobil Santa Ynez Facility","CA",241195,1,560
"F B Culley","IN",2420532,5441,2914
"Faber Place","SC",75,"--","--"
"Factory","IL",267,0,0
"Fair Station","IA",444257,3741,626
"Fairbanks","AK",13158,64,68
"Fairbury","NE",468,0,1
"Fairfax","MN",2,"--","--"
"Fairfield","IL",142,0,3
"Fairfield Works","AL",94787,7,49
"Fairgrounds","MO",543,1,3
"Fairhaven Power","CA",8436,33,117
"Fairless Energy Center","PA",1034329,5,106
"Fairless Hills","PA",754,2,23
"Fairmont (MN)","MN",3491,1,53
"Fairview","OK",9,"--","--"
"Falling Spring","PA",2605,1,58
"Falls","PA",1446,2,8
"Falls City","NE",607,0,14
"False Island","AK",506,1,10
"Far Rockaway","NY",162417,1,106
"Faribault Energy Park","MN",78896,1,18
"Farmer City","IL",161,0,3
"Faulkton","SD",166,0,3
"Fauquier Landfill Gas","VA","--",0,90
"Fayette Energy Facility","PA",130587,1,18
"Fayette Power Project","TX",12308905,24895,5274
"Feather River Energy Center","CA",8443,0,1
"Fellsway Development LLC","MA",4126,6,87
"Fennimore","WI",281,0,6
"Fermi","MI",1606,2,9
"Fernandina Beach Mill","FL",682720,6715,1986
"Fernandina Plant","FL",109995,1997,533
"Ferndale Generating Station","WA",365782,4,1140
"FiberMark Warren Glen Mill","NJ",4592,0,11
"Field Street","FL",154,0,1
"Finch Paper","NY",170116,1865,758
"Finley Combustion Turbine Plant","WA",3539,"--","--"
"FirstEnergy Albright","WV",1066496,13816,2041
"FirstEnergy Armstrong Power Station","PA",1695298,24594,2809
"FirstEnergy Ashtabula","OH",1584446,"--","--"
"FirstEnergy Ashtabula","OH","--",5070,1464
"FirstEnergy Bay Shore","OH","--",13796,6772
"FirstEnergy Bay Shore","OH",4435719,0,3
"FirstEnergy Bruce Mansfield","PA","--",21256,23337
"FirstEnergy Bruce Mansfield","PA",17346461,"--","--"
"FirstEnergy Eastlake","OH","--",75030,11528
"FirstEnergy Eastlake","OH",8575719,0,22
"FirstEnergy Edgewater","OH",765,0,29
"FirstEnergy Fort Martin Power Station","WV","--",79439,9154
"FirstEnergy Fort Martin Power Station","WV",7294943,"--","--"
"FirstEnergy Harrison Power Station","WV",12980876,4593,19191
"FirstEnergy Lake Shore","OH","--",2575,1416
"FirstEnergy Lake Shore","OH",1020218,0,2
"FirstEnergy Mad River","OH",2186,0,35
"FirstEnergy Mitchell Power Station","PA",1654779,844,2485
"FirstEnergy Pleasants Power Station","WV",8072140,38889,8629
"FirstEnergy R E Burger","OH",1751342,0,3
"FirstEnergy R E Burger","OH","--",15690,3087
"FirstEnergy R Paul Smith Power Station","MD",596960,3981,1040
"FirstEnergy Rivesville","WV",206881,1565,705
"FirstEnergy W H Sammis","OH",14550119,0,11
"FirstEnergy W H Sammis","OH","--",78374,18670
"FirstEnergy West Lorain","OH",36171,0,32
"FirstEnergy Willow Island","WV",718368,3501,2127
"Fisk Street","IL",1748632,5117,1178
"Fitchburg","WI",1920,0,5
"Flambeau River Papers","WI",10369,121,184
"Flint Creek","AR",3632150,7735,4954
"Flint River Operations","GA",14108,2634,709
"Flora Site A","IL",189,0,4
"Flora Site B","IL",126,0,3
"Florence","VT",386,1,2
"Florence Mill","SC",509092,6550,552
"Florida Power Development","FL",975237,5074,1619
"Florida's Natural Growers","FL",34980,0,89
"Flos Inn Diesel","ME",17,"--","--"
"Ford Utilities Center","NM",5991,0,17
"Fore River Generating Station","MA",960664,6,57
"Forest City Light Plant","IA",581,1,12
"Forked River","NJ",19473,0,8
"Formosa Plastics","LA",342031,3,1681
"Formosa Utility Venture Ltd","TX",2199552,47,13141
"Forney Energy Center","TX",3299432,16,934
"Fort Churchill","NV",475671,21,1437
"Fort Dodge","KS",179900,1,338
"Fort Greely Power Plant","AK",701,1,14
"Fort Lupton","CO",3009,1,11
"Fort Myers","FL",3916672,20,933
"Fort St Vrain","CO",1701995,9,355
"Fortistar North Tonawanda","NY",18538,0,8
"Foster Wheeler Martinez","CA",340622,2,988
"Foster Wheeler Mt Carmel Cogen","PA",413883,447,223
"Fountain Valley Power Facility","CO",195069,1,170
"Four Corners","NM",15777122,13782,40505
"Fourche Creek Wastewater","AR",569,0,144
"Fox Energy Center","WI",356271,2,38
"Fox Lake","MN",35970,117,62
"Fox Metro Water Reclamation District","IL",42,0,2
"Fox Valley Energy Center","WI",152298,1342,1062
"Frank E Ratts","IN",1522326,19630,3737
"Frank Knutson","CO",11083,0,3
"Frank M Tait","OH",5329,0,4
"Franklin (NE)","NE",53,0,1
"Franklin Drive","CT",213,0,2
"Franklin Heating Station","MN",65298,89,167
"Franklin/Grays","WA",2327,0,6
"Frederic Diesel","WI",236,0,5
"Frederickson","WA",10451,3,35
"Frederickson Power LP","WA",292831,2,26
"Fredonia","WA",26908,0,97
"Fredonia","KS",38,0,1
"Freeburg","IL",125,0,3
"Freedom Power Project","IL",1746,0,1
"Freeport Energy","TX",2820068,14,7670
"Freeport McMoRan","NM",143,0,3
"Freestone Energy Center","TX",1280840,7,366
"French Island","WI",48977,32,244
"Fresno Cogen Partners","CA",36424,0,5
"Frito-Lay Cogen Plant","CA",35689,0,94
"Front Range Power Plant","CO",920492,5,250
"Front Street","MA",704,1,14
"Frontera Energy Center","TX",801932,4,309
"Fruita","CO",370,0,1
"Ft. Pierre","SD",37,0,1
"Fulton (AR)","AR",61334,0,4
"Fulton (MO)","MO",332,0,3
"Fuyao Glass Illinois Inc.","IL",103,0,2
"G E Turner","FL",38379,52,210
"G F Weaton Power Station","PA",680207,121,473
"G G Allen","NC",5835217,41182,7618
"G W Ivey","FL",29330,5,676
"GMMM Westover","NY",631353,7925,1134
"GREC","OK",6530980,15241,13411
"GRS American Canyon","CA","--",0,159
"GRS Arbor Hills","MI","--",1,272
"GRS C&C","MI","--",0,288
"GRS CMS","NC",60,0,52
"GRS Coyote Canyon","CA","--",0,24
"GRS Fall River","MA","--",0,72
"GRS Menlo Park","CA","--",0,209
"GRS Newby I","CA","--",0,227
"GRS Newby II","CA","--",0,237
"GRS Pine Bend","MN","--",0,109
"GRS Richmond","VA","--",0,148
"GRS Sunset Farms","TX","--",0,300
"Gabbs","NV",78,0,2
"Gadsby","UT","--",1,51
"Gadsby","UT",228434,0,44
"Gadsden","AL",525151,7442,1574
"Galena Electric Utility","AK",6446,9,128
"Galion","OH",91,0,2
"Galion Generating Station","OH",391,"--","--"
"Gallatin (MO)","MO",40,0,1
"Gallatin (TN)","TN",7318996,21282,6342
"Gallup Refinery","NM",4729,0,13
"Gans","PA",17039,0,13
"Garden City","KS",67132,0,135
"Gardner Energy Center","KS",2399,0,7
"Garnett Municipal","KS",85,0,2
"Gary Works","IN",113225,311,171
"Gas Turbine (IA)","IA",58,"--","--"
"Gas Utilization Facility","CA","--",0,720
"Gastonia Duke Street","NC",42,0,1
"Gastonia Rankin Lake","NC",41,0,1
"Gastonia, Tulip Drive","NC",75,0,1
"Gates Peaker","CA",5983,0,1
"Gateway Gen","VA",110,0,2
"Gavin Power, LLC","OH",15289389,22486,30809
"Gaviota Oil Plant","CA",22854,0,61
"Gay Robinson","HI",11,4,59
"Gaylord - Consumers","MI",5985,0,17
"Gaylord - Wolverine","MI",2835,0,8
"Gaylord Container Bogalusa","LA",109971,3100,1724
"Geismar","LA",346525,4,1918
"General Chemical","WY",1281421,6365,1157
"General Electric Aircraft Engines","MA",166383,843,125
"General Electric Diesel Engine Plant","PA",19114,21,394
"General Electric Erie PA Power","PA",3717,5,74
"General Electric Plastic","AL",320654,1,93
"General Mills Inc","NY",3121,0,9
"General Mills Operations Lodi","CA",19031,0,53
"General Mills West Chicago","IL",1,"--","--"
"Genesee Power Station LP","MI","--",31,194
"Geneseo","IL",731,0,17
"Geneva Energy LLC","IL",26891,31,39
"Geneva Generation Facility","IL",2256,0,52
"Genoa","WI",2261926,12390,3581
"Genoa Diesel Generating Station","OH",667,1,13
"Geo East Mesa II","CA",1995,"--","--"
"Geo East Mesa III","CA",1874,"--","--"
"George Birdsall","CO",1498,0,4
"George Johnson","MI",8625,0,24
"George M Sullivan Generation Plant 2","AK",745779,4,2049
"George Neal North","IA",6406587,19540,10089
"George Neal South","IA",4552888,14914,4307
"Georgetown","IN",6053,0,7
"Georgia Pacific Center","GA",4,"--","--"
"Georgia-Pacific Big Island","VA",232588,902,80
"Georgia-Pacific Brewton Mill","AL",155706,3221,1678
"Georgia-Pacific Cedar Springs","GA",629020,28973,4426
"Georgia-Pacific Consr Prods LP-Naheola","AL",312615,4220,1454
"Georgia-Pacific Corp - Nekoosa Mill","WI",310055,3969,987
"Georgia-Pacific Crossett LLC","AR",96788,3166,1497
"Georgia-Pacific Monticello Paper","MS",214552,3301,1802
"Georgia-Pacific Palatka Operations","FL",290284,6313,1347
"Georgia-Pacific Port Hudson","LA",260447,4426,1032
"Georgia-Pacific Wauna Mill","OR",67835,0,101
"Geothermal 1","CA",13427,"--","--"
"Geothermal 2","CA",11537,"--","--"
"Gerald Andrus","MS",734547,1855,2154
"Gerald Gentleman","NE",9572543,28245,16009
"Germantown","WI",30003,0,4
"Geysers Unit 5-20","CA",120600,"--","--"
"Ghent","KY",12206389,45280,12989
"Gianera","CA",1365,0,4
"Gibbons Creek","TX",3561702,10807,2107
"Gibson","IN",21018325,140667,25885
"Gibson City Energy Center LLC","IL",7955,0,4
"Gila River Power Block 4","AZ",2164388,11,736
"Gilbert","NJ",43568,1,50
"Gillette SBMC","MA",79606,131,113
"Gilliam South","IA",18,"--","--"
"Gillum","IL",18,"--","--"
"Gilman Mill","VT","--",7,64
"Gilroy Peaking Energy Center","CA",28013,0,8
"Gilroy Power Plant","CA",50755,0,23
"Girard","KS",1680,0,35
"Girvin Landfill","FL","--",0,32
"Gladstone","MI",183,0,1
"Gleason Generating Facility","TN",2084,0,2
"Glen Gardner","NJ",8567,0,17
"Glen Lyn","VA",1631423,11360,3640
"Glenarm","CA",24598,0,4
"Glencoe","MN",480,1,10
"Glendive GT","MT",6548,0,3
"Glennallen","AK",8134,11,162
"Glenns Ferry Cogen Facility","ID",41031,0,93
"Glenwood","NY",223097,1,171
"Glenwood Landing","NY",85940,0,12
"Goal Line LP","CA",131781,1,363
"Godwin Drive Plant","VA",639,1,13
"Goldendale Generating Station","WA",377637,2,26
"Goodland","KS",254,0,5
"Goodyear Beaumont Chemical Plant","TX",560436,23,1406
"Goodyear Power Plant","OH",234606,5343,677
"Goose Creek Energy Center","IL",28321,0,6
"Goose Haven Energy Center","CA",6224,0,1
"Gordon","WI",15,"--","--"
"Gordon Evans Energy Center","KS",316579,2,1091
"Gordonsville Energy LP","VA",127468,1,45
"Gorgas","AL",7846610,73725,11862
"Gowanus Gas Turbines Generating","NY",88743,0,245
"Gowrie","IA",17,"--","--"
"Graettinger","IA",34,0,1
"Graham","TX",316251,85,626
"Gramercy Holdings LLC","LA",739411,4,2521
"Grand Blanc Generating Station","MI","--",0,450
"Grand Forks","ND",32,0,1
"Grand Haven Diesel Plant","MI",458,1,9
"Grand Junction","IA",22,"--","--"
"Grand Marais","MN",92,0,2
"Grand River","MI","--",0,369
"Grand Tower Energy Center LLC","IL",131449,1,87
"Granite City","MN",2363,0,7
"Granite Falls 2","MN",196,0,4
"Granite Ridge","NH",1212377,6,91
"Grant Town Power Plant","WV",849225,1717,119
"Grantsburg Diesel","WI",177,0,4
"Graphic Packaging","MI",1111263,5156,52
"Graphic Packaging International","CA",134351,1,365
"Graphic Packaging International Augusta Mill","GA",567377,5587,2362
"Gravel Neck","VA",43439,0,55
"Grayling Generating Station","MI",14960,193,268
"Grays Ferry Cogeneration","PA",306322,2,190
"Grayson","CA",66607,1,28
"Great Bend - Midwest Energy","KS",206,0,5
"Great Bend - Sunflower","KS",60630,0,146
"Greater Des Moines","IA",337108,2,23
"Greater Detroit Resource Recovery","MI",294040,28,1618
"Green Country Energy LLC","OK",1036621,5,294
"Green Knight Energy Center","PA","--",1,146
"Green Power 2","TX",1373889,51,103
"Green River","KY",705611,12861,1345
"Green Valley LFGTE","KY","--",0,198
"Greene County","AL",3662057,34349,5913
"Greene Valley Gas Recovery","IL","--",0,105
"Greenfield","IA",62,0,1
"Greenidge Generation LLC","NY",787631,10727,1724
"Greenleaf 1 Power Plant","CA",125533,1,558
"Greenleaf 2 Power Plant","CA",82892,0,1
"Greenport","NY",63,0,1
"Greens Bayou","TX",219868,1,86
"Greensburg","KS",130,0,3
"Greenville Electric Generating Station","OH",28977,0,21
"Greenville Steam","ME","--",9,64
"Greenwood (MI)","MI",211435,362,200
"Greenwood (MO)","MO",44279,1,127
"Gregory Power Facility","TX",1623685,8,384
"Griffith Energy LLC","AZ",538926,3,54
"Grimes Way","WA",203,0,4
"Grinnell","IA",686,0,2
"Grossmont Hospital","CA",11105,0,30
"Groton Generating Station","SD",14215,0,28
"Grundy Center City Light Plant","IA",112,0,2
"Guadalupe Generating Station","TX",1756209,9,861
"Guadalupe Power Plant","CA","--",0,315
"H Allen Franklin Combined Cycle","AL",1037553,5,106
"H B Robinson","SC",1122534,11342,2784
"H L Culbreath Bayside Power Station","FL",2734998,14,326
"H L Spurlock","KY",7312073,35269,7371
"H Power","HI",193611,17,819
"H Wilson Sundt Generating Station","AZ",828886,2424,1603
"HF Lee Plant","NC",1897410,12487,4301
"HL Power","CA","--",16,27
"HMDC Kingsland Landfill","NJ","--",0,166
"HMP&L Station Two Henderson","KY",1721209,4149,3685
"Haefling","KY",426,0,1
"Hagood","SC",15099,0,19
"Haines","AK",39,0,1
"Hal C Weaver Power Plant","TX",235613,2,791
"Halifax Electric","MA","--",0,117
"Hallam","NE",730,1,4
"Hallock","IL",294,0,6
"Hamakua Energy Plant","HI",326607,34,1614
"Hamilton (OH)","OH",374484,1300,689
"Hamilton (PA)","PA",1586,2,9
"Hamilton Peaking","OH",859,0,1
"Hammond","GA",3904933,36813,5246
"Hampton Facility","NH",26490,5,138
"Hana Substation","HI",73,0,1
"Hancock","MI",4429,0,13
"Handley","TX",506439,3,54
