"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2006&tab=annual_emissions&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Mon Nov 25 2019 16:25:33 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Androscoggin Energy Center","ME",55392,0,6
"Androscoggin Mill","ME",409564,6216,1026
"Angoon","AK",1553,2,31
"Angus Anson","SD",145441,1,63
"Anheuser-Busch Jacksonville","FL",48020,3,168
"Anheuser-Busch Newark Brewery","NJ",194946,189,937
"Anheuser-Busch St Louis","MO",311307,0,3
"Aniak","AK",2023,3,40
"Animas","NM",78410,0,210
"Anita","IA",61,0,1
"Ansley","NE",14,"--","--"
"Anson Abenaki Hydros","ME",109182,541,187
"Antelope Valley","ND",7136937,13177,13361
"Anthony","KS",1595,0,38
"Apache Station","AZ",2867040,2739,6888
"Apex Generating Station","NV",759440,4,119
"Apogee Technology Inc","MI",75,"--","--"
"Arapahoe","CO",1145160,2263,2597
"Arapahoe Combustion Turbine Project","CO",86988,0,27
"Arcadia Electric","WI",838,1,17
"Arcanum","OH",28,0,1
"Arcanum Peaking","OH",32,0,1
"ArcelorMittal Burns Harbor","IN",92792,49,2162
"ArcelorMittal Indiana Harbor West","IN",129794,30,7436
"ArcelorMittal Warren","OH",110544,924,184
"Arcelormittal Cleveland Inc","OH",33523,121,47
"Archbald Power Station","PA",19255,0,6
"Archer Daniels Midland Cedar Rapids","IA",2024271,2617,1573
"Archer Daniels Midland Clinton","IA",669474,3605,1130
"Archer Daniels Midland Decatur","IL",3868322,9736,2358
"Archer Daniels Midland Des Moines","IA",138872,420,889
"Archer Daniels Midland Lincoln","NE",155585,472,996
"Archer Daniels Midland Mankato","MN",124296,509,796
"Archer Daniels Midland Peoria","IL",499473,4575,7
"Archer Daniels Midland Southport","NC",2923,0,8
"Argus Cogen Plant","CA",1475804,457,1405
"Argyle","WI",45,0,1
"Arlington Valley Energy Facility","AZ",637233,3,51
"Armstrong","PA",38324,0,10
"Arnold","NE",26,0,1
"Arsenal Hill","LA",81767,0,69
"Arthur Kill Generating Station","NY",586296,3,447
"Arthur Von Rosenberg","TX",546414,3,1497
"Arvada","WY",1312,0,4
"Arvah B Hopkins","FL",502202,518,529
"Asbury","MO",1552326,13170,5165
"Asbury Park Press","NJ",3775,0,85
"Ascend Performance Materials Texas Inc.","TX",282833,1,579
"Ascutney","VT",463,1,3
"Ashdown","AR",523671,7656,2091
"Asheville","NC",2336875,2263,4245
"Ashland","KS",67,0,1
"Ashland Inc","MO",239011,5862,604
"Ashtabula","OH",177253,1,487
"Astoria Energy","NY",772402,4,174
"Astoria Gas Turbines","NY",84101,1,443
"Astoria Generating Station","NY",1729044,1226,1712
"Atascosita","TX","--",0,796
"Athens Generating Plant","NY",1687590,8,143
"Atlantic","IA",377,0,2
"Attala","MS",758130,0,41
"Attala","MS","--",3,0
"Attica","KS",37,0,1
"Auburn","NE",881,0,20
"Auburn State Street","NY",218,0,1
"Auburndale Peaker Energy Center","FL",8443,0,23
"Audrain Generating Station","MO",23121,0,5
"Augusta Electric Plant No 1","KS",53,0,1
"Augusta Electric Plant No 2","KS",1911,0,43
"Aurora","IL",49161,0,22
"Aurora Energy LLC Chena","AK",315178,703,729
"Austin Downtown","MN",2515,0,8
"Austin Northeast","MN",162295,1885,337
"Avenue A Generator Sets","IL",87,0,0
"Avon Energy Partners LLC","IL","--",0,122
"Avon Lake","OH",3350407,39444,5724
"Avon Park","FL",11254,2,36
"Axiall Natrium Plant","WV",965235,9607,720
"Axiall Plaquemine","LA",1153838,7,3640
"B Braun Medical","CA",36668,0,100
"B C Cobb","MI",1846743,9645,2297
"B E Morrow","MI",870,0,2
"B L England","NJ",1305140,9266,3326
"BASF Freeport Works","TX",417259,2,1135
"BCP","CO",133531,1,471
"BJ Gas Recovery","GA","--",0,218
"BP Naperville Cogeneration Facility","IL",529,0,1
"Baconton Power Plant","GA",12850,0,10
"Badger Creek Limited","CA",175588,1,492
"Bailly","IN",2163289,3002,9394
"Baldwin City Plant No 1","KS",42,0,1
"Baldwin City Plant No 2","KS",631,0,15
"Baldwin Energy Complex","IL",12552157,22659,4306
"Balefill LFG Project","NJ","--",0,287
"Bancroft","IA",45,0,1
"Baptist Medical Center","FL",54793,0,147
"Bar Harbor","ME",230,0,4
"Barber Creek","WY",1419,0,4
"Barney M Davis","TX",306150,2,545
"Barre","MA","--",0,80
"Barron","WI",109,0,2
"Barrow","AK",36866,0,103
"Barry","AL",12236919,47738,15241
"Basin Creek Plant","MT",20103,0,475
"Bassett Medical Center","NY",5586,8,114
"Bassett Table","VA",120,2,10
"Bastrop Energy Center","TX","--",2,112
"Bastrop Energy Center","TX",795961,2,122
"Batavia Power Plant","NY",8021,0,8
"Batesville Generation Facility","MS",831448,5,215
"Battle Mountain","NV",233,0,5
"Bavarian LFGTE","KY","--",0,288
"Baxter Wilson","MS",546744,357,1727
"Bay County Waste to Energy","FL",66511,132,396
"Bay Front","WI",236083,856,1070
"Bayboro","FL",59464,81,325
"Baylor University Cogen","TX",23330,0,65
"Bayonne Plant Holding LLC","NJ",79457,1,24
"Bayou Cogen Plant","TX",1366005,7,4026
"Bayou Cove Peaking Power","LA",2732,0,1
"Bayswater Peaking Facility LLC","NY",55241,4,8
"Baytown","TX","--",0,240
"Baytown Energy Center","TX",1809284,9,187
"Bayview","VA",4096,5,80
"Bayville Central Facility","NJ",5970,0,193
"Bear Canyon Power Plant","CA",3038,"--","--"
"Bear Mountain Limited","CA",163723,1,459
"Bear Valley Power Plant","CA",630,0,15
"Beatrice","NE",111261,1,13
"Beaver","OR",182398,1,500
"Beaver City","NE",51,0,1
"Beaver Creek Gas Plant","WY",24276,0,65
"Beaver Island","MI",53,0,1
"Belews Creek","NC",13029329,86447,19214
"Belle River","MI",8185460,21889,6863
"Belleville","KS",405,0,9
"Bellevue","IA",47,0,1
"Bellingham Cogeneration Facility","MA",153279,1,119
"Bellmeade Power Station","VA",163779,2,77
"Beloit","KS",254,0,6
"Beluga","AK",1273875,7,3569
"Ben French","SD",207016,711,465
"Benedum Plant","TX",2936,0,69
"Benkelman","NE",32,0,1
"Benndale","MS",45,"--","--"
"Bennett Mountain","ID",25497,0,69
"Benning","DC",51023,282,91
"Benson City of","MN",167,0,3
"Beowawe Power","NV",2927,"--","--"
"Bergen Generating Station","NJ",1915762,10,368
"Berkshire Power","MA",253100,1,37
"Berlin","MD",728,1,14
"Berlin 5","VT",5127,1,28
"Berlin Gorham","NH",33029,0,28
"Berlin Landfill Gas","WI","--",0,174
"Bernice Lake","AK",55248,0,155
"Berry Cogen","CA",224800,1,599
"Berry Cogen Tanne Hills 18","CA",86685,0,231
"Berry Placerita Cogen","CA",200637,1,551
"Bethany","MO",48,0,1
"Bethel","AK",31359,43,629
"Bethlehem Energy Center","NY","--",4,0
"Bethlehem Energy Center","NY",887816,0,42
"Bethlehem Power Plant","PA",449578,5,56
"Bethpage Power Plant","NY",287844,2,82
"Big Bend","FL",9541410,12680,27864
"Big Brown","TX",9286313,87291,6325
"Big Cajun 1","LA",7354,0,7
"Big Cajun 2","LA",12986512,42079,12012
"Big Pine","FL",128,0,3
"Big Sandy","KY",6471281,42163,12566
"Big Sandy Peaker Plant","WV",107981,1,71
"Big Stone","SD",3196446,10874,13319
"Binghamton Cogen","NY",6252,0,6
"Biodyne Congress","IL","--",0,2
"Biodyne Peoria","IL","--",0,104
"Biola University","CA",7154,0,165
"Biomass One LP","OR","--",23,127
"Birchwood Power","VA",1172078,344,544
"Bird City","KS",13,"--","--"
"Biron Mill","WI",478796,5626,977
"Black Dog","MN",1804959,3355,6448
"Black Hawk Station","TX",1001943,6,509
"Black Hills Ontario Facility","CA",23311,0,64
"Blackburn Landfill Co-Generation","NC","--",0,151
"Blackhawk","WI",365,0,1
"Blacksand Generating Facility","CA","--",0,85
"Blewett","NC",1242,2,7
"Block Island","RI",9421,13,188
"Bloomfield","IA",63,0,1
"Blooming Prairie","MN",53,0,1
"Bloomington Power Plant","UT",413,1,8
"Blossburg","PA",1784,0,5
"Blount Street","WI",228741,2379,499
"Blue Earth","MN",140,0,3
"Blue Lake","MN",92249,0,21
"Blue Spruce Energy Center","CO",154245,1,60
"Blue Valley","MO",424459,5440,356
"Bluebonnet","TX","--",0,130
"Bluegrass Generating Station","KY",8814,0,4
"Bluffton","IN",194,0,5
"Bluffview","NM",182200,1,70
"Blundell","UT",4897,"--","--"
"Blythe Energy Inc","CA",416984,2,61
"Boardman","OR",2357421,7895,5369
"Boise Cascade International Falls","MN",180956,1544,730
"Boise Cascade Pulp & Paper Mill","AL",155443,237,238
"Bonanza","UT",3816094,784,6666
"Boomer Lake Station","OK",412,0,5
"Boralex Sherman LLC","ME","--",18,157
"Borger Plant","TX",5721,11,283
"Bosque County Peaking","TX",603838,3,223
"Boulder Park","WA",8992,0,208
"Bountiful City","UT",2814,0,29
"Bowater Newsprint Calhoun Operation","TN",446706,3922,247
"Bowen","GA",20251651,187283,25978
"Bowline Point","NY",178662,117,196
"Bowling Green","OH",146,0,3
"Bowling Green Generating Station","OH",280,"--","--"
"Bowling Green Peaking","OH",994,0,1
"Boydton Plank Road Cogen Plant","VA",2347,2,35
"Bradford Dyeing Association","RI",33379,171,59
"Bradley Gas Recovery","CA","--",0,301
"Brady","NV",3151,"--","--"
"Brainerd Public Utilities","MN",1088,8,6
"Brame Energy Center","LA",3813280,9831,7227
"Brandon Shores","MD",8305977,36712,10854
"Brandon Station","TX",33763,0,93
"Brandy Branch","FL",548689,3,70
"Brandywine Power Facility","MD",216886,2,54
"Branford","CT",132,0,1
"Brawley","CA",1,"--","--"
"Brayton Point","MA",6438615,23383,5633
"Breese","IL",414,1,8
"Bremo Bluff","VA",1451697,10923,3078
"Brent Run Generating Station","MI","--",0,159
"Brentwood","NY",61023,0,5
"Brickyard Energy Partners LLC","IL","--",0,250
"Bridgeport Energy Project","CT",906546,5,147
"Bridgeport Gas Processing Plant","TX",21052,0,498
"Bridgeport Station","CT",2922727,2618,1975
"Bridgewater Power LP","NH",95971,18,88
"Bristol Myers Squibb New Brunswick","NJ",45673,0,123
"Broad River Energy Center","SC",390165,2,136
"Broadway (CA)","CA",14789,0,3
"Broadway (IN)","IN",17981,0,34
"Broken Bow","NE",610,0,13
"Bronx Zoo","NY",14600,5,312
"Brookhaven Facility","NY","--",0,122
"Brooklyn","IA",16,"--","--"
"Brooklyn City North Plant","IA",14,"--","--"
"Brooklyn Navy Yard Cogeneration","NY",1075382,5,47
"Brown Station Road Plant I","MD","--",0,233
"Brown Station Road Plant II","MD","--",0,440
"Brown University Central Heating","RI",31608,153,56
"Brownsville Peaking Power","TN",26173,0,14
"Brunner Island","PA",8350836,84863,11570
"Brunot Island","PA",9265,0,18
"Brunswick","NV",82,0,2
"Brunswick Cellulose","GA",175042,7097,1829
"Brush Generation Facility","CO",12407,0,3
"Brush IV","CO",16946,0,14
"Bryan (TX)","TX",86071,6,31
"Bryan Peaking","OH",161,0,3
"Bryant Sugar House","FL",1742,32,354
"Buchanan Generation LLC","VA",42875,0,29
"Buck","NC",1668475,8673,2007
"Buckeye Florida LP","FL",93585,5398,1456
"Bucknell University","PA",30673,3,85
"Bucksport Generation LLC","ME",836973,4,193
"Bull Run","TN",3905597,25389,7577
"Bunge Milling Cogen","IL",250870,497,223
"Bunge North America East LLC","IN",90856,1419,548
"Bunge Oil","IL",7626,0,21
"Buras","LA",2754,3,14
"Burlingame","KS",222,0,5
"Burlington (CO)","CO",6496,9,36
"Burlington (IA)","IA",1219123,4126,1066
"Burlington (KS)","KS",631,0,17
"Burlington GT","VT",564,1,3
"Burney Forest Products","CA",5052,31,192
"Burney Mountain Power","CA","--",10,54
"Burton","SC",553,0,2
"Burwell","NE",36,0,1
"Bushnell","IL",357,0,7
"Butler Municipal Power Plant","MO",298,0,6
"Butler-Warner Generation Plant","NC",40055,0,106
"Buxton","NC",885,1,17
"Buzzard Point","DC",49063,45,268
"Buzzard Roost","SC",354,0,1
"C D McIntosh Jr","FL",2807993,5560,4737
"C E Newman","TX",8178,0,3
"C P Kelco San Diego Plant","CA",123533,1,340
"C R Huntley Generating Station","NY",2709824,11158,2962
"C R Wing Cogen Plant","TX",306300,2,359
"C W Burdick","NE",11068,0,5
"CC Perry K","IN",344498,58,1001
"CE Leathers","CA",8439,"--","--"
"CE Turbo LLC","CA",1947,"--","--"
"CEIP Substation Distributed Generation","HI",141,0,3
"CES Placerita Power Plant","CA",7761,0,22
"CF Industries Yazoo City Complex","MS",79169,0,202
"CH Resources Syracuse","NY",30862,0,8
"CID Gas Recovery","IL","--",0,71
"CII Carbon LLC","LA",265967,8058,844
"CIP II/AR Bridgewater Holdings - NJCOE","NJ",29030,0,80
"CITGO Refinery Powerhouse","LA",878811,4,1065
"CNN Center","GA",1616,2,32
"CP Crane Power, LLC","MD",1868304,25294,4815
"CPI USA NC Roxboro","NC",192059,1336,165
"CPI USA NC Southport","NC",402259,2766,388
"CSL Behring LLC","IL",35181,0,90
"CSL Gas Recovery","FL","--",1,137
"CSUCI Site Authority","CA",107615,0,286
"CT Resource Rec Authority Facility","CT",319321,26,1051
"Cabot Holyoke","MA",4892,15,23
"Cadillac Renewable Energy","MI","--",51,313
"CalPeak Power Border Peaker Plant","CA",3616,"--","--"
"CalPeak Power Enterprise Peaker Plant","CA",3120,"--","--"
"CalPeak Power Panoche Peaker Plant","CA",5587,0,1
"CalPeak Power Vaca Dixon Peaker Plant","CA",6280,0,0
"Calcasieu","LA",23666,0,18
"Caledonia","MS",350136,2,69
"Caledonia Power Facility","MS",3295,0,1
"Calhoun Energy Center","AL",191533,1,61
"California Institute of Technology","CA",56279,0,158
"Calistoga Power Plant","CA",14935,"--","--"
"Calumet Energy Team LLC","IL",15075,0,7
"Calvert City","KY",177889,1,31
"Cambria Cogen","PA",894804,2856,932
"Cambridge","NE",43,0,1
"Cambridge CT","MN",187,0,1
"Camden Plant Holdings LLC","NJ",45513,0,20
"Camden Resource Recovery Facility","NJ",148355,14,538
"Camden South Carolina","SC",263800,1500,578
"Cameo","CO",501854,1723,596
"Campbell City","MO",163,0,3
"Campbell Village","NE",1,"--","--"
"Canaday","NE",22970,6,39
"Canadys Steam","SC",2380524,20851,4534
"Canal","MA",1437466,6207,1312
"Cane Island","FL",516799,3,85
"Cane Run","KY",3541272,15533,6161
"Canton North Carolina","NC",1002492,12534,769
"Cape Canaveral","FL",1341082,3670,4398
"Cape Fear","NC",1803260,12072,2304
"Cape Gas Turbine","ME",331,0,2
"Capitol District Energy Center","CT",8775,0,6
"Capitol Heat and Power","WI",28584,166,135
"Carbon","UT",1381852,6150,3359
"Cardinal","OH",10366113,78817,15567
"Cardinal Cogen","CA",220502,1,606
"Cargill Corn Milling Division","IA",562508,1756,692
"Cargill Corn Wet Milling Plant","TN",339417,2215,2
"Cargill Salt","MI",96709,776,541
"Caribou Generation Station","ME",290,1,3
"Carl Bailey","AR",52045,135,33
"Carlls Corner","NJ",32977,0,103
"Carlsbad","NM",1344,0,4
"Carmi","IL",451,1,9
"Caro","MI",4,"--","--"
"Carr Street Generating Station","NY",12347,0,3
"Carrollton","MO",756,0,16
"Carson Cogeneration","CA",180398,1,13
"Carson Ice-Gen Project","CA",205489,2,23
"Carthage","MO",4084,2,102
"Carthage Energy LLC","NY",5945,0,7
"Carville Energy LLC","LA",886388,5,255
"Cascade","IA",45,0,1
"Cascade Creek","MN",23955,0,17
"Casey City of","IL",135,0,3
"Cashton","WI",125,0,3
"Cass County","NE",65357,0,33
"Castleton Energy Center","NY",74147,0,31
"Catalyst Paper Snowflake Mill","AZ",788814,145,1088
"Caterpillar","IN",136,0,3
"Cayuga","IN",5699323,75455,8311
"Cayuga Operating Company","NY",2156626,1210,2216
"Cecil Lynch","AR",7803,0,37
"Cedar Bay Generating Company LP","FL",2056516,84,1163
"Cedar Bayou","TX",1653819,8,403
"Cedar Station","NJ",2676,1,3
"Celanese","TX","--",0,89
"Celanese Acetate LLC","VA",861101,0,368
"Centaur Generator Facility","CA",16363,0,42
"Centennial","AK",294,0,6
"Centerville","IA",8854,12,49
"Central District Wastewater Treat Plant","FL","--",0,301
"Central Energy Plant","FL",89779,2,248
"Central Michigan University","MI","--",5,44
"Central Plant","SC",669,0,14
"Central Power Plant","RI",56882,13,180
"Central Utilities Plant LAX","CA",44606,0,120
"Central Utility Plant","TX",16038,1,370
"Century Generating Facility","CA",2108,0,6
"CenturyLink Regional HQ","NC",125,0,2
"Ceredo Generating Station","WV",55295,0,12
"Chalk Cliff Limited","CA",166870,1,467
"Chalk Point LLC","MD",4222064,44989,9394
"Chalmette Refining LLC","LA","--",0,19
"Chambers Cogeneration LP","NJ",1977762,13321,1387
"Chambersburg","PA",60086,0,41
"Chamois","MO",590734,1009,1419
"Chaney Dell Plant","OK",11397,0,32
"Channel Energy Center LLC","TX",939440,14,227
"Channelview Cogeneration Plant","TX",2883536,14,280
"Chanute 2","KS",8440,0,14
"Chanute 3","KS",3836,1,89
"Chappell","NE",26,0,1
"Charles P Keller","NY",8611,5,184
"Charles Poletti","NY",1238278,609,1259
"Charles R Lowman","AL",3824582,16219,9871
"Charleston Resource Recovery Facility","SC",96033,9,425
"Charter Dura-Bar","IL",260,0,6
"Chattahoochee Energy Facility","GA",383344,2,47
"Chehalis Generating Facility","WA",519212,10,51
"Cherokee","CO",4706181,6455,9256
"Cherokee County Cogen","SC",111478,1,24
"Cherry Street","MA",322,0,7
"Cherryville City Hall","NC",25,0,0
"Chesapeake","VA",3572356,24315,5554
"Chester Generating Station","PA",1101,1,6
"Chester Operations","PA",634664,0,229
"Chesterfield","VA",7206345,58843,8066
"Chestnut Ridge Gas Recovery","TN","--",0,300
"Cheswick Power Plant","PA",2650406,29368,3829
"Chevak","AK",1766,2,36
"Chevron Oil","MS",1488749,9,227
"Chicopee Electric","MA","--",0,88
"Childrens Hospital","CA",13415,0,42
"Chillicothe","MO",973,1,8
"Chino Mines","NM",1488,0,4
"Cholla","AZ",7741037,19184,13367
"Chouteau","OK",711780,4,158
"Chowchilla II","CA",6342,0,147
"Christiana","DE",1097,0,8
"Chuck Lenzie Generating Station","NV",1622586,0,130
"Chula Vista Energy Center","CA",5016,0,15
"Chunchula Plant 1","AL",9487,0,32
"Church Street Plant","VA",622,1,12
"Cimarron River","KS",103140,0,169
"City Light & Water","NE",32,0,1
"Civic Center","CA",103586,1,290
"Clairton Works","PA",44627,4,136
"Clark (NVE)","NV",852301,8,3806
"Clark (SD)","SD",203,0,4
"Clark University","MA",4786,24,89
"Claude Vandyke","MI",2003,0,5
"Clay Boswell","MN",7574492,18513,12340
"Clay Center","KS",2381,0,56
"Clear Lake Cogeneration Ltd","TX",138731,0,382
"Clearwater Paper APP CB","AR",133735,1424,500
"Clearwater Paper IPP Lewiston","ID",72424,2988,844
"Clearwater Power Plant","CA",23347,0,64
"Cleary Flood","MA",11436,18,18
"Cleveland Peaking","OH",42,0,1
"Clewiston Sugar House","FL",12904,41,589
"Clifton","KS",17896,1,53
"Clifty Creek","IN",9080220,59305,19651
"Clinch River","VA",3719177,24615,7231
"Clinton","MI",25,0,1
"Clover","VA",6324078,1682,9104
"Co-Gen II LLC","OR","--",10,88
"Co-Gen LLC","OR","--",13,110
"Coachella","CA",2788,0,8
"Coal Creek","ND",9110286,29106,11330
"Coalinga 25D Cogen","CA",108128,1,274
"Coalinga 6C Cogen","CA",51727,0,131
"Coalinga Cogeneration","CA",217622,1,581
"Coalinga Cogeneration Facility","CA",44431,0,123
"Coastal Carolina Clean Power","NC","--",16,98
"Coastal Plains","TX","--",0,347
"Coca Cola Bottling of New York","NY",808,0,18
"Coffeen","IL",5557441,19964,10596
"Coffeyville","KS",25376,0,15
"Coffin Butte","OR","--",0,275
"Cogeneration 1","AZ",35520,0,81
"Coggon","IA",58,0,1
"Coit GT","SC",1121,0,3
"Colbert","AL",7662216,36236,13362
"Colby","KS",181,0,1
"Colby City of","KS",48,0,1
"Colchester 16","VT",1287,2,7
"Coldwater","MI",631,0,14
"Coleman","MO",29,0,1
"Coleto Creek","TX",5062778,12708,3362
"Colfax","MI",332,0,7
"Collins Pine Project","CA","--",8,56
"Collinwood","OH",217,0,1
"Colonie LFGTE Facility","NY","--",0,305
"Colorado Energy Nations Company","CO",773322,2496,1851
"Colstrip","MT",15857671,12971,29818
"Colstrip Energy LP","MT",404859,509,281
"Colton Plant","CA","--",0,77
"Columbia (MO)","MO",123215,1093,286
"Columbia (WI)","WI",7142918,20317,4668
"Columbia Energy Center","MO",14208,0,4
"Columbia Energy Center (SC)","SC",179124,1,74
"Columbia Flooring Melbourne","AR","--",3,24
"Columbus MS","MS",40249,3381,717
"Colver Power Project","PA",779009,1861,615
"Comanche (CO)","CO",4990850,12568,7630
"Comanche (OK)","OK",521204,3,2102
"Combined Locks Energy Center","WI",23105,0,2
"Combustion Turbine Project No 2","CA",26157,0,3
"Commerce Refuse To Energy","CA",43254,4,143
"Commercial Street","MA",9,"--","--"
"Commonwealth Chesapeake","VA",31931,9,29
"Concord","WI",73274,1,53
"Concord Cogen","CA",8157,0,193
"Conemaugh","PA",12622637,7291,21201
"Conesville","OH",8655050,82137,16203
"Conners Creek","MI",51398,0,53
"Connersville","IN",862,1,3
"Conoco","OK",72023,3,197
"Conroe","TX","--",0,98
"Consumer Operations LLC","WI",1146752,11482,3413
"Contra Costa","CA",86912,0,8
"Coolwater","CA",387751,2,328
"Coon Rapids II","IA",59,0,1
"Cooper","KY",1893843,19216,4146
"Coopersville","MI","--",0,636
"Cope","SC",2960815,2362,4129
"Copper","TX",14213,0,39
"Coralville GT","IA",638,0,2
"Cordova Energy","IL",168524,1,22
"Cornell Dubilier","SC",18,"--","--"
