"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2010&tab=annual_emissions&start=200101&end=201710&ctype=linechart&ltype=pin&maptype=0&rse=0&pin="
"Mon Nov 25 2019 17:09:01 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"American Crystal Sugar Crookston","MN",169503,1582,1055
"American Crystal Sugar Drayton","ND",183084,1709,1140
"American Crystal Sugar East Grand Forks","MN",291059,2717,1812
"American Crystal Sugar Hillsboro","ND",253876,737,487
"American Crystal Sugar Moorhead","MN",155810,1455,970
"American Eagle Paper Mills","PA",157022,1737,367
"American Gypsum Cogeneration","CO",12788,0,35
"Ames Electric Services Power Plant","IA",393712,857,867
"Ames GT","IA",1230,0,1
"Ampersand Chowchilla Biomass LLC","CA","--",4,41
"Anadarko","OH",13,0,0
"Anadarko Plant","OK",589120,0,28
"Anaheim GT","CA",20857,0,5
"Anchorage 1","AK",35465,0,99
"Anclote","FL",1430905,6401,1780
"Anderson","IN",1779,0,1
"Anderson Regional Landfill","SC","--",0,126
"Androscoggin Energy Center","ME",468986,2,51
"Androscoggin Mill","ME",32480,2696,578
"Angoon","AK",1449,1,28
"Angus Anson","SD",57996,0,26
"Anheuser-Busch Jacksonville","FL",45760,0,122
"Anheuser-Busch St Louis","MO",227427,4354,514
"Aniak","AK",2113,1,42
"Animas","NM",79084,0,216
"Anita","IA",47,0,1
"Ansley","NE",11,0,0
"Anson Abenaki Hydros","ME",98928,388,170
"Anson County Generation Facility","NC",145727,1,100
"Antelope Valley","ND",6934713,13510,11820
"Anthony","KS",903,0,22
"Apache Station","AZ",2265928,4163,4553
"Apex Generating Station","NV",693933,3,66
"Arapahoe","CO",761071,1816,1867
"Arapahoe Combustion Turbine Project","CO",88635,0,25
"Arcadia Electric","WI",528,0,11
"Arcanum","OH",14,0,0
"Arcanum Peaking","OH",8,0,0
"ArcelorMittal Burns Harbor","IN",156143,28,1759
"ArcelorMittal Indiana Harbor West","IN",155529,14,601
"ArcelorMittal Warren","OH",43775,12,145
"Arcelormittal Cleveland Inc","OH",41643,13,48
"Archbald Power Station","PA",18686,0,13
"Archer Daniels Midland Cedar Rapids","IA",2099258,2195,1952
"Archer Daniels Midland Clinton","IA",1801747,434,1616
"Archer Daniels Midland Columbus","NE",582646,5216,3982
"Archer Daniels Midland Decatur","IL",3903740,6042,2096
"Archer Daniels Midland Des Moines","IA",131276,1253,836
"Archer Daniels Midland Lincoln","NE",147435,1432,955
"Archer Daniels Midland Mankato","MN",103763,1008,672
"Archer Daniels Midland Peoria","IL",574294,2840,6
"Archer Daniels Midland Southport","NC",14900,0,42
"Argus Cogen Plant","CA",1421109,245,1395
"Argyle","WI",8,0,0
"Arlington Valley Energy Facility","AZ",464071,2,32
"Armstrong","PA",50423,0,15
"Arnold","NE",8,0,0
"Arsenal Hill","LA",50570,3,83
"Arthur Kill Generating Station","NY",565043,2,320
"Arthur Von Rosenberg","TX",230311,1,633
"Arvada","WY",1620,0,5
"Arvah B Hopkins","FL",650713,44,275
"Asbury","MO",1330946,8532,873
"Asbury Park Press","NJ",2970,0,66
"Ascend Performance Materials Texas Inc.","TX",165732,1,305
"Ascutney","VT",284,0,2
"Ashdown","AR",523941,4977,2038
"Asheville","NC",2508329,1814,1042
"Ashland","KS",13,0,0
"Ashland Inc","MO",212756,4500,532
"Ashtabula","OH",163735,1,422
"Astoria Energy","NY",1294299,8,93
"Astoria Gas Turbines","NY",29589,17,188
"Astoria Generating Station","NY",1176344,200,796
"Atascosita","TX","--",0,705
"Athens Generating Plant","NY",2320762,12,134
"Athens Regional Medical Center","GA",41,0,1
"Atlantic","IA",116,0,0
"Attala","MS",730851,3,37
"Attica","KS",248,0,5
"Auburn","NE",229,0,6
"Auburn State Street","NY",283,0,1
"Auburndale Peaker Energy Center","FL",8816,0,7
"Audrain Generating Station","MO",36768,0,9
"Augusta Electric Plant No 1","KS",3,0,0
"Augusta Electric Plant No 2","KS",147,0,3
"Auke Bay","AK",403,0,2
"Aurora","IL",18086,0,7
"Aurora Energy LLC Chena","AK",325615,549,742
"Austin Downtown","MN",58,0,0
"Austin Gas Recovery","TX","--",0,448
"Austin Northeast","MN",4179,39,11
"Avenue A Generator Sets","IL",32,0,0
"Avon Lake","OH",2552001,32196,4631
"Avon Park","FL",8912,1,24
"Axiall Natrium Plant","WV",740906,5938,689
"Axiall Plaquemine","LA",1101006,7,3450
"B Braun Medical","CA",34927,0,96
"B C Cobb","MI",1959326,10335,2605
"B E Morrow","MI",1379,0,4
"B L England","NJ",607386,1757,1205
"BASF Freeport Works","TX",414904,2,1118
"BJ Gas Recovery","GA","--",0,150
"BNWRD","IL",11,0,0
"BP Naperville Cogeneration Facility","IL",17947,0,49
"Baconton Power Plant","GA",112513,0,86
"Badger Creek Limited","CA",184503,1,497
"Bailly","IN",2148640,8312,2497
"Baldwin City Plant No 1","KS",31,0,0
"Baldwin City Plant No 2","KS",538,0,13
"Baldwin Energy Complex","IL",12214959,20039,3412
"Balefill LFG Project","NJ","--",0,21
"Bancroft","IA",11,0,0
"Bank of America Plaza","GA",12,0,0
"Baptist Medical Center","FL",151864,1,407
"Bar Harbor","ME",523,0,10
"Barber Creek","WY",1520,0,4
"Barney M Davis","TX",738556,4,132
"Barre","MA","--",0,85
"Barre Peaker","CA",3976,0,0
"Barron","WI",16,0,0
"Barrow","AK",39504,0,111
"Barry","AL",10064351,16844,7640
"Basin Creek Plant","MT",9147,0,216
"Bassett Medical Center","NY",15,0,0
"Bastrop Energy Center","TX",631076,3,183
"Batavia Power Plant","NY",16461,0,34
"Batesville Generation Facility","MS",958419,5,300
"Battle Mountain","NV",30,0,1
"Bavarian LFGTE","KY","--",0,175
"Baxter Wilson","MS",1216395,118,4279
"Bay County Waste to Energy","FL",65039,128,383
"Bay Front","WI",118971,314,603
"Bayboro","FL",20298,9,63
"Bayonne Plant Holding LLC","NJ",91753,0,23
"Bayou Cogen Plant","TX",1249354,7,326
"Bayou Cove Peaking Power","LA",25680,0,6
"Bayswater Peaking Facility LLC","NY",33916,3,5
"Baytown","TX","--",0,219
"Baytown Energy Center","TX",1863402,9,189
"Bayview","VA",4289,3,85
"Bayville Central Facility","NJ",285,0,53
"Bear Canyon Power Plant","CA",2662,"--","--"
"Bear Mountain Limited","CA",188777,1,509
"Bear Valley Power Plant","CA",348,0,8
"Beatrice","NE",30833,0,4
"Beaver","OR",87245,0,237
"Beaver City","NE",10,0,0
"Beaver Creek Gas Plant","WY",11413,0,31
"Beaver Island","MI",174,0,3
"Beecher Gas Recovery","IL","--",0,276
"Belews Creek","NC",12706455,3288,2968
"Belle River","MI",8365787,22881,8303
"Bellefontaine Gas Producers LLC","OH","--",0,440
"Belleville","KS",105,0,2
"Bellevue","IA",15,0,0
"Bellingham Cogeneration Facility","MA",423120,2,288
"Bellmeade Power Station","VA",346114,13,91
"Beloit","KS",150,0,4
"Beluga","AK",1247247,6,3494
"Ben French","SD",190820,490,414
"Benedum Plant","TX",3086,0,72
"Benndale","MS",16,0,0
"Bennett Mountain","ID",24751,0,14
"Benning","DC",185710,793,339
"Benson City of","MN",57,0,1
"Benson Power Biomass Plant","MN","--",35,369
"Beowawe Power","NV",2779,"--","--"
"Bergen Generating Station","NJ",2529263,13,422
"Berkshire Power","MA",388433,2,36
"Berlin","MD",326,0,6
"Berlin 5","VT",2779,1,15
"Berlin Landfill Gas","WI","--",0,155
"Bernice Lake","AK",24519,0,69
"Berry Cogen","CA",229814,1,622
"Berry Cogen Tanne Hills 18","CA",88434,0,239
"Berry Placerita Cogen","CA",190221,1,520
"Bethany","MO",37,0,1
"Bethany II","MO",13,0,0
"Bethel","AK",30187,21,623
"Bethlehem Energy Center","NY",1664130,8,112
"Bethlehem Power Plant","PA",1207438,47,93
"Bethlehem Renewable Energy LLC","PA","--",0,60
"Bethpage Power Plant","NY",213272,1,77
"Big Bend","FL",8581867,8725,4357
"Big Brown","TX",9778485,57310,6114
"Big Cajun 1","LA",40093,0,48
"Big Cajun 2","LA",12931246,33928,11105
"Big Sandy","KY",5866349,38941,4226
"Big Sandy Peaker Plant","WV",18231,0,13
"Big Sky Dairy Digester","ID","--",0,229
"Big Stone","SD",3332604,11421,11231
"Big Valley Power LLC","CA","--",1,5
"Binghamton Cogen","NY",3729,0,3
"Biola University","CA",7614,0,176
"Biomass One LP","OR","--",20,111
"Birchwood Power","VA",796207,422,351
"Bird City","KS",84,0,2
"Biron Mill","WI",497516,5316,1046
"Black Dog","MN",1406440,2509,5346
"Black Hawk Station","TX",1004709,47,451
"Black Mountain Generating Station","AZ",41930,1,30
"Blackburn Landfill Co-Generation","NC","--",0,290
"Blacksand Generating Facility","CA","--",0,54
"Blewett","NC",943,6,15
"Block Island","RI",9205,6,183
"Bloomfield","IA",58,0,1
"Blooming Prairie","MN",65,0,1
"Bloomington Power Plant","UT",131,0,3
"Blossburg","PA",1970,0,5
"Blount Street","WI",36505,252,71
"Blue Earth","MN",55,0,1
"Blue Lake","MN",71327,0,15
"Blue Lake Power LLC","CA",3,4,18
"Blue Spruce Energy Center","CO",245367,1,70
"Blue Valley","MO",147458,509,33
"Bluebonnet","TX","--",0,36
"Bluegrass Generating Station","KY",55130,0,22
"Bluffview","NM",176979,1,65
"Blundell","UT",7049,"--","--"
"Blythe Energy Inc","CA",485984,3,42
"Boardman","OR",3956800,14194,8125
"Boise Cascade International Falls","MN",124071,1559,734
"Boise Cascade Pulp & Paper Mill","AL",161178,1304,426
"Bolivar","TN",1878,1,37
"Bonanza","UT",3510294,1313,6165
"Boomer Lake Station","OK",75,0,1
"Borger Plant","TX",7933,11,290
"Bosque County Peaking","TX",252758,1,140
"Bostic Delivery No 2","NC",5,0,0
"Bottle Rock Power","CA",1736,"--","--"
"Boulder Park","WA",5811,0,135
"Boulevard","GA",506,0,2
"Bountiful City","UT",3971,0,36
"Bowater Newsprint Calhoun Operation","TN",142465,4436,175
"Bowen","GA",21483667,6911,6583
"Bowline Point","NY",192942,3,241
"Bowling Green","OH",54,0,1
"Bowling Green Generating Station","OH",501,0,0
"Bowling Green Peaking","OH",649,0,1
"Boydton Plank Road Cogen Plant","VA",3853,3,3
"Bradley Gas Recovery","CA","--",0,607
"Brady","NV",1945,"--","--"
"Brainerd Public Utilities","MN",930,7,5
"Brame Energy Center","LA",5917959,22355,3758
"Brandon Shores","MD",6099257,1143,3417
"Brandon Station","TX",42651,0,116
"Brandy Branch","FL",893727,5,68
"Brandywine Power Facility","MD",258290,2,63
"Branford","CT",773,0,5
"Brayton Point","MA",6023858,27439,4424
"Breese","IL",241,0,4
"Bremo Bluff","VA",1008625,7023,2095
"Brent Run Generating Station","MI","--",0,230
"Brentwood","NY",37150,0,3
"Brickyard Energy Partners LLC","IL","--",0,299
"Bridgeport Energy Project","CT",1229723,6,160
"Bridgeport Gas Processing Plant","TX",26996,0,709
"Bridgeport Station","CT",1294297,1155,861
"Bridgewater Dairy Anaerobic Digester","OH","--",0,113
"Bridgewater Power LP","NH",190,28,47
"Bristol Myers Squibb New Brunswick","NJ",47628,0,130
"Broad Mountain","PA","--",0,85
"Broad River Energy Center","SC",552247,3,175
"Broadridge Cogen","CA",3782,0,101
"Broadway (CA)","CA",23632,0,3
"Broadway (IN)","IN",10570,0,20
"Broken Bow","NE",128,0,2
"Bronx Zoo","NY",14036,0,302
"Brookhaven Facility","NY","--",0,73
"Brooklyn","IA",10,0,0
"Brooklyn City North Plant","IA",7,0,0
"Brooklyn Navy Yard Cogeneration","NY",1145964,5,64
"Brown Station Road Plant I","MD","--",0,97
"Brown Station Road Plant II","MD",4,0,330
"Brown University Central Heating","RI",22709,12,51
"Brownsville Peaking Power","TN",186143,1,122
"Brunner Island","PA",9249495,16168,15239
"Brunot Island","PA",7703,0,4
"Brunswick","NV",71,0,1
"Brunswick Cellulose","GA",125314,5300,1693
"Brunswick Landfill Gas","VA",1175,1,225
"Brush Generation Facility","CO",60028,0,30
"Bryan (OH)","OH",410,0,2
"Bryan (TX)","TX",711,0,2
"Bryan Peaking","OH",93,0,2
"Bryon Center","MI","--",0,251
"Buchanan Generation LLC","VA",31376,0,20
"Buck","NC",1178374,5896,1038
"Buckeye Florida LP","FL",63080,3764,2343
"Bucknell University","PA",31446,0,85
"Bucksport Generation LLC","ME",834410,3,185
"Bull Run","TN",3323787,807,1108
"Bunge Milling Cogen","IL",55977,508,403
"Bunge North America East LLC","IN",74546,531,421
"Bunge Oil","IL",9958,0,28
"Buras","LA",1395,0,4
"Burlingame","KS",155,0,3
"Burlington (CO)","CO",4653,3,27
"Burlington (IA)","IA",824073,2622,652
"Burlington (KS)","KS",188,0,4
"Burlington GT","VT",291,1,1
"Burney Forest Products","CA",2001,30,190
"Burney Mountain Power","CA","--",10,59
"Burwell","NE",22,0,0
"Bushnell","IL",74,0,1
"Butler Municipal Power Plant","MO",73,0,1
"Butler-Warner Generation Plant","NC",49548,9,64
"Buxton","NC",1099,1,22
"Buzzard Point","DC",5032,4,28
"C D McIntosh Jr","FL",2056606,3847,1378
"C P Kelco San Diego Plant","CA",56439,0,156
"C R Huntley Generating Station","NY",2118730,5481,1535
"C R Wing Cogen Plant","TX",81191,0,87
"C W Burdick","NE",1809,0,1
"CC Perry K","IN",426539,0,841
"CCCSD Wastewater Treatment Plnt","CA",19265,0,53
"CE Leathers","CA",8992,"--","--"
"CE Turbo LLC","CA",385,"--","--"
"CEIP Substation Distributed Generation","HI",353,0,7
"CF Industries Yazoo City Complex","MS",106147,0,270
"CH Resources Beaver Falls","NY",1077,0,2
"CH Resources Syracuse","NY",3441,0,2
"CID Gas Recovery","IL","--",0,69
"CII Carbon LLC","LA",227728,3984,732
"CIP II/AR Bridgewater Holdings - NJCOE","NJ",32305,0,88
"CITGO Refinery Powerhouse","LA",747058,4,1013
"CNN Center","GA",80,0,2
"CP Crane Power, LLC","MD",954807,5071,2222
"CPI USA NC Roxboro","NC",66334,605,200
"CPI USA NC Southport","NC",228582,1788,682
"CSL Behring LLC","IL",21617,0,60
"CSL Gas Recovery","FL","--",1,140
"CSUCI Site Authority","CA",105815,1,282
"CT Resource Rec Authority Facility","CT",301237,25,1044
"Cabot Holyoke","MA",1278,1,2
"Cadillac Renewable Energy","MI","--",78,213
"Caithness Long Island Energy Center","NY",796023,4,40
"CalPeak Power Border Peaker Plant","CA",6946,0,1
"CalPeak Power Enterprise Peaker Plant","CA",11064,0,1
"CalPeak Power Panoche Peaker Plant","CA",3062,0,0
"CalPeak Power Vaca Dixon Peaker Plant","CA",2983,0,0
"Calabasas Gas to Energy Facility","CA","--",0,44
"Calcasieu","LA",152347,1,88
"Caledonia","MS",1582124,8,142
"Calhoun Energy Center","AL",162474,1,56
"California Institute of Technology","CA",48676,0,136
"Calistoga Power Plant","CA",13841,"--","--"
"Caltech Central","CA",605,0,0
"Calumet Energy Team LLC","IL",12050,0,9
"Calvert City","KY",192569,1,69
"Cambria Cogen","PA",837202,1878,653
"Cambridge","NE",23,0,0
"Cambridge CT","MN",29226,0,34
"Camden Plant Holdings LLC","NJ",179644,1,57
"Camden Resource Recovery Facility","NJ",125054,12,458
"Camden South Carolina","SC",11410,67,24
"Cameo","CO",478932,1293,416
"Campbell Industrial Park","HI",13097,26,74
"Campbell Village","NE",0,0,0
"Cana Gas Processing Plant","OK",23,0,1
"Canaday","NE",13699,2,26
"Canadys Steam","SC",1298854,11503,2014
"Canal","MA",113080,264,54
"Cane Island","FL",579957,3,65
"Cane Run","KY",3292408,8607,5404
"Cannon Falls Energy Center","MN",62903,0,17
"Canton North Carolina","NC",1035340,9765,911
"Cape Canaveral","FL",189011,417,555
"Cape Fear","NC",1986023,12113,2712
"Cape Gas Turbine","ME",744,0,4
"Capitol District Energy Center","CT",5941,0,6
"Capitol Heat and Power","WI",15665,25,49
"Carbon","UT",1329106,6770,3353
"Carbon Limestone","OH","--",1,1469
"Cardinal","OH",9300080,29504,1901
"Cardinal Cogen","CA",239479,1,641
"Cargill B6 Biofactory","ID","--",0,72
"Cargill Corn Milling Division","IA",552742,1515,544
"Cargill Corn Wet Milling Plant","TN",290158,2738,8
"Cargill Dry Creek Biofactory","ID","--",0,301
"Cargill Salt","MI",63523,422,349
"Caribou Generation Station","ME",7,0,0
"Carl Bailey","AR",33033,42,33
"Carleton College","MN","--",0,0
"Carlls Corner","NJ",4824,0,54
"Carlsbad","NM",7455,0,21
"Carlyle","IL",358,0,7
"Carmi","IL",109,0,2
"Caro","MI",10,0,0
"Carr Street Generating Station","NY",14831,0,3
"Carrollton","MO",149,0,3
"Carson Cogeneration","CA",161998,1,14
"Carson Ice-Gen Project","CA",146545,2,15
"Carthage","MO",2254,0,61
"Carthage Energy LLC","NY",6445,0,7
"Carville Energy LLC","LA",1131312,6,297
"Cascade","IA",18,0,0
"Cascade Creek","MN",3329,0,2
"Casey City of","IL",39,0,1
"Cashton","WI",9,0,0
"Cass County","NE",27214,0,15
"Castleton Energy Center","NY",62747,0,46
"Catalyst Paper Snowflake Mill","AZ",695961,290,1039
"Catawba River Pollution Control","NC",20,0,0
"Caterpillar","IN",277,0,5
"Catskill Mts Energy Corporation","NY","--",0,36
"Cayuga","IN",5713732,1828,7560
"Cayuga Operating Company","NY",1735291,10058,2375
"Cecil Lynch","AR",40158,0,71
"Cedar Bay Generating Company LP","FL",1963226,1604,1615
"Cedar Bayou","TX",678698,3,161
"Cedar Bayou 4","TX",863982,4,72
"Cedar Hills","WA",2633,2,355
"Cedar Station","NJ",3708,1,37
"Celanese Acetate LLC","VA",1912103,14188,205
"Centennial","AK",32,0,1
"Center Peaker","CA",3657,0,0
"Centerville","IA",4109,2,16
"Central District Wastewater Treat Plant","FL","--",0,416
"Central Energy Plant","FL",186267,1,512
"Central Michigan University","MI",3387,5,54
"Central Plant","SC",766,0,16
"Central Power Plant","RI",62763,0,171
"Central Utilities Plant LAX","CA",42106,0,115
"Central Utility Plant","TX",30578,1,384
"Century Generating Facility","CA",1612,0,4
"CenturyLink Regional HQ","NC",33,0,1
"Ceredo Generating Station","WV",32061,0,7
"Chaffee Gas Recovery","NY","--",0,573
"Chalk Cliff Limited","CA",174661,1,470
"Chalk Point LLC","MD",4258724,2372,4068
"Chalmette Refining LLC","LA","--",0,21
"Chambers Cogeneration LP","NJ",1294574,1344,902
"Chambersburg","PA",54604,0,39
"Chamois","MO",480734,1077,1673
"Channel Energy Center LLC","TX",963570,16,107
"Channelview Cogeneration Plant","TX",3055480,15,277
"Chanute 2","KS",10107,0,24
"Chanute 3","KS",3329,0,70
"Chappell","NE",21,0,0
"Charles City","VA",1605,1,55
"Charles P Keller","NY",2834,1,68
"Charles Poletti","NY",86943,59,108
"Charles R Lowman","AL",3234112,6042,5573
"Charter Dura-Bar","IL",2851,0,84
"Chattahoochee Energy Facility","GA",606115,3,61
"Chautauqua LFGTE Facility","NY","--",0,528
"Chehalis Generating Facility","WA",514005,6,76
"Cherokee","CO",3733478,6750,8039
"Cherokee County Cogen","SC",206946,1,46
"Cherry Street","MA",396,0,8
"Cherryville City Hall","NC",32,0,1
"Chesapeake","VA",3233934,18082,3776
"Chester Generating Station","PA",1085,1,6
"Chester Operations","PA",483141,725,183
"Chesterfield","VA",7273847,25135,3840
"Chesterfield Landfill Gas","VA",1221,1,164
"Chestnut Ridge Gas Recovery","TN","--",0,267
"Cheswick Power Plant","PA",1753164,10711,2288
"Chevron Oil","MS",696458,9,219
"Childrens Hospital","CA",16413,0,46
"Chillicothe","MO",574,1,3
"Chino Mines","NM",173,0,0
"Choctaw County","MS",156319,1,37
"Cholla","AZ",7199305,5891,7926
"Chouteau","OK",646079,3,125
"Chowchilla II","CA",20858,0,483
"Christiana","DE",942,3,1
"Chuck Lenzie Generating Station","NV",2710260,14,250
"Chula Vista Energy Center","CA",802,0,0
"Church Street Plant","VA",227,0,4
"Cimarron River","KS",42199,0,87
"City Light & Water","NE",7,0,0
"City of Palo Alto","CA",404,0,9
"CityCenter Central Plant Cogen Units","NV",32446,0,88
"Civic Center","CA",91507,0,242
"Clairton Works","PA",52225,3,125
"Clark (NVE)","NV",281798,0,12
"Clark (SD)","SD",17,0,0
"Clark University","MA",3190,0,75
"Clark-Floyd Landfill Gas Generating","IN","--",0,190
"Claude Vandyke","MI",5575,0,14
"Clay Boswell","MN",6560645,6037,5844
"Clay Center","KS",483,0,10
"Clear Lake Cogeneration Ltd","TX",329087,2,271
"Clearwater Paper APP CB","AR",127381,1469,490
"Clearwater Paper IPP Lewiston","ID",60830,3174,930
"Clearwater Power Plant","CA",646,0,2
"Cleary Flood","MA",56238,68,81
"Cleveland Peaking","OH",43,0,1
"Clewiston Sugar House","FL",6133,69,860
"Clifton","KS",15334,0,44
"Clifty Creek","IN",7770660,62535,8273
"Clinch River","VA",1472774,6137,1811
"Clinton","MI",5,0,0
"Clinton LFGTE Facility","NY","--",0,550
"Clover","VA",5751902,2128,8922
"Co-Gen LLC","OR","--",4,33
"Coachella","CA",2188,0,7
"Coal Creek","ND",9112217,16434,7867
"Coalinga 25D Cogen","CA",90070,0,229
"Coalinga 6C Cogen","CA",28825,0,73
"Coalinga Cogeneration","CA",230829,1,26
"Coalinga Cogeneration Facility","CA",45593,0,125
"Coastal Carolina Clean Power","NC","--",41,290
"Coastal Plains","TX","--",0,379
"Coffeen","IL",5161695,191,1439
"Coffeyville","KS",1213,0,0
"Coffin Butte","OR","--",0,556
"Cogeneration 1","AZ",39100,0,85
"Coggon","IA",72,0,1
"Coit GT","SC",2977,0,10
"Colbert","AL",5923497,21031,9121
"Colby","KS",1267,0,4
"Colby City of","KS",130,0,3
"Colchester 16","VT",178,0,1
"Coldwater","MI",199,0,4
"Coleto Creek","TX",4390806,15981,2934
"Colfax","MI",134,0,3
"Collins Pine Project","CA","--",9,61
"Collinwood","OH",85,0,0
"Colonie LFGTE Facility","NY","--",0,438
"Colorado Bend Energy Center","TX",538779,3,99
"Colorado Energy Nations Company","CO",577996,2064,1459
"Colstrip","MT",16814130,14488,17211
"Colstrip Energy LP","MT",429101,520,292
"Colton Plant","CA","--",0,146
"Columbia (MO)","MO",90253,783,220
"Columbia (WI)","WI",7619384,25147,4850
"Columbia Energy Center","MO",2743,0,1
"Columbia Energy Center (SC)","SC",79104,0,41
"Columbia Flooring Melbourne","AR","--",3,23
"Columbus MS","MS",27416,3218,579
"Colusa Generating Station","CA",28284,0,8
"Colver Power Project","PA",1014163,2632,591
"Comanche (CO)","CO",5880020,2331,3517
"Comanche (OK)","OK",450990,2,2175
"Combined Locks Energy Center","WI",11721,0,1
