"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2010&tab=annual_emissions&start=200101&end=201710&ctype=linechart&ltype=pin&maptype=0&rse=0&pin="
"Mon Nov 25 2019 17:09:01 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","State","CO2 Emissions (tons)","SO2 Emissions (tons)","NOX Emissions (tons)"
"Combustion Turbine Project No 2","CA",6477,0,1
"Commerce Refuse To Energy","CA",46846,4,131
"Commonwealth Chesapeake","VA",39407,3,34
"Concord","WI",35384,0,23
"Concord Cogen","CA",4328,0,102
"Conemaugh","PA",10938833,6401,17749
"Conesville","OH",6504832,15002,7073
"Conners Creek","MI",12,0,0
"Connersville","IN",143,0,1
"Consumer Operations LLC","WI",1005324,11698,3334
"Contra Costa","CA",24466,0,3
"Coolwater","CA",12379,0,12
"Coon Rapids II","IA",70,0,1
"Cooper","KY",1890665,16338,3545
"Coopersville","MI","--",0,501
"Cope","SC",2416965,1596,891
"Copper","TX",12122,0,22
"Coralville GT","IA",1877,0,5
"Cordova Energy","IL",63392,0,7
"Cornelius Delivery No 1","NC",35,0,1
"Cornell University Central Heat","NY",138469,111,3
"Corning","IA",42,0,1
"Corona Energy Partners, Ltd","CA",68524,0,185
"Coronado","AZ",6343900,10634,11453
"Corpus Christi","TX",185751,1,510
"Corpus Christi Energy Center","TX",1171991,7,366
"Corpus Refinery","TX",193457,1,642
"Cos Cob","CT",4953,1,31
"Coso Energy Developers","CA",12056,"--","--"
"Coso Finance Partners","CA",14003,"--","--"
"Coso Power Developers","CA",15067,"--","--"
"Cosumnes","CA",1380400,7,61
"Cottonwood Energy Project","TX",1223779,7,183
"Coughlin Power Station","LA",311070,2,76
"Countyside Genco LLC","IL","--",1,1185
"Covanta Alexandria/Arlington Energy","VA",140783,13,547
"Covanta Babylon Inc","NY",98714,9,368
"Covanta Bristol Energy","CT",90505,8,313
"Covanta Delano Energy","CA","--",4,132
"Covanta Delaware Valley","PA",494088,47,2792
"Covanta Essex Company","NJ",232383,36,1475
"Covanta Fairfax Energy","VA",446312,39,1599
"Covanta Haverhill","MA",224812,23,1063
"Covanta Hempstead","NY",408095,37,1534
"Covanta Hennepin Energy","MN",152608,14,659
"Covanta Indianapolis Energy","IN",344125,25,75
"Covanta Lake County Energy","FL",66177,6,259
"Covanta Marion Inc","OR",72739,7,301
"Covanta Mendota","CA","--",23,144
"Covanta Niagara I, LLC","NY",324502,32,2
"Covanta Plymouth Renewable Energy","PA",159678,16,514
"Covanta Southeastern Connecticut Company","CT",111593,10,420
"Covanta Stanislaus Energy","CA",99863,10,329
"Covanta Tulsa Renewable Energy LLC","OK",84685,8,323
"Covanta Wallingford Energy","CT",59598,5,163
"Covanta Warren Energy","NJ",58918,6,232
"Covel Gardens Gas Recovery","TX","--",0,794
"Covington Facility","VA",1378957,4408,2893
"Cox Waste to Energy","KY","--",6,56
"Coyote","ND",3326737,12421,11179
"Coyote Springs","OR",616046,6,160
"Coyote Springs II","OR",615053,3,1626
"Craig (AK)","AK",65,0,1
"Craig (CO)","CO",9585070,3068,13427
"Craven County Wood Energy LP","NC","--",63,1156
"Crawford","IL",2247376,5884,1429
"Creed Energy Center","CA",4204,0,1
"Crestwood Dothan","AL",800,1,15
"Crete","NE",292,0,5
"Crete Energy Venture LLC","IL",13331,0,2
"Crisfield","MD",1017,1,20
"Crisp Plant","GA",1103,2,3
"Crist","FL",4926043,4036,7172
"Crockett Cogen Project","CA",694486,3,1633
"Cromby Generating Station","PA",569239,1927,1155
"Cross","SC",13779026,8437,5621
"Crossroads Energy Center","MS",16214,0,5
"Crotched Mountain Rehabilitation Center","NH",63,0,1
"Croydon CT Generating Station","PA",16323,20,60
"Crystal Mountain","WA",109,0,2
"Crystal River","FL",11482339,35813,9728
"Culbertson Generation Station","MT",21110,0,6
"Cumberland (NJ)","NJ",36534,0,24
"Cumberland (TN)","TN",13863146,10360,4453
"Cumberland (WI)","WI",50,0,1
"Cumberland County PA LFG Recovery","PA","--",0,712
"Cumberland County Solid Waste Complex","NJ","--",0,390
"Cunningham","NM",486435,3,814
"Currant Creek","UT",995255,5,59
"Curtis","NE",27,0,0
"Curtis H Stanton Energy Center","FL",836145,5,88
"Cushing","OK",187,0,5
"Custer Energy Center","WI",477,0,2
"Cutrale Citrus Juices USA I","FL",50618,0,138
"Cutrale Citrus Juices USA II","FL",73045,0,199
"Cuyamaca Peak Energy Plant","CA",9358,0,1
"Cymric 31X Cogen","CA",40226,0,105
"Cymric 36W Cogen","CA",93893,0,245
"Cymric 6Z Cogen","CA",47280,0,123
"Cytec 1, 2 & 3","CT",220,0,4
"D B Wilson","KY",3452336,8251,846
"D G Hunter","LA",3016,0,30
"DADS Gas Recovery","CO","--",0,289
"DANC LFGTE Facility","NY","--",0,411
"DFW Gas Recovery","TX","--",1,649
"DG Whitefield LLC","NH","--",30,44
"DSM Pharmaceuticals","NC",1045,0,12
"Dafter","MI",911,1,17
"Dahlberg","GA",186042,3,519
"Dakota Magic","ND",1,0,0
"Dale","KY",918561,6672,1825
"Dallman","IL",2737208,3003,1304
"Dan E Karn","MI",2868130,12118,1147
"Dan River","NC",639962,3894,882
"Danbury Diesel","WI",40,0,0
"Dane County Landfill #2 Rodefeld","WI","--",0,332
"Dansby","TX",77346,0,37
"Danskammer Generating Station","NY",1667134,7595,1969
"Danville Kentuck Road Plant","VA",14,0,0
"Danville New Design Plant","VA",15,0,0
"Danville Westover Plant","VA",12,0,0
"Darby Power, LLC","OH",26157,0,7
"Darbytown","VA",140506,6,150
"Darlington County","SC",115356,25,183
"Dartmouth College Heating Plant","NH",53818,221,97
"Dartmouth Power Associates LP","MA",68365,0,16
"Dave Johnston","WY",5120868,12085,6665
"Davenport Water Pollution Control Plant","IA",42,0,167
"David City","NE",145,0,3
"Davidson Gas Producers LLC","NC","--",0,18
"Dayton (IA)","IA",12,0,0
"Dayton (MI)","MI",81,0,2
"De Pere Energy Center","WI",19821,0,15
"DeBary","FL",218635,84,338
"DeCordova Steam Electric Station","TX",15475,1,44
"DeKalb County Green Energy Facility","GA","--",0,222
"DeRidder Mill","LA",98878,2565,812
"DeSoto County Plant","FL",1816,2,8
"Dean","MI",35945,0,7
"Dean Drive Area Electric Generators","VA",79,0,2
"Dean H Mitchell","IN",438,0,1
"Dearborn Industrial Generation","MI",690764,220,346
"Decatur Energy Center","AL",1413418,7,101
"Decker Creek","TX",710405,10,710
"Decorative Panels Intl","MI",101318,750,738
"Deepwater","NJ",167872,630,330
"Deer Island Treatment Plant","MA",17751,12,15
"Deer Park Energy Center","TX",3267444,16,208
"Deercroft I & II LFGTE","IN","--",0,456
"Deerhaven Generating Station","FL",1451347,2885,518
"Deertrack Park Gas Recovery","WI","--",0,659
"Del Ranch Company","CA",8992,"--","--"
"Delano","MN",37,0,1
"Delaware City 10","DE",168,0,0
"Delaware Generating Station","PA",1607,1,9
"Dell Power Station","AR",285897,2,41
"Delray","MI",19672,0,7
"Delta","MS",4367,0,6
"Delta (CO)","CO",263,0,6
"Delta Energy Center","CA",1578060,8,106
"Delta Power","AK",238,0,1
"Demoss Petrie","AZ",5091,0,2
"Denton Power LLC","TX","--",0,127
"Des Moines Wastewater Reclamation Fac","IA","--",0,229
"Des Plaines Gas Recovery","IL","--",0,139
"Desert Basin","AZ",459408,3,50
"Desert Peak Power Plant","NV",2845,"--","--"
"Desert Star Energy Center","NV",1188653,6,122
"Desert View Power","CA",27839,15,209
"Deshler","NE",26,0,1
"Detour","MI",858,1,16
"Detroit Lakes","MN",52,0,0
"Devon Station","CT",10512,0,13
"Dickerson","MD",2663818,2345,3498
"Dicks Creek","OH",633,0,0
"Diesel Generators","WI",411,0,8
"Diesel Group 1","VA",340,0,7
"Dighton Power Plant","MA",227988,1,26
"Dike City Power Plant","IA",22,0,0
"Dillard Complex","OR",7708,44,402
"Dillingham","AK",13156,9,260
"Dixon/Lee Energy Partners LLC","IL","--",0,400
"Dodge Park Engine No 1","OH",16,0,0
"Dogwood Energy Facility","MO",364904,2,44
"Dolet Hills","LA",5188726,19261,4280
"Dolphus M Grainger","SC",410949,5077,931
"Dome Project","CA",26705,0,67
"Dominguez Plant","CA",39459,0,96
"Dominion/Lo Mar","VA",501,0,4
"Domino Sugar Arabi Plant","LA",119821,1,280
"Domino Sugar Baltimore","MD",115425,1,127
"Domtar - Woodland Mill","ME",48538,1888,459
"Domtar Kingsport Mill","TN",11454,1534,764
"Domtar Paper Co LLC Plymouth NC","NC",76432,3386,1103
"Domtar Paper Company Rothschild","WI",4743,0,12
"Don Henry","NE",41,0,0
"Donald Von Raesfeld Power Plant","CA",194694,1,13
"Doreen","MA",950,0,6
"Doswell Energy Center","VA",1210605,7,346
"Double C Generation Limited Partnership","CA",101782,1,274
"Douglas","AZ",575,0,3
"Dover","OH",126232,1336,307
"Dover Peaking","OH",86,0,2
"Dow St Charles Operations","LA",1265461,6,3180
"Downtown","VA",84,0,2
"Doyle Energy Facility","GA",31455,0,63
"Drews Generating Facility","CA",1533,0,4
"Drexel Operations Center","NC",36,0,1
"Dry Creek LFG to Energy Project","OR","--",0,273
"Dubuque","IA",212766,710,743
"Duck Creek","IL",2615243,686,1038
"Dunbarton Energy Partners LP","NH","--",0,46
"Dunkirk Generating Plant","NY",2769029,6696,2125
"Durant","IA",5,0,0
"Durgin & Crowell Lumber","NH",0,0,0
"Dutch Harbor","AK",19191,13,382
"Dutchess Cnty Resource Recovery Facility","NY",57914,5,18
"Dynegy Morro Bay LLC","CA",50181,0,14
"Dynegy Moss Landing Power Plant","CA",1397430,7,91
"Dynegy Oakland Power Plant","CA",10437,0,61
"Dynegy South Bay Power Plant","CA",46293,0,5
"E B Harris Electric Generating Plant","AL",1606054,8,166
"E C Gaston","AL",8861794,66353,10382
"E D Edwards","IL",5010636,10895,3275
"E F Barrett","NY",710533,11,694
"E F Oxnard Energy Facility","CA",67562,0,183
"E J Stoneman Station","WI","--",383,173
"E W Brown","KY",3147047,18981,5219
"EG178 Facility","TX",342133,2,1030
"EKS Landfill","MN","--",0,53
"ENEL Salt Wells LLC","NV",2895,"--","--"
"Eagle Point Power Generation","NJ",68777,0,17
"Eagle Valley (IN)","IN",1299611,11128,1603
"Earl F Wisdom","IA",32403,298,120
"Earlville","IA",14,0,0
"Earthmovers LFGTE","IN","--",0,77
"East 12th Street","KS",7656,0,8
"East Bend","KY",4354973,1552,2326
"East Bridgewater","MA","--",0,134
"East Hampton","NY",14248,9,58
"East Millinocket Mill","ME",12595,209,41
"East River","NY",2021811,81,973
"East Third Street Power Plant","CA",164457,11,102
"Eastern Correctional Institute","MD",821,8,62
"Eastern Landfill Gas LLC","MD","--",0,307
"Eastman Cogeneration Facility","TX",1010644,5,267
"Easton","MD",1277,3,25
"Easton 2","MD",2463,5,27
"Eastport","ME",263,0,5
"Eastside WWTP","NC",6,0,0
"Eaton","MS",4655,0,11
"Ebensburg Power","PA",580013,2181,295
"Eckert Station","MI",1849279,4923,1939
"Eddystone Generating Station","PA",2156779,4474,3457
"Edenton Generators","NC",299,0,6
"Edge Moor","DE",485445,581,349
"Edgecombe Genco LLC","NC",746135,343,1633
"Edgerton","OH",18,0,0
"Edgewater","WI",4317744,13187,2989
"Edgewood Energy LLC","NY",75454,0,5
"Edward L. Addison Generating Plant","GA",35099,1,20
"Edwardsport","IN",166293,3190,519
"Effingham County Power Project","GA",813542,4,92
"Eielson AFB Central Heat & Power Plant","AK",238868,586,565
"El Cajon","CA",1051,0,3
"El Cajon Energy Center","CA",13859,0,2
"El Centro","CA",330578,2,346
"El Nido Facility","CA","--",2,17
"El Segundo Cogen","CA",557540,3,1685
"El Segundo Power","CA",115998,0,8
"El Sobrante Gas Recovery","CA","--",0,327
"Electric Avenue Facility","VA",105,0,2
"Electrifarm","IA",75707,0,155
"Elgin Energy Center LLC","IL",33656,0,16
"Elim","AK",773,0,16
"Elizabeth River Power Station","VA",129956,36,164
"Elk Basin Gasoline Plant","WY","--",0,108
"Elk City Station","NE","--",0,687
"Elk Hills Cogen","CA",183688,1,595
"Elk Hills Power LLC","CA",1397797,7,69
"Elk Mound","WI",9985,0,4
"Elk River","MN",97712,0,6
"Elk River City of","MN",79,0,725
"Elkins Generating Center","AR",148,0,0
"Elkton","VA",53889,0,124
"Ellinwood","KS",58,0,2
"Ellwood","CA",1559,0,4
"Elm Road Generating Station","WI",1328303,119,558
"Elm Street Substation Generators","MO",17,0,0
"Elmer Smith","KY",2584235,8691,3329
"Elmore Company","CA",8555,"--","--"
"Elmwood Park Power LLC","NJ",14369,0,7
"Elrama Power Plant","PA",665256,1390,1545
"Elroy","WI",30,0,1
"Elwood Energy LLC","IL",319758,1,95
"Emerson","NE",7,0,0
"Emery Station","IA",213198,1,33
"Emmonak","AK",1932,0,40
"Emory Decatur Hospital","GA",21,0,0
"Emory Hillandale Hospital","GA",3,0,0
"Empire","NV",557,"--","--"
"Empire Energy Center","MO",62601,1,48
"Empire Generating Co LLC","NY",422559,2,28
"Emporia Energy Center","KS",218709,1,125
"Encina","CA",226820,1,17
"Encina Water Pollution Control","CA",1549,0,263
"Encogen","WA",96699,3,20
"Enderlin","ND","--",1,17
"Endicott Station","MI",340742,1101,450
"Energy Center Dover","DE",138421,0,313
"Energy Shelby County","IL",2923,0,2
"Engineered Carbons Borger Cogen","TX",930,7,1810
"Engineered Carbons Echo Cogeneration","TX",508,4,1045
"Engle","OH",55,0,1
"Ennis Power Company LLC","TX",598275,3,130
"Enoree Phase II Landfill Gas Recovery","SC","--",0,161
"Entenmanns Energy Center","NY",11973,1,278
"Enterprise Products Operating","TX",159447,1,425
"Enterprise Sugar Factory","LA","--",19,289
"Equilon Los Angeles Refining","CA",28686,1,263
"Equus Freeport Power","NY",34720,0,4
"Ergon Refining Vicksburg","MS",27513,0,75
"Erickson Station","MI",708505,2143,861
"Erie","KS",25,0,0
"Erie Coke","PA",9759,45,43
"Erie Energy Center","KS",182,0,3
"Erving Paper Mills","MA",24789,102,45
"Escalante","NM",1759304,1099,2823
"Escanaba","MI",120018,1065,292
"Escanaba Mill","MI",374711,4428,1641
"Escondido Energy Center","CA",629,0,0
"Essential Power Massachusetts LLC","MA",85658,49,65
"Essential Power Newington LLC","NH",751151,4,77
"Essential Power Rock Springs LLC","MD",269253,1,68
"Essex","MO",4247,0,4
"Essex Junction 19","VT",592,0,12
"Estherville","IA",93,0,2
"Etiwanda Generating Station","CA",143285,1,9
"Evander Andrews Power Complex","ID",63487,0,19
"Everett Cogen","WA",16955,29,99
"Evergreen BioPower LLC","OR","--",17,112
"Evonik Industries AG","IN",7,0,0
"Ewa Nui Substation DG","HI",489,0,10
"Exelon Framingham LLC","MA",795,1,3
"Exelon L Street","MA",295,0,2
"Exelon LaPorte Generating Station","TX",27260,0,21
"Exelon Medway LLC","MA",3553,2,19
"Exeter Energy LP","CT",200584,108,76
"Exira","IA",1986,0,2
"ExxonMobil Baton Rouge Turbine Generator","LA",402450,2,1086
"ExxonMobil Baytown Refinery","TX",823170,4,2265
"ExxonMobil Baytown Turbine","TX",1703771,9,4690
"ExxonMobil Beaumont Refinery","TX",1711915,9,343
"ExxonMobil Mobile Bay Onshore","AL",38380,0,98
"ExxonMobil Oil Joliet Refinery","IL","--",29,34
"ExxonMobil Santa Ynez Facility","CA",248434,1,578
"F B Culley","IN",1946879,1724,1344
"Factory","IL",61,0,0
"Fair Station","IA",238975,3554,429
"Fairbanks","AK",18769,81,38
"Fairbanks Morse Engine","WI",9,0,0
"Fairbury","NE",268,0,1
"Fairfax","MN",3,0,0
"Fairfield","IL",53,0,1
"Fairfield University CHP Plant","CT",15058,0,42
"Fairfield Works","AL",110134,21,79
"Fairgrounds","MO",124,1,1
"Fairhaven Power","CA",1576,28,97
"Fairless Energy Center","PA",2115159,11,150
"Fairless Hills","PA",2554,62,70
"Fairmont (MN)","MN",900,0,21
"Fairview","OK",4,0,0
"Falling Spring","PA",1767,0,40
"Falls","PA",931,1,5
"Falls City","NE",191,0,4
"False Island","AK",214,0,4
"Far Rockaway","NY",119126,1,71
"Faribault Energy Park","MN",151463,1,22
"Farmer City","IL",29,0,0
"Faulkton","SD",113,0,2
"Fauquier Landfill Gas","VA","--",0,114
"Fayette Energy Facility","PA",781994,4,58
"Fayette Power Project","TX",10972852,24417,5849
"Feather River Energy Center","CA",7811,0,2
"Fellsway Development LLC","MA",2921,2,59
"Fennimore","WI",23,0,0
"Fergus Control Ctr","MN",18,0,0
"Fermi","MI",5057,0,28
"Fernandina Beach Mill","FL",627486,7379,2200
"Fernandina Plant","FL",14887,203,426
"Ferndale Generating Station","WA",296356,2,791
"Field Street","FL",1521,1,8
"Finch Paper","NY",90331,4230,549
"FirstEnergy Albright","WV",666323,7374,1247
"FirstEnergy Armstrong Power Station","PA",1617438,23619,2607
"FirstEnergy Ashtabula","OH",909509,4561,1292
"FirstEnergy Bay Shore","OH",3666529,10839,5967
"FirstEnergy Bruce Mansfield","PA",16443019,19738,10331
"FirstEnergy Eastlake","OH",6257443,43606,7334
"FirstEnergy Edgewater","OH",176,2,5
"FirstEnergy Fort Martin Power Station","WV",6134309,2217,10235
"FirstEnergy Harrison Power Station","WV",11732029,10335,9690
"FirstEnergy Lake Shore","OH",844130,2783,979
"FirstEnergy Mad River","OH",672,4,10
"FirstEnergy Mitchell Power Station","PA",966851,669,1515
"FirstEnergy Pleasants Power Station","WV",7816753,11507,5505
"FirstEnergy R E Burger","OH",1149099,11540,1688
"FirstEnergy R Paul Smith Power Station","MD",289832,1874,479
"FirstEnergy Rivesville","WV",15598,117,56
"FirstEnergy W H Sammis","OH",12830748,11577,10429
"FirstEnergy West Lorain","OH",47179,2,18
"FirstEnergy Willow Island","WV",204578,1024,500
"Fisk Street","IL",1592243,3810,961
"Fitchburg","WI",3415,0,14
"Fitchburg Gas Recovery","MA","--",0,365
"Five Oaks Gas Recovery","IL","--",0,284
"Flambeau River Papers","WI",16450,142,286
"Flint Creek","AR",3579285,7716,4427
"Flint River Operations","GA",13099,2594,644
"Flora Site A","IL",27,0,1
"Flora Site B","IL",21,0,0
"Florence Mill","SC",245403,3708,489
"Florida Power Development","FL",629459,1993,1028
"Florida's Natural Growers","FL",38054,0,104
"Flos Inn Diesel","ME",11,0,0
"Ford Utilities Center","NM",20333,0,57
"Fore River Generating Station","MA",1648542,8,89
"Forest City Light Plant","IA",160,0,3
"Forked River","NJ",9173,2,11
"Formosa Plastics","LA",218992,1,572
"Formosa Utility Venture Ltd","TX",1519533,11,5033
"Forney Energy Center","TX",2733296,14,780
"Fort Churchill","NV",89235,0,244
"Fort Dodge","KS",217320,1,238
"Fort Greely Power Plant","AK",529,0,11
"Fort Lupton","CO",2528,0,6
"Fort Myers","FL",3665056,55,928
"Fort St Vrain","CO",1414394,7,507
"Fortistar North Tonawanda","NY",15333,0,11
"Foster Wheeler Martinez","CA",412364,2,1135
"Foster Wheeler Mt Carmel Cogen","PA",374653,404,319
"Fountain Valley Power Facility","CO",249451,1,198
"Four Corners","NM",13601534,10018,35232
"Fox Energy Center","WI",234843,1,24
"Fox Lake","MN",13584,1,24
"Fox Metro Water Reclamation District","IL",23,0,1
"Fox Valley Energy Center","WI",105,6,54
"Frank E Ratts","IN",1381495,19330,1687
"Frank Knutson","CO",2282,1,8
"Frank M Tait","OH",20033,0,13
"Franklin (LA)","LA",5,0,0
"Franklin (NE)","NE",58,0,1
"Franklin Drive","CT",918,0,6
"Franklin Heating Station","MN",80817,1,198
"Franklin/Grays","WA",922,0,3
"Frederic Diesel","WI",14,0,0
"Frederickson","WA",8700,0,24
"Frederickson Power LP","WA",315081,2,30
"Fredonia","WA",42466,1,5
"Freeburg","IL",106,0,2
"Freedom Power Project","IL",2856,0,2
"Freeport Energy","TX",2706845,13,7362
"Freeport McMoRan","NM",10,0,0
"Freestone Energy Center","TX",1825819,9,639
"French Island","WI",25612,0,5
"Fresno Cogen Partners","CA",7265,0,1
"Frey Farm Landfill","PA","--",0,237
"Frito-Lay Cogen Plant","CA",33056,0,88
"Front Range Power Plant","CO",613860,3,175
"Front Street","MA",1095,1,22
"Frontera Energy Center","TX",793284,4,284
"Fruita","CO",1248,0,3
"Ft. Pierre","SD",40,0,1
"Fulton (AR)","AR",56819,0,23
"Fulton LFGTE Facility","NY","--",0,107
"Fuyao Glass Illinois Inc.","IL",152,0,3
"G E Turner","FL",25949,15,85
"G F Weaton Power Station","PA",643904,1797,851
"G G Allen","NC",5229523,1879,4577
"G W Ivey","FL",16873,1,384
"G2 Energy Marion LLC","FL","--",0,303
"G2 Energy Ostrom Road LLC","CA","--",0,131
"GLRA Landfill","PA","--",0,187
"GMMM Westover","NY",259750,344,164
"GREC","OK",6672752,15208,12407
"GRS American Canyon","CA","--",0,120
"GRS Arbor Hills","MI","--",1,218
"GRS C&C","MI","--",0,103
"GRS CMS","NC","--",0,50
"GRS Coyote Canyon","CA","--",1,26
"GRS Fall River","MA","--",0,165
"GRS Menlo Park","CA","--",0,130
"GRS Newby I","CA","--",0,251
"GRS Newby II","CA","--",0,139
"GRS Pine Bend","MN","--",0,89
"GRS Richmond","VA","--",0,121
"GRS Sunset Farms","TX","--",0,297
"Gabbs","NV",126,0,2
"Gadsby","UT",248425,1,92
"Gadsden","AL",346534,4126,840
"Galena 2 Geothermal Power Plant","NV",2050,"--","--"
"Galena 3 Geothermal Power Plant","NV",4600,"--","--"
"Galena Electric Utility","AK",4861,3,99
"Galion","OH",38,0,1
"Galion Generating Station","OH",313,0,0
"Gallatin (MO)","MO",57,0,1
"Gallatin (TN)","TN",6800823,18372,4704
"Gambell","AK",933,0,19
"Gans","PA",54719,0,34
"Garden City","KS",40605,0,80
"Gardner Energy Center","KS",927,0,3
"Garnett Municipal","KS",26,0,1
"Gary Works","IN",139389,244,330
"Gas Turbine (IA)","IA",516,0,1
"Gas Utilization Facility","CA","--",0,739
"Gastonia Duke Street","NC",22,0,0
"Gastonia Prime Power Park","NC",89,0,2
"Gastonia Rankin Lake","NC",21,0,0
"Gastonia, Tulip Drive","NC",55,0,1
"Gates Peaker","CA",1403,0,0
"Gateway Gen","VA",49,0,1
"Gateway Generating Station","CA",1153985,6,71
"Gavin Power, LLC","OH",17565808,22979,6098
"Gaviota Oil Plant","CA",15508,0,38
"Gaylord - Consumers","MI",1549,0,4
"Gaylord - Wolverine","MI",1991,0,6
"Gaylord Container Bogalusa","LA",36676,2831,1911
"Geismar","LA",260511,3,1751
"Geismar Cogen","LA",428273,2,1160
"GenConn Devon LLC","CT",15044,3,70
"General Chemical","WY",1280043,6593,1882
"General Electric Aircraft Engines","MA",86426,0,19
"General Electric Diesel Engine Plant","PA",10013,7,199
"General Electric Plastic","AL",370985,2,70
"General Mills Inc","NY",2521,0,7
"General Mills Operations Lodi","CA",20481,0,57
"General Mills West Chicago","IL",47,0,1
"Genesee Power Station LP","MI","--",175,168
"Geneseo","IL",877,0,20
"Geneva Energy LLC","IL",27239,14,21
"Geneva Generation Facility","IL",5232,0,126
"Genoa","WI",1687878,8050,1460
"Genoa Diesel Generating Station","OH",25,0,1
"Geo East Mesa II","CA",2146,"--","--"
"Geo East Mesa III","CA",2802,"--","--"
"George Birdsall","CO",3262,0,8
"George Johnson","MI",13170,0,36
"George M Sullivan Generation Plant 2","AK",592438,3,1628
"George Neal North","IA",6657329,19652,8616
"George Neal South","IA",4966371,15037,5220
"Georgetown","IN",51849,0,9
"Georgetown LFGTE","SC","--",0,54
"Georgia Pacific Center","GA",24,0,0
"Georgia-Pacific Big Island","VA",193929,1013,78
"Georgia-Pacific Brewton Mill","AL",135573,542,454
"Georgia-Pacific Cedar Springs","GA",512245,5496,1882
"Georgia-Pacific Consr Prods LP-Naheola","AL",415201,4000,1637
"Georgia-Pacific Corp - Nekoosa Mill","WI",303023,4022,997
"Georgia-Pacific Crossett LLC","AR",191878,3333,1556
"Georgia-Pacific Monticello Paper","MS",53234,883,398
"Georgia-Pacific Palatka Operations","FL",228795,3216,1136
"Georgia-Pacific Port Hudson","LA",760963,23184,1768
"Georgia-Pacific Wauna Mill","OR",42553,17,357
"Geothermal 1","CA",11651,"--","--"
"Geothermal 2","CA",10021,"--","--"
"Gerald Andrus","MS",978881,243,2089
"Gerald Gentleman","NE",9115500,26981,11943
"Germantown","WI",9303,2,37
"Geysers Unit 5-20","CA",119613,"--","--"
"Ghent","KY",12585342,10320,7186
"Gianera","CA",142,0,0
"Gibbons Creek","TX",3554583,11019,2066
"Gibson","IN",19286858,19844,10903
"Gibson City Energy Center LLC","IL",12640,0,5
"Gila River Power Block 4","AZ",2317655,12,269
"Gilbert","NJ",14266,0,12
"Gillette SBMC","MA",43819,0,86
"Gilliam South","IA",11,0,0
"Gillum","IL",5,0,0
"Gilroy Peaking Energy Center","CA",17907,0,3
"Gilroy Power Plant","CA",75727,0,56
"Girard","KS",18,0,0
"Girvin Landfill","FL","--",0,48
"Gladstone","MI",299,0,2
"Gleason Generating Facility","TN",42482,0,50
"Glen Gardner","NJ",5525,0,16
"Glen Lyn","VA",214875,1556,435
"Glenarm","CA",48199,0,10
"Glencoe","MN",43,0,1
"Glendive GT","MT",6132,0,2
"Glennallen","AK",4752,3,95
"Glenwood","NY",107049,9,83
"Glenwood Landing","NY",56939,0,7
"Goal Line LP","CA",89296,0,247
"Godwin Drive Plant","VA",137,0,3
"Gold Creek","AK",18,0,0
"Goldendale Generating Station","WA",553727,3,36
"Goodland","KS",316,0,7
"Goodman Energy Center","KS",16187,0,370
"Goodyear Beaumont Chemical Plant","TX",468295,10,664
"Goose Creek Energy Center","IL",50075,0,10
"Goose Haven Energy Center","CA",4175,0,1
"Gordon","WI",9,0,0
"Gordon Evans Energy Center","KS",379691,2,754
"Gordonsville Energy LP","VA",288311,1,87
"Gorgas","AL",6506503,6896,7488
"Gould Street","MD",16682,0,16
"Gowanus Gas Turbines Generating","NY",34564,1,95
"Gowrie","IA",7,0,0
"Graettinger","IA",13,0,0
"Graham","TX",312693,2,553
"Gramercy Holdings LLC","LA",582999,3,1408
"Grand Blanc Generating Station","MI","--",0,444
"Grand Forks","ND",8,0,0
"Grand Haven Diesel Plant","MI",180,1,2
"Grand Junction","IA",26,0,1
"Grand Marais","MN",123,0,2
"Grand River","MI","--",0,357
"Grand Tower Energy Center LLC","IL",85835,0,49
"Granite City","MN",789,0,3
"Granite City Works","IL",21246,1,116
"Granite Falls 2","MN",13,0,0
"Granite Falls Walmart","NC",36,0,1
"Granite Ridge","NH",1271040,7,96
"Grant Town Power Plant","WV",630994,1809,1016
"Grantsburg Diesel","WI",38,0,1
"Grapeland Peaker","CA",2915,0,0
"Graphic Packaging","MI",121216,1,37
"Graphic Packaging International","CA",112214,1,309
"Graphic Packaging International Augusta Mill","GA",317465,4674,2126
"Gravel Neck","VA",100985,16,109
"Grayling Generating Station","MI",11780,19,212
"Grays Ferry Cogeneration","PA",704655,465,249
"Grays Harbor Energy Facility","WA",474519,3,43
"Grays Harbor Paper LP","WA","--",55,481
"Grayson","CA",72057,1,32
"Great Bend - Midwest Energy","KS",78,0,2
"Great Bend - Sunflower","KS",58864,0,97
"Greater Des Moines","IA",186404,1,10
"Greater Detroit Resource Recovery","MI",243455,18,1028
"Green Country Energy LLC","OK",965579,5,238
"Green Knight Energy Center","PA","--",0,100
"Green Power 2","TX",2191607,114,255
"Green River","KY",946939,18494,1836
"Green Valley LFGTE","KY","--",0,80
"Greene County","AL",2586335,30506,4506
"Greene Valley Gas Recovery","IL","--",0,100
"Greenfield","IA",89,0,2
"Greenidge Generation LLC","NY",548401,407,509
"Greenleaf 1 Power Plant","CA",108119,1,307
