state_and_county_fips_code,PM25,PM10,NOX,SO2,PM25.PRI_wildfire,PM10.PRI_wildfire,NOX_wildfire,SO2_wildfire,PM25_wildfire_percentage,PM10_wildfire_percentage,NOX_wildfire_percentage,SO2_wildfire_percentage
2090,1656.2328632600002,8567.204292727,6432.473212264,2381.69479814819,22.167912,26.158106,3.62838,1.964715,0.013384538184060909,0.0030532837908635534,5.640723062914926e-4,8.249230764275931e-4
2100,98.84047552099999,562.536981397,913.8899538785,148.23262190950598,1.936524,2.285081,0.17527,0.133042,0.019592418893093645,0.004062099160708061,1.9178457893771948e-4,8.975217350012222e-4
2105,129.406558211,510.365814652,2870.2643056658,385.866768623018,0.280814,0.331288,0.02761,0.019863,0.002170013667639063,6.491187114989144e-4,9.619323191072975e-6,5.1476316737204295e-5
2110,383.11783075803,1732.43691013603,3448.321076278,704.0277486790455,0.555619,0.65562,0.055279,0.039436,0.0014502561754973981,3.7843802343631727e-4,1.6030699803530554e-5,5.601483758842325e-5
2122,71752.09900891989,92722.8541169289,24579.743037402,6293.70698932885,70014.12004,82616.70377,8548.690488,5413.107232,0.9757780052022752,0.8910069103978997,0.3477941358049107,0.860082498466813
2130,272.03550499200003,911.044766655,5706.571960907,351.201156474,NA,NA,NA,NA,NA,NA,NA,NA
2150,192.301602759,1002.8998094220001,2087.01853786,71.45946633813,0.343027,0.404723,0.064523,0.032618,0.0017837968850935428,4.035527738640747e-4,3.091635212122313e-5,4.564545702826693e-4
2164,84.191842068,379.39836872899997,1041.6916593721999,9.264394094875,5.119773,6.041433,0.866163,0.461515,0.06081079679744822,0.01592371896652863,8.314965299059931e-4,0.049815993930494275
2170,1649.436946598,11162.758315386,4097.482732105,100.96441018727,30.525635,36.02032,2.864109,2.124479,0.0185067001578689,0.0032268296940866307,6.989923294999761e-4,0.02104186015705426
2180,448.90883161,1652.5716404539999,1125.334147568,93.0581827404,260.542669,307.440687,59.506911,27.689124,0.5803910519326839,0.18603773626149056,0.05287932577946073,0.2975463649149805
2185,1068.909087584,2140.091434584,36367.91279571,1233.85043014794,0.076143,0.089859,0.006057,0.005013,7.123430877746778e-5,4.1988392901290765e-5,1.665479136519072e-7,4.062891155615139e-6
2188,581.736388423,1682.840068969,3613.1330299150004,69.98762816275,210.40919,248.282952,37.557537,19.50066,0.3616916427909688,0.1475380558011741,0.010394728533115636,0.278630102375422
2195,212.091110873,796.702818061,4606.750785188,541.64632763078,NA,NA,NA,NA,NA,NA,NA,NA
2198,213.867837305,1356.554507176,1438.494481815,219.61431782836,3.975159,4.690662,0.357087,0.272387,0.018586988348000027,0.00345777628188694,2.4823661440080783e-4,0.001240297093074253
2201,0.1624971,0.1675229,6.86509,0.003127368,NA,NA,NA,NA,NA,NA,NA,NA
2220,112.548863548,473.577489925,1246.4575375260001,128.91615149693,0.053352,0.062944,0.010073,0.005081,4.740341067704016e-4,1.3291172266225826e-4,8.081302167736207e-6,3.941321503164014e-5
2230,35.79083101,234.24797344799998,139.7384445697,9.02496664708,NA,NA,NA,NA,NA,NA,NA,NA
2232,19.2292721,20.397631,672.1978959999999,88.60303582,NA,NA,NA,NA,NA,NA,NA,NA
2240,99856.271066489,119061.591641251,10614.688707244999,6952.73150641728,99092.87419,116929.6532,9084.094855,6839.85505,0.9923550432202631,0.9820938187381635,0.8558041696314371,0.98376516390528
2261,530.175551415,2255.921016904,8727.610962624,203.48935452166,2.141545,2.527066,0.286281,0.172331,0.0040393130054457846,0.0011201925870029422,3.280175998059476e-5,8.468796827484977e-4
2270,532.548018914,2005.884800781,606.6214678632,53.691848254185,330.826804,390.375476,31.01193,23.021781,0.6212149745193672,0.19461510244656402,0.05112237473104651,0.4287760944829381
2275,67.881670512,502.91045804000004,104.394182081,13.369916550140001,NA,NA,NA,NA,NA,NA,NA,NA
2280,21.6145442,22.283165,883.02503,0.420751398,NA,NA,NA,NA,NA,NA,NA,NA
2282,26.793535436,141.692986697,229.317567139,4.60597111245,NA,NA,NA,NA,NA,NA,NA,NA
2290,2530.784676229,3956.005953074,1256.5496726104,254.073481619458,2343.912213,2765.822675,222.274958,163.804647,0.9261602676101827,0.6991452257170714,0.1768930929234483,0.6447136708479503
2777,65.69479869999999,74.113431,982.67,196.75,NA,NA,NA,NA,NA,NA,NA,NA
4001,6218.4782330468,17881.4181840688,19875.986323082,7341.29563539766,1401.984114,1654.34105,260.873581,132.829777,0.22545453428612958,0.09251732904909701,0.01312506341871685,0.01809350605083008
4003,2116.844147852,12465.482561859,15417.606100809,4904.2277110343,49.03288,57.859061,11.406209,5.267577,0.023163197937719954,0.00464154201113987,7.398171237103722e-4,0.0010740889922684828
4005,16637.412910747535,29262.344069560433,17775.829864081,1345.4145297635564,10670.3814,12591.05231,1885.499709,983.716688,0.6413485953159871,0.43028173956499915,0.10607098084404845,0.7311625274129295
4007,2932.2846263189,7631.1408168519,3181.272674402,22132.958930659905,1552.65479,1832.132879,318.304056,155.113432,0.529503437716807,0.24008636755255366,0.10005557164628562,0.007008255538084767
4009,5873.369813489,11092.0517361,2670.831958307,534.7335449228,5101.635682,6019.926649,1101.454935,524.810033,0.8686045394729603,0.5427243572447152,0.41240143602976637,0.9814421368978588
4011,3842.4996093584,19288.1890021904,1075.4071010644,218.8068359431,1111.659841,1311.760355,169.568523,95.165762,0.28930642915162685,0.0680084768378739,0.15767844831242706,0.43493047915901284
4012,1051.113361043,5693.728990155,4362.024402736,14.45253298179,10.872867,12.829979,3.138907,1.334096,0.010344143080068032,0.00225335259584435,7.19598679464328e-4,0.09230880162535822
4013,10705.278658041,33719.922477529,73162.814492395,1176.969218021,76.11103,89.807041,17.509387,8.12312,0.007109672940912297,0.002663322878629022,2.393208506463353e-4,0.006901726804426133
4015,2406.663721947,13280.691502668,14670.52708699,103.17646737845,29.944425,35.334709,6.298796,3.03472,0.012442297079948855,0.002660607619181689,4.293503541250299e-4,0.02941290855470642
4017,3018.853884888,14699.742817348999,17096.72320655,3913.05884974,148.656718,175.414673,31.091464,15.018572,0.04924276684743065,0.011933179728353565,0.001818562751725922,0.003838064434169677
4019,6729.692745393,32635.323803115,26020.55404373,1483.943077888,179.723106,212.073102,42.246858,19.426411,0.026705989827401033,0.0064982686637157835,0.001623595636318895,0.013091075587379236
4021,4760.866121166,29575.700762473,14785.408266601,142.465568242,13.57394,16.017185,3.416631,1.528677,0.0028511492771562245,5.41565697078033e-4,2.3108127543003894e-4,0.010730150582092255
4023,510.13587464731,3183.11744784681,1889.206163604,11.658132124849,15.915745,18.780565,4.65844,1.970255,0.031199031064034825,0.005900054053206216,0.0024658187601469543,0.16900263085888806
4025,3901.900666373,19674.2463425597,12873.103182465,2153.24652069913,145.853086,172.106461,41.143166,17.633651,0.03738001001844501,0.008747804515779395,0.0031960565697976267,0.008189332169116702
4027,1910.819665732,9314.943520140001,9539.751198955,128.170069169,49.451435,58.352773,12.89326,5.691003,0.025879697538624638,0.006264425852270006,0.0013515300065071244,0.04440196558290117
5001,2400.499490727,8778.968797297,2266.212162374,212.3596527295,2.05666,2.426859,0.528539,0.234592,8.567633561034969e-4,2.7644009860784756e-4,2.3322573621982598e-4,0.0011046919552972672
5003,1391.179357705,4072.7329829180003,3440.863869448,156.4895552741,3.953725,4.665324,1.028386,0.454349,0.002841995159073075,0.001145502054656533,2.9887436382799375e-4,0.0029033822685749404
5005,1265.000400053,3620.0819396340003,1289.342327055,57.22912277064,75.902502,89.564962,10.365944,6.167556,0.060001958890147304,0.02474114218780784,0.008039714343107745,0.10776953588329531
5007,3832.80930691,15438.185057692,11915.659012665,8106.1964675218005,67.347908,79.470586,9.274566,5.493395,0.01757142153630797,0.005147663776734181,7.783510748454771e-4,6.776784922509313e-4
5009,1052.032776956,4167.66558367,1551.546797486,30.8310760226,30.070412,35.483095,4.054675,2.429248,0.028583151265502503,0.008513901676524147,0.0026133114428580975,0.07879219000398482
5011,327.088493794,862.579057092,556.842199528,37.19509665697,9.225431,10.885997,2.393536,1.058524,0.02820469437182394,0.012620289016405987,0.00429840985835637,0.02845869738589973
5013,484.4368696505,971.8336570675,648.24243302,27.63207650571,1.797104,2.120563,0.470284,0.207301,0.0037096763532811446,0.002182022596746424,7.254754950382744e-4,0.007502186813834369
5015,1187.205004385,4565.958340139,1270.324490486,33.306285245299996,59.089628,69.725827,7.990729,4.779863,0.049772050978347936,0.015270797892973626,0.006290305398223812,0.14351234203383603
5017,1216.077078042,5152.948019006,1550.26320414,32.29305836622,NA,NA,NA,NA,NA,NA,NA,NA
5019,781.544588645,2092.684996351,3309.773377468,78.7577261669,34.391511,40.581864,8.188055,3.745722,0.04400454113517203,0.01939224683636683,0.0024739020066273905,0.04756005768960656
5021,1387.896803832,6041.307289359,1559.2703641340001,30.17675165816,NA,NA,NA,NA,NA,NA,NA,NA
5023,1961.250722223,4259.692869358,2317.809788051,117.5806707325,91.482237,107.949044,13.661984,7.751789,0.04664484553831471,0.025341978238977953,0.005894350809299192,0.06592740925619979
5025,277.00787941,1111.248488252,561.100456347,15.1516353478,3.659593,4.318339,0.932552,0.415259,0.013211151277698596,0.003886024634141704,0.0016620054206893822,0.02740687658248686
5027,635.584017011,2055.942482957,1443.533799963,1564.40297815934,5.584697,6.589936,1.44055,0.638467,0.00878671717747639,0.0032053114591619773,9.979329891942421e-4,4.0812182597045013e-4
5029,1604.3828322210002,4073.313490039,4100.821228206,207.548240374,80.303064,94.757568,17.104106,8.197226,0.050052308206784926,0.02326301872706899,0.004170897741739059,0.039495521548285235
5031,2528.1247157268,11071.4961031979,4166.015200075,120.80116088381,0.64231,0.757955,0.160857,0.072109,2.540657887660202e-4,6.846003403108923e-5,3.861171701848426e-5,5.96923071537007e-4
5033,1298.414988049,4636.364254966,3481.688899307,40.967524994899996,27.23059,32.13213,4.29551,2.369788,0.02097217780958977,0.006930458487074941,0.0012337431988409372,0.05784552521283656
5035,1504.5500320274,6126.6932919655,4361.778027678,39.7559347318,NA,NA,NA,NA,NA,NA,NA,NA
5037,1351.210574846,5462.831075552,1788.972091376,45.10298659314,0.367077,0.433149,0.092284,0.041321,2.7166528062573547e-4,7.929020575768615e-5,5.158492994098032e-5,9.161477569710377e-4
5039,360.96970800450003,784.0527016915,498.050097813,22.59936808511,13.539027,15.976049,3.595439,1.576013,0.03750737721136206,0.020376243797813057,0.00721903080792077,0.06973703840145798
5041,1204.0958408650001,4326.486076785,2616.048101024,128.9375242179,NA,NA,NA,NA,NA,NA,NA,NA
5043,717.328526173,2700.218526824,1051.907953141,30.4840819286,6.491179,7.659555,1.68099,0.743906,0.009049101998816237,0.0028366426361088547,0.001598039063190424,0.024403096729052925
5045,1813.482413444,7116.719468046,4468.455192993,73.6027867583,42.189685,49.783871,9.993282,4.581062,0.02326445775665241,0.006995339808394737,0.0022364064466105647,0.06224033357654635
5047,3108.014290798,5999.504092849,2842.775341801,276.8350033806833,24.302455,28.676942,4.704241,2.352146,0.00781928676195379,0.004779885396558186,0.0016548057564829215,0.008496562830840796
5049,1363.859562784,2896.5081009680002,1018.388892885,87.52824954671,304.576711,359.40048,43.345101,25.225485,0.22331970190411538,0.12408060584394359,0.04256242512347852,0.2881982117846223
5051,2277.651942515,5312.424684659,2487.34535697,166.58664410113002,279.840949,330.212022,61.850183,29.177657,0.12286378957927944,0.062158438302866215,0.024865941043001685,0.17515003773223906
5053,609.7943166379999,1961.253859306,748.2006139279999,40.35011677359,5.606143,6.615169,1.473116,0.648293,0.009193498278089147,0.003372928480732633,0.0019688783630719656,0.01606669451882036
5055,1674.82443897,6498.555118228,2035.841629759,37.7638716569,7.102487,8.380948,1.544172,0.73355,0.0042407352285639905,0.0012896632939977716,7.584931840610789e-4,0.019424650275919733
5057,1019.407305326,3261.501047499,2987.806852894,928.967333507,9.462095,11.165263,2.467024,1.088958,0.009281957222166543,0.0034233510391056907,8.256972828114482e-4,0.0011722242114682437
5059,893.662369735,2933.036735559,4466.760770191,103.6578127776,27.844371,32.856357,6.9046,3.107691,0.03115759591427886,0.01120216347843935,0.0015457734038675094,0.02998028722318901
5061,807.931676124,2423.302871382,903.131481467,51.9844205696,5.436853,6.415476,1.191454,0.564113,0.006729347493940269,0.0026474098948850253,0.0013192475563631818,0.010851578103957708
5063,2585.461316408,7181.353718216,15006.429086565,33335.51826932343,337.932345,398.760253,47.710739,27.884181,0.13070485443173901,0.055527170592992385,0.003179353244184828,8.364706009583793e-4
5065,1268.609598144,2805.2937886219997,773.886699251,80.49474113223,115.645648,136.461829,17.179087,9.774468,0.09115936704971472,0.04864439851308122,0.022198452327229088,0.12142989545047825
5067,1490.996994517,5539.514180759,2005.217604777,103.70411243087,27.745012,32.739077,5.786661,2.798698,0.018608362124155613,0.0059100989602511025,0.002885802012816227,0.026987338634864983
