"","filename","total_wui_households","num_intermix","num_interface","total_val_sum","total_val_avg"
"1","WUI_housing_data_1.csv","1311018","500445","810573","156212608127","119340.098036624"
"2","WUI_housing_data_10.csv","99371","19731","79640","6636071358","66911.3943555461"
"3","WUI_housing_data_11.csv","39427","1288","38139","30728754422","779383.529611687"
"4","WUI_housing_data_12.csv","2808866","672558","2136308","348696996863","125102.74222514"
"5","WUI_housing_data_13.csv","2559765","1047215","1512550","325664387209","127368.37899815"
"6","WUI_housing_data_16.csv","285108","99110","185998","56170334835","200523.832224277"
"7","WUI_housing_data_17.csv","498877","60318","438559","22433262050","45257.7319348448"
"8","WUI_housing_data_18.csv","568231","190423","377808","59444234737","105055.775512296"
"9","WUI_housing_data_19.csv","161364","27530","133834","19147534970","120857.249970018"
"10","WUI_housing_data_20.csv","289328","48014","241314","29831860448","103932.176370579"
"11","WUI_housing_data_21.csv","612105","236449","375656","49196152415","82694.2835879351"
"12","WUI_housing_data_22.csv","394923","132548","262375","4597710957","11680.4936627179"
"13","WUI_housing_data_23.csv","328078","158484","169594","68085111491","208649.705929583"
"14","WUI_housing_data_24.csv","1039627","272054","767573","310394020700","304160.256248193"
"15","WUI_housing_data_25.csv","1399791","485718","914073","517825503512","370130.220746285"
"16","WUI_housing_data_26.csv","517985","160552","357433","44644476548","87856.8858565384"
"17","WUI_housing_data_27.csv","293074","92050","201024","48813177212","166883.798220843"
"18","WUI_housing_data_28.csv","628950","241964","386986","54596706240","87306.6763893153"
"19","WUI_housing_data_29.csv","762926","278121","484805","77140369140","101990.172737261"
"20","WUI_housing_data_30.csv","265688","82061","183627","59368578318","225042.088154019"
"21","WUI_housing_data_31.csv","166961","28152","138809","18176101685","109805.483507521"
"22","WUI_housing_data_32.csv","490257","94803","395454","76941832408","158785.04147629"
"23","WUI_housing_data_33.csv","534238","327375","206863","114452979983","215907.466832798"
"24","WUI_housing_data_34.csv","1065053","270918","794135","348292477508","327475.206129551"
"25","WUI_housing_data_35.csv","335756","121834","213922","44895790654","134175.492458272"
"26","WUI_housing_data_36.csv","2160044","828213","1331831","290669547455","134730.662226316"
"27","WUI_housing_data_37.csv","3276216","1179698","2096518","502324598550","154296.40492852"
"28","WUI_housing_data_38.csv","28507","5433","23074","3882439647","137436.356932989"
"29","WUI_housing_data_39.csv","1481671","402283","1079388","165099941431","112455.711731158"
"30","WUI_housing_data_4.csv","1358459","444981","913478","235098185452","173293.174696495"
"31","WUI_housing_data_40.csv","938460","315214","623246","80230307078","85557.8215076376"
"32","WUI_housing_data_41.csv","617271","170162","447109","144515365577","236435.239301011"
"33","WUI_housing_data_42.csv","1967321","636359","1330962","190076677932","97018.1891520254"
"34","WUI_housing_data_44.csv","188382","63511","124871","51123477580","272325.94633754"
"35","WUI_housing_data_45.csv","1416959","529870","887089","162082976607","114915.953375807"
"36","WUI_housing_data_46.csv","57033","17824","39209","9275309556","165914.953420149"
"37","WUI_housing_data_47.csv","1510375","512918","997457","186257902737","123509.021072232"
"38","WUI_housing_data_48.csv","3883298","1095156","2788142","563216465684","145467.626698418"
"39","WUI_housing_data_49.csv","439679","91456","348223","124389730291","283367.269496777"
"40","WUI_housing_data_5.csv","841988","342664","499324","68366818755","81830.2714935647"
"41","WUI_housing_data_50.csv","113831","57927","55904","25525091397","237215.425192606"
"42","WUI_housing_data_51.csv","1803040","643949","1159091","427094872279","239551.735202693"
"43","WUI_housing_data_53.csv","1089928","347695","742233","269155752010","251779.209842705"
"44","WUI_housing_data_54.csv","795709","425243","370466","33123346408","41632.9561037903"
"45","WUI_housing_data_55.csv","52230","10670","41560","7788207495","150831.945289048"
"46","WUI_housing_data_56.csv","174961","54360","120601","36789615330","210511.465985363"
"47","WUI_housing_data_6.csv","4261428","908852","3352576","1716390384619","411216.662039296"
"48","WUI_housing_data_8.csv","975711","341623","634088","288706237445","300340.840941387"
"49","WUI_housing_data_9.csv","857367","378259","479108","186513677342","217977.663125909"
