"","filename","total_wui_households","num_intermix","num_interface","total_val_sum","total_val_avg"
"1","WUI_housing_data_1.csv","1339357","511060","828297","163546544361","122305.497515325"
"2","WUI_housing_data_10.csv","101539","20478","81061","6793956068","67037.9009127239"
"3","WUI_housing_data_11.csv","39516","1299","38217","30908968542","782188.696781051"
"4","WUI_housing_data_12.csv","2879122","690103","2189019","366254759399","128220.977414147"
"5","WUI_housing_data_13.csv","2596363","1064224","1532139","334616356809","129025.181356734"
"6","WUI_housing_data_16.csv","289693","101027","188666","57605191733","202374.850632013"
"7","WUI_housing_data_17.csv","502027","60678","441349","22590906540","45289.0575683218"
"8","WUI_housing_data_18.csv","574731","192939","381792","60813547076","106265.557666802"
"9","WUI_housing_data_19.csv","165822","28348","137474","20068849530","123226.859284912"
"10","WUI_housing_data_20.csv","291758","48710","243048","30689211718","106025.951694593"
"11","WUI_housing_data_21.csv","617187","238072","379115","50042463450","83415.6449142132"
"12","WUI_housing_data_22.csv","415153","139539","275614","4930462098","11913.8180038855"
"13","WUI_housing_data_23.csv","331857","161250","170607","69188922174","209610.680265267"
"14","WUI_housing_data_24.csv","1057019","278849","778170","317602820100","306067.739147027"
"15","WUI_housing_data_25.csv","1409998","492339","917659","524709770051","372340.300102681"
"16","WUI_housing_data_26.csv","524019","163148","360871","45602612970","88696.1881690732"
"17","WUI_housing_data_27.csv","295391","93853","201538","49183456412","166840.652295"
"18","WUI_housing_data_28.csv","635999","247127","388872","55953924554","88501.6426682441"
"19","WUI_housing_data_29.csv","768133","282527","485606","78416862658","102954.936255189"
"20","WUI_housing_data_30.csv","271779","84416","187363","61685672493","228596.685108118"
"21","WUI_housing_data_31.csv","176793","28566","148227","19354798345","110395.089891229"
"22","WUI_housing_data_32.csv","504403","99699","404704","80771746647","161969.473008011"
"23","WUI_housing_data_33.csv","539659","331372","208287","116099725099","216815.5216732"
"24","WUI_housing_data_34.csv","1072941","274053","798888","352144854179","328659.810126771"
"25","WUI_housing_data_35.csv","341433","125115","216318","45921172164","134952.721214543"
"26","WUI_housing_data_36.csv","2190514","836916","1353598","296476533900","135509.642925539"
"27","WUI_housing_data_37.csv","3253909","1207717","2046192","512047418789","158352.26801268"
"28","WUI_housing_data_38.csv","31271","6567","24704","4315458064","139154.458403199"
"29","WUI_housing_data_39.csv","1494631","407680","1086951","167914214206","113375.880601469"
"30","WUI_housing_data_4.csv","1376341","455009","921332","240774080326","175169.062399783"
"31","WUI_housing_data_40.csv","956976","324721","632255","84640021573","88512.811110321"
"32","WUI_housing_data_41.csv","624227","172475","451752","147168045159","238077.439139564"
"33","WUI_housing_data_42.csv","1981306","640731","1340575","193011779989","97818.6158187881"
"34","WUI_housing_data_44.csv","189673","64045","125628","51738004792","273721.436653846"
"35","WUI_housing_data_45.csv","1454382","542957","911425","170065118319","117465.402982755"
"36","WUI_housing_data_46.csv","58141","18713","39428","9605695636","168526.889294361"
"37","WUI_housing_data_47.csv","1533699","520799","1012900","192232051757","125531.838928756"
"38","WUI_housing_data_48.csv","4025828","1159503","2866325","602160277626","150016.885518255"
"39","WUI_housing_data_49.csv","453586","96150","357436","129976025391","287006.42436869"
"40","WUI_housing_data_5.csv","859537","349999","509538","71058322775","83310.4586931697"
"41","WUI_housing_data_50.csv","114804","58564","56240","25715845004","237152.283411413"
"42","WUI_housing_data_51.csv","1826503","655045","1171458","436051380520","241389.542709289"
"43","WUI_housing_data_53.csv","1110170","355092","755078","276572413144","253924.622168196"
"44","WUI_housing_data_54.csv","802039","428998","373041","33757739128","42095.5657381994"
"45","WUI_housing_data_55.csv","51572","10692","40880","7778649495","152301.5525512"
"46","WUI_housing_data_56.csv","178007","56272","121735","37949638303","213429.231945515"
"47","WUI_housing_data_6.csv","4295332","918714","3376618","1738253027944","413117.304895607"
"48","WUI_housing_data_8.csv","990872","349687","641185","296138828298","303320.548935137"
"49","WUI_housing_data_9.csv","865867","381525","484342","188821230437","218515.270552361"
