"","filename","total_wui_households","num_intermix","num_interface","total_val_sum","total_val_avg"
"1","2006_combined_wui_hh_data.csv","0","0","0","0",NA
"2","WUI_housing_data_1.csv","1255746","468115","787631","144541897181","115276.621325177"
"3","WUI_housing_data_10.csv","91203","18247","72956","6078575148","66789.4556482184"
"4","WUI_housing_data_11.csv","39107","1267","37840","30115781022","770086.711381594"
"5","WUI_housing_data_12.csv","2699092","650556","2048536","324435886158","121132.201755401"
"6","WUI_housing_data_13.csv","2463044","1001269","1461775","302937935841","123131.987887915"
"7","WUI_housing_data_16.csv","268393","92009","176384","50765102209","192662.783723984"
"8","WUI_housing_data_17.csv","502105","62630","439475","22487182142","45078.4052433015"
"9","WUI_housing_data_18.csv","554602","186419","368183","56582312688","102460.569663277"
"10","WUI_housing_data_19.csv","170318","27508","142810","19681276652","117650.470762646"
"11","WUI_housing_data_20.csv","296435","47960","248475","29771241358","101316.14067961"
"12","WUI_housing_data_21.csv","586381","226306","360075","45658016639","80175.347975423"
"13","WUI_housing_data_22.csv","363625","115923","247702","3989859631","11011.794988491"
"14","WUI_housing_data_23.csv","316279","152249","164030","65131933537","207087.549479514"
"15","WUI_housing_data_24.csv","1024544","271546","752998","299632697700","298098.68188303"
"16","WUI_housing_data_25.csv","1373763","485181","888582","505149983854","367904.900315721"
"17","WUI_housing_data_26.csv","512259","160494","351765","43759762560","87057.4243117532"
"18","WUI_housing_data_27.csv","286451","87707","198744","47021219612","164489.803128094"
"19","WUI_housing_data_28.csv","584181","218008","366173","48880970422","84082.9845805051"
"20","WUI_housing_data_29.csv","744457","267051","477406","72969892227","98881.2220623209"
"21","WUI_housing_data_30.csv","255389","76814","178575","54754477934","215993.995794872"
"22","WUI_housing_data_31.csv","176665","28629","148036","18423349871","105156.706779148"
"23","WUI_housing_data_32.csv","456946","88519","368427","67632713666","149843.391172378"
"24","WUI_housing_data_33.csv","519402","320227","199175","110426753184","214269.435164272"
"25","WUI_housing_data_34.csv","1056582","275793","780789","341625004828","323786.321245311"
"26","WUI_housing_data_35.csv","325826","116772","209054","42766507675","131720.163962954"
"27","WUI_housing_data_36.csv","2121816","812176","1309640","280627195133","132421.726163214"
"28","WUI_housing_data_37.csv","3462077","1110343","2351734","519483716993","151183.845024862"
"29","WUI_housing_data_38.csv","26058","4515","21543","3301522778","127941.204340244"
"30","WUI_housing_data_39.csv","1482981","397683","1085298","165310075734","112497.771777506"
"31","WUI_housing_data_4.csv","1333404","460709","872695","225394042336","169288.714991085"
"32","WUI_housing_data_40.csv","904738","298848","605890","72358845411","80040.5799948453"
"33","WUI_housing_data_41.csv","592668","164710","427958","136147209132","232031.401372277"
"34","WUI_housing_data_42.csv","1936091","624626","1311465","184222414460","95549.6571937751"
"35","WUI_housing_data_44.csv","185161","62162","122999","49436166767","267884.26961196"
"36","WUI_housing_data_45.csv","1527838","500298","1027540","169204335187","111238.652197466"
"37","WUI_housing_data_46.csv","54149","16781","37368","8437376772","159057.738038683"
"38","WUI_housing_data_47.csv","1429340","481361","947979","167771340774","117558.719872359"
"39","WUI_housing_data_48.csv","3804555","1083838","2720717","538218341295","141925.073734181"
"40","WUI_housing_data_49.csv","415135","93834","321301","112853364260","272305.891042284"
"41","WUI_housing_data_5.csv","779291","319840","459451","60145356639","77796.3333160871"
"42","WUI_housing_data_50.csv","109477","55238","54239","24294878237","234773.953315552"
"43","WUI_housing_data_51.csv","1734182","617943","1116239","402099343946","234569.542280047"
"44","WUI_housing_data_53.csv","1052576","334356","718220","252998558593","245196.646498078"
"45","WUI_housing_data_54.csv","772132","410729","361403","30758014414","39840.5425891289"
"46","WUI_housing_data_55.csv","51388","10597","40791","7625415795","150082.975023618"
"47","WUI_housing_data_56.csv","165027","51452","113575","33310184292","202084.438747095"
"48","WUI_housing_data_6.csv","4214083","905712","3308371","1681153645941","407369.008894904"
"49","WUI_housing_data_8.csv","935661","331180","604481","267071425749","289839.790491022"
"50","WUI_housing_data_9.csv","854068","375465","478603","182065149374","213616.022243316"
